year,tech,type,HS,HS6,HS2,export_unit,export_num,export_value,export_average,import_unit,import_num,import_value,import_average,diff_value,average_value,diff_ratio,average_ratio
1999,1,1,852910100,852910,85,,,,,KG,7551,51982,6.884121308,-51982,-6.884121308,-1,-1
2000,1,1,852910100,852910,85,,,,,KG,13651,234876,17.20577247,-234876,-17.20577247,-1,-1
1994,1,1,852910200,852910,85,,,,,NO,35,2608,,-2608,,-1,
1995,1,1,852910200,852910,85,,,,,NO,30,2969,,-2969,,-1,
1996,1,1,852910200,852910,85,,,,,KG,70,1241,17.72857143,-1241,-17.72857143,-1,-1
1997,1,1,852910200,852910,85,,,,,KG,144,516,3.583333333,-516,-3.583333333,-1,-1
1998,1,1,852910200,852910,85,,,,,KG,4,523,130.75,-523,-130.75,-1,-1
1999,1,1,852910200,852910,85,,,,,KG,8,501,62.625,-501,-62.625,-1,-1
2000,1,1,852910200,852910,85,,,,,KG,11850,614,0.051814346,-614,-0.051814346,-1,-1
1994,1,1,852910900,852910,85,,,,,KG,318630,805886,2.529221982,-805886,-2.529221982,-1,-1
1995,1,1,852910900,852910,85,,,,,KG,246261,713336,2.896666545,-713336,-2.896666545,-1,-1
1996,1,1,852910900,852910,85,,,,,KG,430105,998022,2.320414782,-998022,-2.320414782,-1,-1
1997,1,1,852910900,852910,85,,,,,KG,477290,1024872,2.147273146,-1024872,-2.147273146,-1,-1
1998,1,1,852910900,852910,85,,,,,KG,263155,837093,3.180988391,-837093,-3.180988391,-1,-1
1999,1,1,852910900,852910,85,,,,,KG,289098,1085569,3.755020789,-1085569,-3.755020789,-1,-1
2000,1,1,852910900,852910,85,,,,,KG,406114,2167701,5.337666271,-2167701,-5.337666271,-1,-1
1994,1,1,852990000,852990,85,KG,1756644,9955016,5.667065154,,,,,9955016,5.667065154,1,1
1995,1,1,852990000,852990,85,KG,2132588,15229369,7.141261697,,,,,15229369,7.141261697,1,1
1996,1,1,852990000,852990,85,KG,2939377,24707934,8.405840421,,,,,24707934,8.405840421,1,1
1997,1,1,852990000,852990,85,KG,3056854,24853398,8.130384376,,,,,24853398,8.130384376,1,1
1998,1,1,852990000,852990,85,KG,3602931,23292639,6.464913983,,,,,23292639,6.464913983,1,1
1999,1,1,852990000,852990,85,KG,3800794,24704163,6.499737423,,,,,24704163,6.499737423,1,1
2000,1,1,852990000,852990,85,KG,5064898,53163549,10.49646982,,,,,53163549,10.49646982,1,1
1994,1,1,852990100,852990,85,,,,,KG,42766,540726,12.64382921,-540726,-12.64382921,-1,-1
1995,1,1,852990100,852990,85,,,,,KG,55035,684164,12.43143454,-684164,-12.43143454,-1,-1
1996,1,1,852990100,852990,85,,,,,KG,68781,827973,12.03781568,-827973,-12.03781568,-1,-1
1997,1,1,852990100,852990,85,,,,,KG,59680,524598,8.790180965,-524598,-8.790180965,-1,-1
1998,1,1,852990100,852990,85,,,,,KG,54784,613783,11.20369086,-613783,-11.20369086,-1,-1
1999,1,1,852990100,852990,85,,,,,KG,43116,760545,17.63950738,-760545,-17.63950738,-1,-1
2000,1,1,852990100,852990,85,,,,,KG,57412,873037,15.20652477,-873037,-15.20652477,-1,-1
1994,1,1,852990200,852990,85,,,,,KG,986,35871,36.38032454,-35871,-36.38032454,-1,-1
1995,1,1,852990200,852990,85,,,,,KG,1289,49726,38.57719162,-49726,-38.57719162,-1,-1
1996,1,1,852990200,852990,85,,,,,KG,2163,73760,34.10078595,-73760,-34.10078595,-1,-1
1997,1,1,852990200,852990,85,,,,,KG,3137,144878,46.18361492,-144878,-46.18361492,-1,-1
1998,1,1,852990200,852990,85,,,,,KG,7547,301622,39.96581423,-301622,-39.96581423,-1,-1
1999,1,1,852990200,852990,85,,,,,KG,17015,328403,19.30079342,-328403,-19.30079342,-1,-1
2000,1,1,852990200,852990,85,,,,,KG,18058,341891,18.93293831,-341891,-18.93293831,-1,-1
1994,1,1,852990900,852990,85,,,,,KG,838165,4647603,5.544973842,-4647603,-5.544973842,-1,-1
1995,1,1,852990900,852990,85,,,,,KG,1471461,8918463,6.060957783,-8918463,-6.060957783,-1,-1
1996,1,1,852990900,852990,85,,,,,KG,2211425,14592230,6.598564274,-14592230,-6.598564274,-1,-1
1997,1,1,852990900,852990,85,,,,,KG,2267804,23598033,10.40567571,-23598033,-10.40567571,-1,-1
1998,1,1,852990900,852990,85,,,,,KG,2254640,27670399,12.27264619,-27670399,-12.27264619,-1,-1
1999,1,1,852990900,852990,85,,,,,KG,4473424,39277047,8.780085903,-39277047,-8.780085903,-1,-1
2000,1,1,852990900,852990,85,,,,,KG,4771085,56762461,11.89718083,-56762461,-11.89718083,-1,-1
1994,1,4,853110000,853110,85,KG,40966,74604,1.821119953,KG,28844,376160,13.04118708,-301556,-11.22006712,-0.66898865,-0.754934419
1995,1,4,853110000,853110,85,KG,219604,369618,1.683111419,KG,41949,550308,13.11850104,-180690,-11.43538962,-0.196417973,-0.772577289
1996,1,4,853110000,853110,85,KG,255639,762272,2.981829846,KG,19867,187070,9.416117179,575202,-6.434287333,0.605895452,-0.518980063
1997,1,4,853110000,853110,85,KG,413531,1160780,2.806996332,KG,13908,295386,21.23856773,865394,-18.4315714,0.594296255,-0.766526888
1998,1,4,853110000,853110,85,KG,427530,1031179,2.411945361,KG,55979,345932,6.179674521,685247,-3.76772916,0.497597507,-0.438535365
1999,1,4,853110000,853110,85,KG,408693,900246,2.202743869,KG,14151,195184,13.79294749,705062,-11.59020363,0.643639484,-0.724582849
2000,1,4,853110000,853110,85,KG,569472,1498748,2.631820353,KG,12298,188933,15.36290454,1309815,-12.73108418,0.776103422,-0.707489793
1994,1,2,853120000,853120,85,KG,124,634,5.112903226,KG,77328,658030,8.509595489,-657396,-3.396692264,-0.998074891,-0.24934429
1995,1,2,853120000,853120,85,KG,3264,12684,3.886029412,KG,15710,917230,58.38510503,-904546,-54.49907562,-0.972720058,-0.875190024
1996,1,2,853120000,853120,85,KG,11940,354932,29.72629816,KG,28360,282595,9.964562764,72337,19.76173539,0.113464998,0.497891326
1997,1,2,853120000,853120,85,KG,28455,975733,34.29038833,KG,21525,1011237,46.97965157,-35504,-12.68926324,-0.017868413,-0.156137037
1998,1,2,853120000,853120,85,KG,57192,352297,6.159899986,KG,48150,1558733,32.37244029,-1206436,-26.2125403,-0.631301445,-0.680273768
1999,1,2,853120000,853120,85,KG,70515,381100,5.40452386,KG,29003,726475,25.04827087,-345375,-19.64374701,-0.311829899,-0.64505564
2000,1,2,853120000,853120,85,KG,110169,625715,5.679592263,KG,22685,1477701,65.14000441,-851986,-59.46041215,-0.40504874,-0.839603936
1994,1,1,853180000,853180,85,KG,272575,876128,3.214263964,KG,40701,683482,16.79275693,192646,-13.57849297,0.123521906,-0.678686399
1995,1,1,853180000,853180,85,KG,256096,1337286,5.221815257,KG,74265,1190028,16.02407594,147258,-10.80226069,0.058266602,-0.508439989
1996,1,1,853180000,853180,85,KG,329120,2468988,7.501786582,KG,69662,874188,12.54899371,1594800,-5.04720713,0.477031422,-0.251721233
1997,1,1,853180000,853180,85,KG,512740,2682931,5.232536958,KG,74548,772899,10.36780329,1910032,-5.135266336,0.552698483,-0.32917656
1998,1,1,853180000,853180,85,KG,542552,5043724,9.296296023,KG,57582,727925,12.64153729,4315799,-3.345241263,0.747758396,-0.152487313
1999,1,1,853180000,853180,85,KG,494561,4079916,8.249570832,KG,33793,270323,7.99937857,3809593,0.250192262,0.875720391,0.015397442
2000,1,1,853180000,853180,85,KG,662661,3539178,5.340857543,KG,31003,258925,8.351611134,3280253,-3.010753592,0.86365562,-0.219883913
1994,1,1,853210000,853210,85,,,,,NO,83448,86647,,-86647,,-1,
1995,1,1,853210000,853210,85,,,,,NO,703875,492318,,-492318,,-1,
1996,1,1,853210000,853210,85,KG,683,2015,2.950219619,KG,42719,187070,4.379081907,-185055,-1.428862288,-0.978686834,-0.19495204
1997,1,1,853210000,853210,85,KG,2047,1840,0.898876404,KG,43350,113409,2.616124567,-111569,-1.717248163,-0.968069137,-0.488548418
1998,1,1,853210000,853210,85,KG,5,916,183.2,KG,18502,77962,4.213706626,-77046,178.9862934,-0.976774259,0.955033101
1999,1,1,853210000,853210,85,,,,,KG,39525,165175,4.179000633,-165175,-4.179000633,-1,-1
2000,1,1,853210000,853210,85,KG,713,1182,1.657784011,KG,80411,209384,2.603922349,-208202,-0.946138338,-0.988773116,-0.222009275
1994,1,1,853221000,853221,85,,,,,TH,11781,96367,,-96367,,-1,
1995,1,1,853221000,853221,85,KG,63,3791,60.17460317,TH,45721,334348,,-330557,,-0.977577269,
1996,1,1,853221000,853221,85,KG,140,22843,163.1642857,KG,7197,579488,80.51799361,-556645,82.64629211,-0.924151339,0.339155938
1997,1,1,853221000,853221,85,KG,1727,146817,85.01273885,KG,13890,758488,54.60676746,-611671,30.40597139,-0.675651852,0.217777388
1998,1,1,853221000,853221,85,KG,8431,630006,74.72494366,KG,18366,901638,49.09278014,-271632,25.63216352,-0.177346694,0.207015302
1999,1,1,853221000,853221,85,KG,7062,501549,71.02081563,KG,17239,975121,56.56482395,-473572,14.45599169,-0.320702662,0.113304222
2000,1,1,853221000,853221,85,KG,28428,1950731,68.62005769,KG,19564,994173,50.81644858,956558,17.80360911,0.324818059,0.149063378
1994,1,1,853222000,853222,85,KG,685,2695,3.934306569,TH,285533,1549071,,-1546376,,-0.996526538,
1995,1,1,853222000,853222,85,KG,5057,20383,4.030650583,TH,730435,3195484,,-3175101,,-0.987323481,
1996,1,1,853222000,853222,85,KG,28750,89669,3.118921739,KG,1145288,4404868,3.84607889,-4315199,-0.727157151,-0.960098671,-0.104401592
1997,1,1,853222000,853222,85,KG,146279,448703,3.067446455,KG,1189973,6164307,5.18020745,-5715604,-2.112760995,-0.864296894,-0.256165089
1998,1,1,853222000,853222,85,KG,312441,863630,2.764137869,KG,1908903,9046025,4.738860487,-8182395,-1.974722618,-0.82569928,-0.26319113
1999,1,1,853222000,853222,85,KG,604855,1312315,2.169635698,KG,2401901,9850776,4.101241475,-8538461,-1.931605777,-0.764883221,-0.308028004
2000,1,1,853222000,853222,85,KG,667241,1528879,2.291344507,KG,2039151,8832395,4.331408022,-7303516,-2.040063516,-0.704885905,-0.308038615
1994,1,1,853223000,853223,85,KG,7446,33750,4.532634972,TH,703714,1062599,,-1028849,,-0.938432014,
1995,1,1,853223000,853223,85,KG,12662,75846,5.990048965,TH,1022259,1441664,,-1365818,,-0.900038879,
1996,1,1,853223000,853223,85,KG,5747,36377,6.329737254,KG,141014,1520260,10.78091537,-1483883,-4.451178116,-0.953262064,-0.260140756
1997,1,1,853223000,853223,85,KG,11525,549903,47.71392625,KG,193457,2063167,10.6647317,-1513264,37.04919455,-0.579113457,0.634635942
1998,1,1,853223000,853223,85,KG,18316,172895,9.43956104,KG,220590,1959081,8.881096151,-1786186,0.558464888,-0.837807743,0.030482798
1999,1,1,853223000,853223,85,KG,29813,347603,11.65944387,KG,225998,2314238,10.24008177,-1966635,1.419362096,-0.738825121,0.064812458
2000,1,1,853223000,853223,85,KG,71089,711389,10.00701937,KG,228319,2697384,11.8141022,-1985995,-1.807082829,-0.582612864,-0.082813471
1994,1,1,853224000,853224,85,KG,7,248,35.42857143,TH,308104,405289,,-405041,,-0.99877693,
1995,1,1,853224000,853224,85,KG,350,5673,16.20857143,TH,845577,810306,,-804633,,-0.98609523,
1996,1,1,853224000,853224,85,KG,9924,917221,92.4245264,KG,46021,1461185,31.75039656,-543964,60.67412984,-0.22870948,0.48861822
1997,1,1,853224000,853224,85,KG,20420,1267949,62.09348678,KG,86238,1870207,21.68657668,-602258,40.40691009,-0.191914615,0.48229744
1998,1,1,853224000,853224,85,KG,57888,2532932,43.75573521,KG,100785,2708981,26.87881133,-176049,16.87692388,-0.033584876,0.238932997
1999,1,1,853224000,853224,85,KG,66665,1558455,23.37740944,KG,170602,5343554,31.32175473,-3785099,-7.944345292,-0.548405399,-0.145237051
2000,1,1,853224000,853224,85,KG,156106,3402760,21.79775281,KG,256254,10406524,40.61019145,-7003764,-18.81243864,-0.507177925,-0.301443011
1994,1,1,853225000,853225,85,KG,1091,2695,2.470210816,TH,78595,918070,,-915375,,-0.994146172,
1995,1,1,853225000,853225,85,KG,70982,248215,3.496872447,TH,202508,1873003,,-1624788,,-0.765969363,
1996,1,1,853225000,853225,85,KG,194782,664289,3.410422934,KG,360871,1781141,4.935672304,-1116852,-1.52524937,-0.456709863,-0.182750056
1997,1,1,853225000,853225,85,KG,326821,940420,2.877477273,KG,647868,2942997,4.542587379,-2002577,-1.665110105,-0.515673954,-0.224406415
1998,1,1,853225000,853225,85,KG,540985,1540567,2.847707423,KG,715549,3144309,4.39426091,-1603742,-1.546553488,-0.342323255,-0.213554301
1999,1,1,853225000,853225,85,KG,581589,1473919,2.534296557,KG,1161160,4065471,3.501215164,-2591552,-0.966918608,-0.467840683,-0.160204909
2000,1,1,853225000,853225,85,KG,899959,2576075,2.862435955,KG,1283228,4590866,3.577591823,-2014791,-0.715155868,-0.281122867,-0.111048569
1994,1,1,853230010,853230,85,KG,92963,567957,6.109495175,,,,,567957,6.109495175,1,1
1995,1,1,853230010,853230,85,KG,63632,360169,5.660186699,,,,,360169,5.660186699,1,1
1996,1,1,853230010,853230,85,KG,52785,328732,6.227754097,,,,,328732,6.227754097,1,1
1997,1,1,853230010,853230,85,KG,50674,259701,5.124935865,,,,,259701,5.124935865,1,1
1998,1,1,853230010,853230,85,KG,40818,233756,5.726787202,,,,,233756,5.726787202,1,1
1999,1,1,853230010,853230,85,KG,24089,118995,4.939806551,,,,,118995,4.939806551,1,1
2000,1,1,853230010,853230,85,KG,28520,127242,4.461500701,,,,,127242,4.461500701,1,1
1995,1,1,853230090,853230,85,KG,2044,8222,4.022504892,,,,,8222,4.022504892,1,1
1996,1,1,853230090,853230,85,KG,2050,2639,1.287317073,,,,,2639,1.287317073,1,1
1997,1,1,853230090,853230,85,KG,970,9084,9.364948454,,,,,9084,9.364948454,1,1
1998,1,1,853230090,853230,85,KG,5551,54379,9.796252927,,,,,54379,9.796252927,1,1
1999,1,1,853230090,853230,85,KG,3664,51406,14.03002183,,,,,51406,14.03002183,1,1
2000,1,1,853230090,853230,85,KG,870,14042,16.14022989,,,,,14042,16.14022989,1,1
1994,1,1,853230100,853230,85,,,,,TH,1391,24647,,-24647,,-1,
1995,1,1,853230100,853230,85,,,,,TH,2179,34680,,-34680,,-1,
1996,1,1,853230100,853230,85,,,,,KG,1441,28560,19.81956974,-28560,-19.81956974,-1,-1
1997,1,1,853230100,853230,85,,,,,KG,1877,28558,15.21470432,-28558,-15.21470432,-1,-1
1998,1,1,853230100,853230,85,,,,,KG,5333,39307,7.370523158,-39307,-7.370523158,-1,-1
1999,1,1,853230100,853230,85,,,,,KG,1409,18255,12.95599716,-18255,-12.95599716,-1,-1
2000,1,1,853230100,853230,85,,,,,KG,3703,41808,11.29030516,-41808,-11.29030516,-1,-1
1994,1,1,853230200,853230,85,,,,,TH,1331,13030,,-13030,,-1,
1995,1,1,853230200,853230,85,,,,,TH,4678,34028,,-34028,,-1,
1996,1,1,853230200,853230,85,,,,,KG,2208,142171,64.38903986,-142171,-64.38903986,-1,-1
1997,1,1,853230200,853230,85,,,,,KG,9496,169773,17.87836984,-169773,-17.87836984,-1,-1
1998,1,1,853230200,853230,85,,,,,KG,1571,129784,82.61234882,-129784,-82.61234882,-1,-1
1999,1,1,853230200,853230,85,,,,,KG,1084,37196,34.31365314,-37196,-34.31365314,-1,-1
2000,1,1,853230200,853230,85,,,,,KG,1226,60033,48.96655791,-60033,-48.96655791,-1,-1
1994,1,1,853321000,853321,85,KG,131222,264899,2.018708753,KG,87634,1046461,11.94126709,-781562,-9.922558335,-0.595993472,-0.710786211
1995,1,1,853321000,853321,85,KG,179078,371801,2.076195848,KG,222041,1614167,7.269679924,-1242366,-5.193484076,-0.625572013,-0.555697957
1996,1,1,853321000,853321,85,KG,340160,652022,1.916809737,KG,202058,2139624,10.58915757,-1487602,-8.672347832,-0.532876303,-0.693456781
1997,1,1,853321000,853321,85,KG,338912,843367,2.48845423,KG,274018,2780080,10.14561087,-1936713,-7.657156642,-0.53449464,-0.60607228
1998,1,1,853321000,853321,85,KG,355128,1284842,3.617968732,KG,378221,3456500,9.138836818,-2171658,-5.520868085,-0.458026019,-0.432778258
1999,1,1,853321000,853321,85,KG,380160,1692033,4.450844381,KG,377089,3638914,9.650013657,-1946881,-5.199169276,-0.365203593,-0.368712972
2000,1,1,853321000,853321,85,KG,582004,2331949,4.006757686,KG,377827,4303421,11.38992449,-1971472,-7.383166804,-0.297115609,-0.479529727
1994,1,2,853340000,853340,85,KG,74283,498896,6.71615309,KG,48677,561626,11.53781046,-62730,-4.821657375,-0.059150117,-0.264143037
1995,1,2,853340000,853340,85,KG,201308,1356940,6.740616369,KG,86669,983177,11.34404458,373763,-4.603428214,0.159719792,-0.254548771
1996,1,2,853340000,853340,85,KG,163259,1352527,8.284547866,KG,102881,1168935,11.36201048,183592,-3.077462612,0.072811726,-0.156641309
1997,1,2,853340000,853340,85,KG,241764,1831546,7.575759832,KG,120040,1255920,10.4625125,575626,-2.886752664,0.186439624,-0.160034875
1998,1,2,853340000,853340,85,KG,486073,2838919,5.84051984,KG,194849,2206122,11.32221361,632797,-5.481693772,0.125429506,-0.319395147
1999,1,2,853340000,853340,85,KG,442293,2594602,5.866251557,KG,143430,1918930,13.37886077,675672,-7.512609211,0.149699171,-0.390364529
2000,1,2,853340000,853340,85,KG,633217,3575125,5.645971286,KG,122847,1989628,16.19598362,1585497,-10.55001234,0.284917767,-0.483015938
1994,1,2,853400000,853400,85,KG,43561,388735,8.923922775,KG,608028,3656275,6.013333268,-3267540,2.910589507,-0.807795284,0.194854363
1995,1,2,853400000,853400,85,KG,302721,1847810,6.104003356,KG,1494514,8698462,5.820261302,-6850652,0.283742054,-0.649580439,0.02379535
1996,1,2,853400000,853400,85,KG,610162,5185566,8.498670845,KG,1447495,12425102,8.583865229,-7239536,-0.085194384,-0.411088097,-0.004987221
1997,1,2,853400000,853400,85,KG,730638,8092447,11.07586383,KG,1972939,16350741,8.287504581,-8258294,2.788359253,-0.337856666,0.144001766
1998,1,2,853400000,853400,85,KG,632885,7421936,11.7271479,KG,2200127,22801564,10.363749,-15379628,1.3633989,-0.508863236,0.06171768
1999,1,2,853400000,853400,85,KG,642843,9310700,14.48362975,KG,2282608,23269012,10.19404646,-13958312,4.289583292,-0.428435709,0.173824442
2000,1,2,853400000,853400,85,KG,1336073,19366866,14.49536515,KG,2401327,35900496,14.95027374,-16533630,-0.454908596,-0.299157213,-0.015449099
1995,7,3,853529000,853529,85,KG,6322,19308,3.054096805,,,,,19308,3.054096805,1,1
1996,7,3,853529000,853529,85,KG,150,1085,7.233333333,KG,166140,505344,3.041675695,-504259,4.191657638,-0.995715095,0.407946857
1997,7,3,853529000,853529,85,KG,5005,9670,1.932067932,KG,475653,1866828,3.924768686,-1857158,-1.992700754,-0.989693567,-0.340234991
1998,7,3,853529000,853529,85,KG,4700,8531,1.815106383,KG,220857,511407,2.315557125,-502876,-0.500450742,-0.967184549,-0.12115505
1999,7,3,853529000,853529,85,,,,,KG,298718,484471,1.621833971,-484471,-1.621833971,-1,-1
2000,7,3,853529000,853529,85,,,,,KG,603648,1604524,2.658045749,-1604524,-2.658045749,-1,-1
1994,7,3,853529100,853529,85,,,,,KG,3436,7000,2.037252619,-7000,-2.037252619,-1,-1
1994,7,3,853529900,853529,85,,,,,KG,15331,40093,2.615158829,-40093,-2.615158829,-1,-1
1995,7,3,853529900,853529,85,,,,,KG,10196,38845,3.809827383,-38845,-3.809827383,-1,-1
1994,7,1,853530000,853530,85,KG,7682,7984,1.039312679,KG,178071,627041,3.521297685,-619057,-2.481985006,-0.974854533,-0.544222112
1995,7,1,853530000,853530,85,,,,,KG,401182,1153838,2.876096136,-1153838,-2.876096136,-1,-1
1996,7,1,853530000,853530,85,KG,3224,11392,3.533498759,KG,622774,1992645,3.199627794,-1981253,0.333870965,-0.988630948,0.04958632
1997,7,1,853530000,853530,85,KG,900,1511,1.678888889,KG,2205761,10595221,4.803431106,-10593710,-3.124542217,-0.999714818,-0.48200987
1998,7,1,853530000,853530,85,KG,33,226,6.848484848,KG,1373074,7291874,5.310619821,-7291648,1.537865028,-0.999938015,0.126478476
1999,7,1,853530000,853530,85,KG,553,4518,8.169981917,KG,250137,878929,3.513790443,-874411,4.656191474,-0.989771882,0.398517819
2000,7,1,853530000,853530,85,KG,7918,4000,0.505178075,KG,1005451,4916631,4.889975742,-4912631,-4.384797667,-0.998374192,-0.812728944
1996,7,2,853540000,853540,85,KG,12346,35458,2.872023327,,,,,35458,2.872023327,1,1
1997,7,2,853540000,853540,85,KG,16904,62820,3.71628017,,,,,62820,3.71628017,1,1
1998,7,2,853540000,853540,85,KG,26409,92582,3.505698815,,,,,92582,3.505698815,1,1
1999,7,2,853540000,853540,85,KG,21402,73060,3.413699654,,,,,73060,3.413699654,1,1
2000,7,2,853540000,853540,85,KG,58737,188170,3.203602499,,,,,188170,3.203602499,1,1
1994,7,2,853540100,853540,85,,,,,KG,51774,254695,4.919361069,-254695,-4.919361069,-1,-1
1995,7,2,853540100,853540,85,,,,,KG,14724,52434,3.561124694,-52434,-3.561124694,-1,-1
1996,7,2,853540100,853540,85,,,,,KG,47029,55920,1.189053563,-55920,-1.189053563,-1,-1
1997,7,2,853540100,853540,85,,,,,KG,14831,25314,1.706830288,-25314,-1.706830288,-1,-1
1998,7,2,853540100,853540,85,,,,,KG,8690,50320,5.790563867,-50320,-5.790563867,-1,-1
1999,7,2,853540100,853540,85,,,,,KG,5285,26519,5.017786187,-26519,-5.017786187,-1,-1
2000,7,2,853540100,853540,85,,,,,KG,4599,23648,5.141987389,-23648,-5.141987389,-1,-1
1994,7,2,853540900,853540,85,,,,,KG,113,1882,16.65486726,-1882,-16.65486726,-1,-1
1995,7,2,853540900,853540,85,,,,,KG,4969,13937,2.804789696,-13937,-2.804789696,-1,-1
1996,7,2,853540900,853540,85,,,,,KG,2817,8192,2.908058218,-8192,-2.908058218,-1,-1
1997,7,2,853540900,853540,85,,,,,KG,1721,13468,7.825682743,-13468,-7.825682743,-1,-1
1998,7,2,853540900,853540,85,,,,,KG,1184,6145,5.190033784,-6145,-5.190033784,-1,-1
1999,7,2,853540900,853540,85,,,,,KG,1986,30214,15.21349446,-30214,-15.21349446,-1,-1
2000,7,2,853540900,853540,85,,,,,KG,3991,30785,7.713605613,-30785,-7.713605613,-1,-1
1994,7,2,853590000,853590,85,KG,22,581,26.40909091,KG,127441,525419,4.122841158,-524838,22.28624975,-0.997790875,0.729932508
1995,7,2,853590000,853590,85,,,,,KG,110930,445602,4.016965654,-445602,-4.016965654,-1,-1
1996,7,2,853590000,853590,85,KG,15268,23291,1.525478124,KG,257984,1383044,5.360968122,-1359753,-3.835489998,-0.966877024,-0.556962163
1997,7,2,853590000,853590,85,KG,5354,4912,0.917444901,KG,170475,1018751,5.975955419,-1013839,-5.058510518,-0.990403092,-0.733819346
1998,7,2,853590000,853590,85,KG,2233,750,0.335871026,KG,230240,888695,3.859863621,-887945,-3.523992595,-0.998313555,-0.839898824
1999,7,2,853590000,853590,85,,,,,KG,129341,470275,3.635931375,-470275,-3.635931375,-1,-1
2000,7,2,853590000,853590,85,KG,376,2590,6.888297872,KG,225251,655050,2.908089198,-652460,3.980208674,-0.99212335,0.406293529
1994,7,2,853620000,853620,85,KG,51854,150374,2.899949859,KG,162748,507498,3.118305601,-357124,-0.218355742,-0.542847241,-0.036282232
1995,7,2,853620000,853620,85,KG,510661,1244256,2.436559675,KG,297172,869351,2.925413565,374905,-0.488853891,0.177376873,-0.09117052
1996,7,2,853620000,853620,85,KG,1153021,2849925,2.471702597,KG,337660,1007138,2.982698573,1842787,-0.510995976,0.477769484,-0.093685074
1997,7,2,853620000,853620,85,KG,1496056,3304115,2.208550348,KG,207589,983837,4.739350351,2320278,-2.530800003,0.541115665,-0.364253911
1998,7,2,853620000,853620,85,KG,1599177,3316728,2.074021825,KG,234481,937037,3.996217178,2379691,-1.922195353,0.559431703,-0.316658924
1999,7,2,853620000,853620,85,KG,1259850,2963673,2.352401476,KG,278682,961481,3.450100832,2002192,-1.097699355,0.510092598,-0.189176893
2000,7,2,853620000,853620,85,KG,1680669,4315349,2.567637649,KG,427685,869432,2.032879339,3445917,0.53475831,0.664621514,0.116238743
1994,1,2,853630000,853630,85,KG,430,1661,3.862790698,KG,23051,174901,7.5875667,-173240,-3.724776002,-0.981185079,-0.325297794
1995,1,2,853630000,853630,85,KG,21005,49106,2.337824328,KG,11655,164220,14.09009009,-115114,-11.75226576,-0.539615424,-0.715383917
1996,1,2,853630000,853630,85,KG,206931,358984,1.734800489,KG,35560,404818,11.38408324,-45834,-9.649282751,-0.060007698,-0.735526204
1997,1,2,853630000,853630,85,KG,528285,1100574,2.083295948,KG,61330,901744,14.70314691,198830,-12.61985096,0.099299911,-0.751788278
1998,1,2,853630000,853630,85,KG,511978,1113403,2.174708679,KG,93842,963132,10.26333625,150271,-8.088627567,0.072366225,-0.650313423
1999,1,2,853630000,853630,85,KG,536032,1369186,2.554298997,KG,103147,1543463,14.96372168,-174277,-12.40942268,-0.059834536,-0.708380411
2000,1,2,853630000,853630,85,KG,1311452,1990869,1.51806471,KG,113425,1563277,13.782473,427592,-12.26440829,0.120307945,-0.801567142
1994,1,2,853641000,853641,85,KG,466287,3026748,6.491169602,KG,168511,1921077,11.40030621,1105671,-4.90913661,0.223466068,-0.274384107
1995,1,2,853641000,853641,85,KG,672870,3454797,5.134419724,KG,165395,2065903,12.49072221,1388894,-7.356302486,0.251579329,-0.417375503
1996,1,2,853641000,853641,85,KG,910558,4574997,5.024388342,KG,201878,2693642,13.34291998,1881355,-8.318531639,0.258831812,-0.452898786
1997,1,2,853641000,853641,85,KG,990729,5172392,5.220793981,KG,239810,2755336,11.48966265,2417056,-6.268868669,0.304886343,-0.375146461
1998,1,2,853641000,853641,85,KG,1079323,5272444,4.884954736,KG,276503,2678523,9.687139018,2593921,-4.802184283,0.326239689,-0.329546623
1999,1,2,853641000,853641,85,KG,1588801,6649825,4.185436062,KG,206056,1359416,6.597313352,5290409,-2.41187729,0.660538121,-0.223679249
2000,1,2,853641000,853641,85,KG,1603819,6905820,4.305859951,KG,176309,1794789,10.1797923,5111031,-5.873932346,0.587433707,-0.405500025
1994,1,2,853649000,853649,85,KG,163430,862507,5.277531665,KG,162294,724288,4.462814399,138219,0.814717266,0.08710577,0.083643565
1995,1,2,853649000,853649,85,KG,357077,1999158,5.598674796,KG,249773,1134771,4.543209234,864387,1.055465562,0.275815757,0.10406997
1996,1,2,853649000,853649,85,KG,298085,1603380,5.378935539,KG,203087,1011543,4.980835799,591837,0.398099739,0.226330565,0.038427464
1997,1,2,853649000,853649,85,KG,568424,2822828,4.966060546,KG,177987,773911,4.348132167,2048917,0.617928379,0.569659628,0.066342666
1998,1,2,853649000,853649,85,KG,565590,3178526,5.619841228,KG,359914,1104909,3.069925038,2073617,2.54991619,0.484101428,0.293438985
1999,1,2,853649000,853649,85,KG,328016,1532182,4.671058729,KG,445873,1321895,2.964734353,210287,1.706324376,0.073679512,0.223463936
2000,1,2,853649000,853649,85,KG,536108,1177314,2.196038858,KG,353517,1318671,3.730148762,-141357,-1.534109904,-0.056633754,-0.258869614
1994,1,2,853650011,853650,85,KG,1436,8883,6.185933148,,,,,8883,6.185933148,1,1
1995,1,2,853650011,853650,85,KG,1410,14954,10.60567376,,,,,14954,10.60567376,1,1
1996,1,2,853650011,853650,85,KG,1082,19009,17.56839187,,,,,19009,17.56839187,1,1
1997,1,2,853650011,853650,85,KG,2907,7366,2.533883729,,,,,7366,2.533883729,1,1
