"","names.best_clu.cluster.","best_clu.cluster"
"166","166",3
"167","167",5
"168","168",5
"169","169",5
"170","170",5
"171","171",5
"172","172",5
"173","173",5
"174","174",5
"175","175",5
"176","176",5
"177","177",5
"178","178",5
"179","179",5
"180","180",5
"181","181",3
"182","182",3
"183","183",3
"184","184",3
"185","185",3
"186","186",3
"187","187",3
"188","188",3
"189","189",3
"190","190",3
"191","191",3
"192","192",3
"193","193",3
"194","194",3
"195","195",3
"196","196",3
"197","197",3
"198","198",3
"199","199",3
"200","200",3
"201","201",3
"202","202",5
"203","203",5
"204","204",5
"205","205",5
"206","206",5
"207","207",5
"208","208",5
"209","209",5
"210","210",5
"211","211",5
"212","212",5
"213","213",5
"214","214",5
"215","215",5
"216","216",3
"217","217",3
"218","218",3
"219","219",3
"220","220",3
"221","221",3
"222","222",3
"223","223",3
"224","224",3
"225","225",3
"226","226",3
"227","227",3
"228","228",3
"229","229",3
"230","230",3
"231","231",3
"232","232",3
"233","233",3
"234","234",3
"235","235",3
"236","236",3
"237","237",3
"238","238",5
"239","239",2
"240","240",1
"241","241",1
"242","242",1
"243","243",1
"244","244",1
"245","245",2
"246","246",3
"247","247",3
"248","248",3
"249","249",3
"250","250",3
"251","251",3
"252","252",3
"253","253",3
"254","254",3
"255","255",3
"256","256",2
"257","257",2
"258","258",2
"259","259",2
"260","260",2
"261","261",2
"262","262",1
"263","263",3
"264","264",3
"265","265",3
"266","266",3
"267","267",3
"268","268",3
"269","269",3
"270","270",5
"271","271",5
"272","272",5
"273","273",5
"274","274",5
"275","275",5
"276","276",5
"277","277",5
"278","278",5
"279","279",5
"280","280",5
"281","281",5
"282","282",5
"283","283",5
"284","284",3
"285","285",3
"286","286",4
"287","287",4
"288","288",4
"289","289",4
"290","290",4
"291","291",4
"292","292",4
"293","293",4
"294","294",4
"295","295",2
"296","296",2
"297","297",2
"298","298",2
"299","299",2
"300","300",3
"301","301",3
"302","302",3
"303","303",3
"304","304",3
"305","305",3
"306","306",3
"307","307",5
"308","308",5
"309","309",5
"310","310",5
"311","311",5
"312","312",5
"313","313",5
"314","314",5
"315","315",5
"316","316",5
"317","317",5
"318","318",5
"319","319",5
"320","320",5
"321","321",5
"322","322",5
"323","323",5
"324","324",5
"325","325",5
"326","326",5
"327","327",5
"328","328",5
"329","329",5
"330","330",5
"331","331",5
"332","332",5
"333","333",5
"334","334",5
"335","335",3
"336","336",3
"337","337",3
"338","338",3
"339","339",3
"340","340",3
"341","341",3
"342","342",3
"343","343",3
"344","344",3
"345","345",3
"346","346",3
"347","347",3
"348","348",3
"349","349",5
"350","350",5
"351","351",5
"352","352",5
"353","353",5
"354","354",5
"355","355",5
"356","356",5
"357","357",5
"358","358",5
"359","359",5
"360","360",5
"361","361",5
"362","362",5
"363","363",5
"364","364",5
"365","365",5
"366","366",5
"367","367",5
"368","368",5
"369","369",5
"370","370",5
"371","371",5
"372","372",5
"373","373",5
"374","374",5
"375","375",3
"376","376",3
"377","377",3
"378","378",3
"379","379",3
"380","380",3
"381","381",3
"382","382",3
"383","383",3
"384","384",3
"385","385",3
"386","386",3
"387","387",3
"388","388",3
"389","389",5
"390","390",5
"391","391",5
"392","392",5
"393","393",5
"394","394",5
"395","395",5
"396","396",5
"397","397",5
"398","398",5
"399","399",5
"400","400",5
"401","401",5
"402","402",5
"403","403",3
"404","404",3
"405","405",3
"406","406",3
"407","407",3
"408","408",3
"409","409",3
"410","410",3
"411","411",3
"412","412",3
"413","413",3
"414","414",3
"415","415",3
"416","416",3
"417","417",3
"418","418",3
"419","419",3
"420","420",3
"421","421",3
"422","422",3
"423","423",3
"424","424",2
"425","425",2
"426","426",2
"427","427",2
"428","428",2
"429","429",2
"430","430",2
"431","431",5
"432","432",5
"433","433",5
"434","434",5
"435","435",5
"436","436",5
"437","437",5
"438","438",5
"439","439",5
"440","440",5
"441","441",5
"442","442",5
"443","443",5
"444","444",5
"445","445",3
"446","446",3
"447","447",3
"448","448",3
"449","449",3
"450","450",3
"451","451",3
"452","452",3
"453","453",3
"454","454",3
"455","455",3
"456","456",3
"457","457",3
"458","458",3
"459","459",3
"460","460",3
"461","461",3
"462","462",3
"463","463",3
"464","464",3
"465","465",3
"466","466",5
"467","467",5
"468","468",5
"469","469",5
"470","470",5
"471","471",5
"472","472",5
"473","473",5
"474","474",5
"475","475",5
"476","476",5
"477","477",5
"478","478",5
"479","479",5
"480","480",5
"481","481",5
"482","482",5
"483","483",5
"484","484",5
"485","485",5
"486","486",5
"487","487",5
"488","488",5
"489","489",5
"490","490",5
"491","491",5
"492","492",5
"493","493",5
"494","494",5
"495","495",5
"496","496",5
"497","497",5
"498","498",5
"499","499",5
"500","500",5
"501","501",5
"502","502",5
"503","503",5
"504","504",5
"505","505",5
"506","506",5
"507","507",5
"508","508",5
"509","509",5
"510","510",5
"511","511",5
"512","512",5
"513","513",5
"514","514",5
"515","515",3
"516","516",3
"517","517",3
"518","518",3
"519","519",3
"520","520",3
"521","521",3
"522","522",3
"523","523",3
"524","524",3
"525","525",3
"526","526",3
"527","527",3
"528","528",3
"529","529",3
"530","530",3
"531","531",3
"532","532",3
"533","533",3
"534","534",3
"535","535",3
"536","536",3
"537","537",3
"538","538",3
"539","539",3
"540","540",3
"541","541",3
"542","542",3
"543","543",3
"544","544",3
"545","545",3
"546","546",3
"547","547",3
"548","548",3
"549","549",3
"550","550",5
"551","551",5
"552","552",5
"553","553",5
"554","554",5
"555","555",5
"556","556",5
"557","557",5
"558","558",5
"559","559",5
"560","560",5
"561","561",5
"562","562",5
"563","563",5
"564","564",5
"565","565",5
"566","566",5
"567","567",5
"568","568",5
"569","569",5
"570","570",5
"571","571",3
"572","572",3
"573","573",3
"574","574",3
"575","575",3
"576","576",3
"577","577",3
"578","578",3
"579","579",3
"580","580",3
"581","581",3
"582","582",3
"583","583",3
"584","584",3
"585","585",3
"586","586",4
"587","587",3
"588","588",3
"589","589",3
"590","590",4
"591","591",4
"592","592",3
"593","593",3
"594","594",3
"595","595",3
"596","596",3
"597","597",3
"598","598",3
"599","599",5
"600","600",5
"601","601",5
"602","602",5
"603","603",5
"604","604",5
"605","605",5
"606","606",5
"607","607",5
"608","608",5
"609","609",5
"610","610",5
"611","611",5
"612","612",5
"613","613",5
"614","614",5
"615","615",5
"616","616",5
"617","617",5
"618","618",5
"619","619",5
"620","620",5
"621","621",5
"622","622",5
"623","623",5
"624","624",5
"625","625",5
"626","626",5
"627","627",5
"628","628",5
"629","629",5
"630","630",5
"631","631",5
"632","632",5
"633","633",5
"634","634",5
"635","635",5
"636","636",5
"637","637",5
"638","638",5
"639","639",5
"640","640",5
"641","641",3
"642","642",3
"643","643",3
"644","644",3
"645","645",3
"646","646",3
"647","647",3
"648","648",3
"649","649",3
"650","650",3
"651","651",3
"652","652",3
"653","653",3
"654","654",3
"655","655",1
"656","656",1
"657","657",1
"658","658",1
"659","659",1
"660","660",1
"661","661",1
"662","662",4
"663","663",4
"664","664",4
"665","665",4
"666","666",4
"667","667",2
"668","668",4
"669","669",4
"670","670",4
"671","671",4
"672","672",4
"673","673",2
"674","674",2
"675","675",2
"676","676",4
"677","677",2
"678","678",2
"679","679",2
"680","680",2
"681","681",2
"682","682",2
"683","683",4
"684","684",4
"685","685",4
"686","686",4
"687","687",4
"688","688",4
"689","689",2
"690","690",2
"691","691",2
"692","692",2
"693","693",2
"694","694",2
"695","695",2
"696","696",2
"697","697",3
"698","698",3
"699","699",3
"700","700",3
"701","701",3
"702","702",3
"703","703",3
"704","704",5
"705","705",5
"706","706",5
"707","707",5
"708","708",5
"709","709",5
"710","710",5
"711","711",5
"712","712",5
"713","713",5
"714","714",5
"715","715",5
"716","716",5
"717","717",5
"718","718",3
"719","719",3
"720","720",3
"721","721",3
"722","722",3
"723","723",3
"724","724",3
"725","725",5
"726","726",5
"727","727",5
"728","728",5
"729","729",5
"730","730",5
"731","731",5
"732","732",5
"733","733",5
"734","734",5
"735","735",5
"736","736",5
"737","737",5
"738","738",5
"739","739",5
"740","740",5
"741","741",5
"742","742",5
"743","743",5
"744","744",5
"745","745",5
"746","746",5
"747","747",5
"748","748",5
"749","749",5
"750","750",5
"751","751",5
"752","752",5
"753","753",5
"754","754",5
"755","755",3
"756","756",3
"757","757",3
"758","758",3
"759","759",3
"760","760",3
"761","761",3
"762","762",3
"763","763",3
"764","764",3
"765","765",3
"766","766",3
"767","767",3
"768","768",3
"769","769",1
"770","770",1
"771","771",1
"772","772",1
"773","773",1
"774","774",1
"775","775",1
"776","776",1
"777","777",2
"778","778",2
"779","779",1
"780","780",2
"781","781",1
"782","782",1
"783","783",2
"784","784",2
"785","785",1
"786","786",1
"787","787",1
"788","788",1
"789","789",1
"790","790",5
"791","791",5
"792","792",5
"793","793",5
"794","794",5
"795","795",5
"796","796",5
"797","797",3
"798","798",3
"799","799",3
"800","800",3
"801","801",3
"802","802",3
"803","803",3
"804","804",3
"805","805",3
"806","806",3
"807","807",3
"808","808",3
"809","809",3
"810","810",3
"811","811",3
"812","812",3
"813","813",3
"814","814",3
"815","815",3
"816","816",3
"817","817",3
"818","818",5
"819","819",5
"820","820",5
"821","821",5
"822","822",5
"823","823",5
"824","824",5
"825","825",5
"826","826",5
"827","827",5
"828","828",5
"829","829",5
"830","830",5
"831","831",5
"832","832",5
"833","833",5
"834","834",5
"835","835",5
"836","836",5
"837","837",3
"838","838",3
"839","839",3
"840","840",3
"841","841",3
"842","842",3
"843","843",3
"844","844",3
"845","845",3
"846","846",3
"847","847",5
"848","848",5
"849","849",5
"850","850",5
"851","851",5
"852","852",5
"853","853",5
"854","854",3
"855","855",3
"856","856",3
"857","857",3
"858","858",3
"859","859",3
"860","860",3
"861","861",3
"862","862",3
"863","863",3
"864","864",3
"865","865",3
"866","866",3
"867","867",3
"868","868",3
"869","869",3
"870","870",4
"871","871",1
"872","872",1
"873","873",1
"874","874",1
"875","875",4
"876","876",4
"877","877",4
"878","878",4
"879","879",4
"880","880",4
"881","881",2
"882","882",2
"883","883",2
"884","884",2
"885","885",2
"886","886",1
"887","887",2
"888","888",1
"889","889",5
"890","890",5
"891","891",5
"892","892",5
"893","893",5
"894","894",5
"895","895",5
"896","896",3
"897","897",3
"898","898",3
"899","899",3
"900","900",3
"901","901",3
"902","902",3
"903","903",3
"904","904",3
"905","905",3
"906","906",3
"907","907",3
"908","908",3
"909","909",3
"910","910",3
"911","911",2
"912","912",1
"913","913",2
"914","914",2
"915","915",1
"916","916",5
"917","917",5
"918","918",3
"919","919",4
"920","920",3
"921","921",3
"922","922",3
"923","923",3
"924","924",2
"925","925",5
"926","926",5
"927","927",5
"928","928",5
"929","929",5
"930","930",5
"931","931",5
"932","932",3
"933","933",3
"934","934",3
"935","935",3
"936","936",3
"937","937",3
"938","938",3
"939","939",3
"940","940",3
"941","941",3
"942","942",3
"943","943",3
"944","944",3
"945","945",3
"946","946",5
"947","947",5
"948","948",5
"949","949",5
"950","950",5
"951","951",5
"952","952",5
"953","953",3
"954","954",3
"955","955",3
"956","956",3
"957","957",3
"958","958",3
"959","959",3
"960","960",3
"961","961",3
"962","962",3
"963","963",3
"964","964",3
"965","965",3
"966","966",3
"967","967",5
"968","968",5
"969","969",5
"970","970",5
"971","971",4
"972","972",3
"973","973",2
"974","974",3
"975","975",4
"976","976",4
"977","977",4
"978","978",4
"979","979",4
"980","980",4
"981","981",4
"982","982",4
"983","983",4
"984","984",4
"985","985",4
"986","986",3
"987","987",4
"988","988",4
"989","989",4
"990","990",4
"991","991",3
"992","992",5
"993","993",5
"994","994",5
"995","995",5
"996","996",5
"997","997",5
"998","998",5
"999","999",5
"1000","1000",5
"1001","1001",5
"1002","1002",5
"1003","1003",5
"1004","1004",5
"1005","1005",5
"1006","1006",5
"1007","1007",5
"1008","1008",5
"1009","1009",5
"1010","1010",5
"1011","1011",5
"1012","1012",5
"1013","1013",3
"1014","1014",3
"1015","1015",3
"1016","1016",3
"1017","1017",3
"1018","1018",3
"1019","1019",3
"1020","1020",3
"1021","1021",3
"1022","1022",3
"1023","1023",3
"1024","1024",3
"1025","1025",3
"1026","1026",3
"1027","1027",3
"1028","1028",3
"1029","1029",3
"1030","1030",3
"1031","1031",3
"1032","1032",3
"1033","1033",3
"1034","1034",5
"1035","1035",5
"1036","1036",5
"1037","1037",5
"1038","1038",5
"1039","1039",5
"1040","1040",5
"1041","1041",3
"1042","1042",3
"1043","1043",3
"1044","1044",3
"1045","1045",3
"1046","1046",3
"1047","1047",3
"1048","1048",3
"1049","1049",3
"1050","1050",3
"1051","1051",3
"1052","1052",3
"1053","1053",3
"1054","1054",3
"1055","1055",3
"1056","1056",3
"1057","1057",3
"1058","1058",3
"1059","1059",3
"1060","1060",3
"1061","1061",3
"1062","1062",3
"1063","1063",3
"1064","1064",3
"1065","1065",3
"1066","1066",3
"1067","1067",3
"1068","1068",3
"1069","1069",3
"1070","1070",3
"1071","1071",3
"1072","1072",3
"1073","1073",3
"1074","1074",4
"1075","1075",4
"1076","1076",4
"1077","1077",4
"1078","1078",4
"1079","1079",2
"1080","1080",2
"1081","1081",4
"1082","1082",3
"1083","1083",3
"1084","1084",4
"1085","1085",3
"1086","1086",3
"1087","1087",4
"1088","1088",3
"1089","1089",4
"1090","1090",4
"1091","1091",3
"1092","1092",3
"1093","1093",4
"1094","1094",3
"1095","1095",5
"1096","1096",5
"1097","1097",5
"1098","1098",3
"1099","1099",3
"1100","1100",3
"1101","1101",3
"1102","1102",3
"1103","1103",3
"1104","1104",3
"1105","1105",3
"1106","1106",3
"1107","1107",3
"1108","1108",3
"1109","1109",3
"1110","1110",3
"1111","1111",3
"1112","1112",3
"1113","1113",3
"1114","1114",4
"1115","1115",4
"1116","1116",3
"1117","1117",4
"1118","1118",3
"1119","1119",4
"1120","1120",3
"1121","1121",4
"1122","1122",3
"1123","1123",3
"1124","1124",4
"1125","1125",3
"1126","1126",4
"1127","1127",3
"1128","1128",4
"1129","1129",3
"1130","1130",4
"1131","1131",3
"1132","1132",4
"1133","1133",4
"1134","1134",3
"1135","1135",3
"1136","1136",4
"1137","1137",4
"1138","1138",4
"1139","1139",4
"1140","1140",3
"1141","1141",3
"1142","1142",4
"1143","1143",3
"1144","1144",4
"1145","1145",3
"1146","1146",4
"1147","1147",5
"1148","1148",5
"1149","1149",5
"1150","1150",5
"1151","1151",5
"1152","1152",5
"1153","1153",3
"1154","1154",3
"1155","1155",3
"1156","1156",3
"1157","1157",3
"1158","1158",3
"1159","1159",3
"1160","1160",3
"1161","1161",3
"1162","1162",3
"1163","1163",3
"1164","1164",3
"1165","1165",3
"1166","1166",3
"1167","1167",3
"1168","1168",3
"1169","1169",3
"1170","1170",3
"1171","1171",3
"1172","1172",3
"1173","1173",3
"1174","1174",4
"1175","1175",4
"1176","1176",4
"1177","1177",4
"1178","1178",4
"1179","1179",2
"1180","1180",4
"1181","1181",3
"1182","1182",4
"1183","1183",4
"1184","1184",3
"1185","1185",4
"1186","1186",4
"1187","1187",4
"1188","1188",4
"1189","1189",3
"1190","1190",4
"1191","1191",4
"1192","1192",4
"1193","1193",4
"1194","1194",4
"1195","1195",4
"1196","1196",3
"1197","1197",3
"1198","1198",4
"1199","1199",3
"1200","1200",3
"1201","1201",3
"1202","1202",4
"1203","1203",4
"1204","1204",4
"1205","1205",4
"1206","1206",4
"1207","1207",4
"1208","1208",4
"1209","1209",5
"1210","1210",5
"1211","1211",5
"1212","1212",5
"1213","1213",5
"1214","1214",5
"1215","1215",5
"1216","1216",3
"1217","1217",3
"1218","1218",3
"1219","1219",3
"1220","1220",3
"1221","1221",3
"1222","1222",3
"1223","1223",3
"1224","1224",3
"1225","1225",3
"1226","1226",3
"1227","1227",2
"1228","1228",2
"1229","1229",2
"1230","1230",2
"1231","1231",2
"1232","1232",2
"1233","1233",2
"1234","1234",3
"1235","1235",3
"1236","1236",4
"1237","1237",4
"1238","1238",4
"1239","1239",4
"1240","1240",2
"1241","1241",5
"1242","1242",5
"1243","1243",5
"1244","1244",5
"1245","1245",5
"1246","1246",5
"1247","1247",1
"1248","1248",1
"1249","1249",5
"1250","1250",5
"1251","1251",1
"1252","1252",2
"1253","1253",5
"1254","1254",2
"1255","1255",2
"1256","1256",2
"1257","1257",2
"1258","1258",2
"1259","1259",1
"1260","1260",1
"1261","1261",3
"1262","1262",3
"1263","1263",3
"1264","1264",3
"1265","1265",3
"1266","1266",3
"1267","1267",3
"1268","1268",5
"1269","1269",5
"1270","1270",5
"1271","1271",5
"1272","1272",5
"1273","1273",5
"1274","1274",5
"1275","1275",5
"1276","1276",5
"1277","1277",5
"1278","1278",5
"1279","1279",5
"1280","1280",5
"1281","1281",5
"1282","1282",5
"1283","1283",5
"1284","1284",5
"1285","1285",5
"1286","1286",5
"1287","1287",5
"1288","1288",5
"1289","1289",4
"1290","1290",4
"1291","1291",4
"1292","1292",4
"1293","1293",4
"1294","1294",4
"1295","1295",4
"1296","1296",3
"1297","1297",4
"1298","1298",4
"1299","1299",4
"1300","1300",4
"1301","1301",4
"1302","1302",4
"1303","1303",5
"1304","1304",5
"1305","1305",5
"1306","1306",5
"1307","1307",5
"1308","1308",5
"1309","1309",5
"1310","1310",3
"1311","1311",3
"1312","1312",3
"1313","1313",3
"1314","1314",3
"1315","1315",3
"1316","1316",3
"1317","1317",3
"1318","1318",3
"1319","1319",3
"1320","1320",3
"1321","1321",3
"1322","1322",3
"1323","1323",4
"1324","1324",4
"1325","1325",2
"1326","1326",2
"1327","1327",2
"1328","1328",2
"1329","1329",2
"1330","1330",3
"1331","1331",3
"1332","1332",3
"1333","1333",4
"1334","1334",4
"1335","1335",4
"1336","1336",4
"1337","1337",4
"1338","1338",4
"1339","1339",4
"1340","1340",4
"1341","1341",4
"1342","1342",4
"1343","1343",4
"1344","1344",4
"1345","1345",4
"1346","1346",4
"1347","1347",4
"1348","1348",4
"1349","1349",2
"1350","1350",4
"1351","1351",2
"1352","1352",3
"1353","1353",3
"1354","1354",3
"1355","1355",2
"1356","1356",2
"1357","1357",3
"1358","1358",5
"1359","1359",5
"1360","1360",5
"1361","1361",5
"1362","1362",5
"1363","1363",5
"1364","1364",5
"1365","1365",3
"1366","1366",3
"1367","1367",3
"1368","1368",3
"1369","1369",3
"1370","1370",3
"1371","1371",3
"1372","1372",3
"1373","1373",3
"1374","1374",3
"1375","1375",3
"1376","1376",3
"1377","1377",3
"1378","1378",3
"1379","1379",2
"1380","1380",2
"1381","1381",2
"1382","1382",2
"1383","1383",2
"1384","1384",2
"1385","1385",2
"1386","1386",2
"1387","1387",2
"1388","1388",2
"1389","1389",2
"1390","1390",2
"1391","1391",2
"1392","1392",1
"1393","1393",2
"1394","1394",2
"1395","1395",2
"1396","1396",2
"1397","1397",2
"1398","1398",2
"1399","1399",2
"1400","1400",4
"1401","1401",4
"1402","1402",4
"1403","1403",4
"1404","1404",4
"1405","1405",4
"1406","1406",4
"1407","1407",5
"1408","1408",5
"1409","1409",5
"1410","1410",5
"1411","1411",5
"1412","1412",5
"1413","1413",5
"1414","1414",5
"1415","1415",5
"1416","1416",5
"1417","1417",5
"1418","1418",5
"1419","1419",5
"1420","1420",5
"1421","1421",5
"1422","1422",5
"1423","1423",5
"1424","1424",5
"1425","1425",5
"1426","1426",5
"1427","1427",5
"1428","1428",3
"1429","1429",3
"1430","1430",3
"1431","1431",3
"1432","1432",3
"1433","1433",3
"1434","1434",3
"1435","1435",3
"1436","1436",3
"1437","1437",3
"1438","1438",3
"1439","1439",3
"1440","1440",3
"1441","1441",3
"1442","1442",3
"1443","1443",3
"1444","1444",3
"1445","1445",3
"1446","1446",3
"1447","1447",3
"1448","1448",3
"1449","1449",3
"1450","1450",3
"1451","1451",3
"1452","1452",3
"1453","1453",3
"1454","1454",3
"1455","1455",3
"1456","1456",5
"1457","1457",5
"1458","1458",5
"1459","1459",5
"1460","1460",5
"1461","1461",5
"1462","1462",5
"1463","1463",3
"1464","1464",3
"1465","1465",3
"1466","1466",3
"1467","1467",3
"1468","1468",3
"1469","1469",3
"1470","1470",3
"1471","1471",3
"1472","1472",3
"1473","1473",3
"1474","1474",3
"1475","1475",3
"1476","1476",3
"1477","1477",5
"1478","1478",5
"1479","1479",5
"1480","1480",5
"1481","1481",5
"1482","1482",5
"1483","1483",5
"1484","1484",3
"1485","1485",3
"1486","1486",3
"1487","1487",3
"1488","1488",3
"1489","1489",3
"1490","1490",3
"1491","1491",3
"1492","1492",3
"1493","1493",3
"1494","1494",3
"1495","1495",3
"1496","1496",3
"1497","1497",3
"1498","1498",5
"1499","1499",5
"1500","1500",5
"1501","1501",5
"1502","1502",5
"1503","1503",5
"1504","1504",5
"1505","1505",3
"1506","1506",3
"1507","1507",3
"1508","1508",3
"1509","1509",3
"1510","1510",3
"1511","1511",3
"1512","1512",3
"1513","1513",3
"1514","1514",3
"1515","1515",3
"1516","1516",3
"1517","1517",3
"1518","1518",3
"1519","1519",5
"1520","1520",5
"1521","1521",5
"1522","1522",5
"1523","1523",5
"1524","1524",5
"1525","1525",5
"1526","1526",5
"1527","1527",5
"1528","1528",5
"1529","1529",5
"1530","1530",5
"1531","1531",5
"1532","1532",5
"1533","1533",3
"1534","1534",3
"1535","1535",3
"1536","1536",3
"1537","1537",3
"1538","1538",3
"1539","1539",3
"1540","1540",3
"1541","1541",3
"1542","1542",3
"1543","1543",3
"1544","1544",3
"1545","1545",3
"1546","1546",3
"1547","1547",3
"1548","1548",3
"1549","1549",3
"1550","1550",3
"1551","1551",3
"1552","1552",3
"1553","1553",3
"1554","1554",3
"1555","1555",3
"1556","1556",3
"1557","1557",3
"1558","1558",3
"1559","1559",3
"1560","1560",3
"1561","1561",4
"1562","1562",4
"1563","1563",4
"1564","1564",4
"1565","1565",4
"1566","1566",2
"1567","1567",2
"1568","1568",1
"1569","1569",1
"1570","1570",1
"1571","1571",1
"1572","1572",1
"1573","1573",1
"1574","1574",1
"1575","1575",2
"1576","1576",1
"1577","1577",1
"1578","1578",5
"1579","1579",1
"1580","1580",5
"1581","1581",1
"1582","1582",5
"1583","1583",5
"1584","1584",5
"1585","1585",5
"1586","1586",5
"1587","1587",5
"1588","1588",5
"1589","1589",3
"1590","1590",3
"1591","1591",3
"1592","1592",3
"1593","1593",3
"1594","1594",3
"1595","1595",3
"1596","1596",3
"1597","1597",3
"1598","1598",3
"1599","1599",3
"1600","1600",4
"1601","1601",4
"1602","1602",4
"1603","1603",4
"1604","1604",4
"1605","1605",4
"1606","1606",4
"1607","1607",3
"1608","1608",3
"1609","1609",3
"1610","1610",1
"1611","1611",3
"1612","1612",3
"1613","1613",3
"1614","1614",3
"1615","1615",3
"1616","1616",3
"1617","1617",3
"1618","1618",2
"1619","1619",2
"1620","1620",2
"1621","1621",2
"1622","1622",2
"1623","1623",2
"1624","1624",2
"1625","1625",2
"1626","1626",2
"1627","1627",2
"1628","1628",2
"1629","1629",2
"1630","1630",2
"1631","1631",2
"1632","1632",3
"1633","1633",3
"1634","1634",4
"1635","1635",2
"1636","1636",1
"1637","1637",2
"1638","1638",1
"1639","1639",5
"1640","1640",5
"1641","1641",5
"1642","1642",5
"1643","1643",5
"1644","1644",5
"1645","1645",5
"1646","1646",3
"1647","1647",3
"1648","1648",3
"1649","1649",3
"1650","1650",3
"1651","1651",3
"1652","1652",3
"1653","1653",3
"1654","1654",3
"1655","1655",3
"1656","1656",3
"1657","1657",3
"1658","1658",3
"1659","1659",3
"1660","1660",1
"1661","1661",1
"1662","1662",1
"1663","1663",1
"1664","1664",1
"1665","1665",1
"1666","1666",1
"1667","1667",3
"1668","1668",3
"1669","1669",3
"1670","1670",3
"1671","1671",3
"1672","1672",3
"1673","1673",3
"1674","1674",5
"1675","1675",5
"1676","1676",5
"1677","1677",5
"1678","1678",5
"1679","1679",5
"1680","1680",5
"1681","1681",5
"1682","1682",5
"1683","1683",5
"1684","1684",5
"1685","1685",5
"1686","1686",5
"1687","1687",5
"1688","1688",5
"1689","1689",5
"1690","1690",5
"1691","1691",5
"1692","1692",5
"1693","1693",5
"1694","1694",5
"1695","1695",1
"1696","1696",1
"1697","1697",2
"1698","1698",2
"1699","1699",1
"1700","1700",2
"1701","1701",1
"1702","1702",5
"1703","1703",5
"1704","1704",5
"1705","1705",5
"1706","1706",5
"1707","1707",5
"1708","1708",5
"1709","1709",5
"1710","1710",5
"1711","1711",5
"1712","1712",5
"1713","1713",5
"1714","1714",5
"1715","1715",5
"1716","1716",5
"1717","1717",5
"1718","1718",5
"1719","1719",5
"1720","1720",5
"1721","1721",5
"1722","1722",5
"1723","1723",3
"1724","1724",3
"1725","1725",3
"1726","1726",3
"1727","1727",3
"1728","1728",3
"1729","1729",3
"1730","1730",3
"1731","1731",3
"1732","1732",3
"1733","1733",3
"1734","1734",3
"1735","1735",3
"1736","1736",3
"1737","1737",3
"1738","1738",3
"1739","1739",3
"1740","1740",3
"1741","1741",3
"1742","1742",3
"1743","1743",3
"1744","1744",1
"1745","1745",2
"1746","1746",2
"1747","1747",2
"1748","1748",1
"1749","1749",2
"1750","1750",2
"1751","1751",2
"1752","1752",2
"1753","1753",2
"1754","1754",2
"1755","1755",2
"1756","1756",2
"1757","1757",2
"1758","1758",2
"1759","1759",2
"1760","1760",2
"1761","1761",2
"1762","1762",2
"1763","1763",2
"1764","1764",2
"1765","1765",5
"1766","1766",5
"1767","1767",5
"1768","1768",5
"1769","1769",1
"1770","1770",1
"1771","1771",1
"1772","1772",3
