year,tech,type,HS,HS6,HS2,export_unit,export_num,export_value,export_average,import_unit,import_num,import_value,import_average,diff_value,average_value,diff_ratio,average_ratio
2007,1,2,854079000,854079,85,,,,,NO,5,1173,,-1173,,-1,
2001,1,2,854081000,854081,85,KG,1117,19732,17.66517457,KG,13,1100,84.61538462,18632,-66.95021004,0.894393241,-0.654574149
2002,1,2,854081000,854081,85,KG,736,13988,19.00543478,KG,12,1066,88.83333333,12922,-69.82789855,0.858376511,-0.647521293
2003,1,2,854081000,854081,85,KG,1558,23154,14.86136072,,,,,23154,14.86136072,1,1
2004,1,2,854081000,854081,85,KG,1066,12769,11.97842402,KG,100,3703,37.03,9066,-25.05157598,0.550388538,-0.511168773
2005,1,2,854081000,854081,85,KG,709,11463,16.16784203,KG,23,1358,59.04347826,10105,-42.87563623,0.78816005,-0.570068921
2006,1,2,854081000,854081,85,KG,653,12611,19.31240429,KG,31,1459,47.06451613,11152,-27.75211184,0.792608387,-0.418098816
2007,1,2,854081000,854081,85,KG,2312,16812,7.271626298,KG,340,4806,14.13529412,12006,-6.86366782,0.555370525,-0.320628455
2001,1,2,854089000,854089,85,KG,3057,15837,5.180569185,,,,,15837,5.180569185,1,1
2002,1,2,854089000,854089,85,KG,489,17836,36.47443763,,,,,17836,36.47443763,1,1
2003,1,2,854089000,854089,85,KG,1318,34409,26.10698027,,,,,34409,26.10698027,1,1
2004,1,2,854089000,854089,85,KG,2039,21814,10.69838156,,,,,21814,10.69838156,1,1
2005,1,2,854089000,854089,85,KG,13009,116019,8.918364209,,,,,116019,8.918364209,1,1
2006,1,2,854089000,854089,85,KG,22506,104058,4.623567049,,,,,104058,4.623567049,1,1
2007,1,2,854089000,854089,85,KG,31669,219354,6.92645805,,,,,219354,6.92645805,1,1
2001,1,2,854089100,854089,85,,,,,KG,13633,222465,16.31812514,-222465,-16.31812514,-1,-1
2002,1,2,854089100,854089,85,,,,,KG,26470,537430,20.3033623,-537430,-20.3033623,-1,-1
2003,1,2,854089100,854089,85,,,,,KG,48356,834038,17.24786996,-834038,-17.24786996,-1,-1
2004,1,2,854089100,854089,85,,,,,KG,19926,614288,30.82846532,-614288,-30.82846532,-1,-1
2005,1,2,854089100,854089,85,,,,,KG,29649,957885,32.30749772,-957885,-32.30749772,-1,-1
2006,1,2,854089100,854089,85,,,,,KG,64767,1447996,22.35700279,-1447996,-22.35700279,-1,-1
2007,1,2,854089100,854089,85,,,,,KG,89002,1996762,22.43502393,-1996762,-22.43502393,-1,-1
2001,1,2,854089900,854089,85,,,,,KG,1925,35317,18.34649351,-35317,-18.34649351,-1,-1
2002,1,2,854089900,854089,85,,,,,KG,25922,63231,2.439279377,-63231,-2.439279377,-1,-1
2003,1,2,854089900,854089,85,,,,,KG,29589,266484,9.006184731,-266484,-9.006184731,-1,-1
2004,1,2,854089900,854089,85,,,,,KG,266328,1804880,6.776906671,-1804880,-6.776906671,-1,-1
2005,1,2,854089900,854089,85,,,,,KG,699425,3219050,4.602423419,-3219050,-4.602423419,-1,-1
2006,1,2,854089900,854089,85,,,,,KG,16028,92292,5.758173197,-92292,-5.758173197,-1,-1
2007,1,2,854089900,854089,85,,,,,KG,15014,90511,6.028440123,-90511,-6.028440123,-1,-1
2001,1,1,854091000,854091,85,KG,1616655,3569458,2.207928098,KG,4112912,17354024,4.219400755,-13784566,-2.011472657,-0.658808414,-0.312956238
2002,1,1,854091000,854091,85,KG,1324023,2535570,1.915049814,KG,22773633,22603812,0.992543087,-20068242,0.922506727,-0.798279051,0.317275065
2003,1,1,854091000,854091,85,KG,1018255,1806885,1.774491655,KG,25885898,22705344,0.877131788,-20898459,0.897359867,-0.852572771,0.338419043
2004,1,1,854091000,854091,85,KG,521554,1099339,2.107814339,KG,10823179,19432353,1.795438568,-18333014,0.312375772,-0.892912966,0.080029601
2005,1,1,854091000,854091,85,KG,59702,229711,3.847626545,KG,15695727,13720427,0.874150461,-13490716,2.973476084,-0.967066849,0.62973666
2006,1,1,854091000,854091,85,KG,39597,139966,3.534762735,KG,4503175,14328942,3.181964281,-14188976,0.352798454,-0.980652859,0.052525352
2007,1,1,854091000,854091,85,KG,28563,216713,7.587193222,KG,1455497,3720901,2.556447042,-3504188,5.03074618,-0.889926742,0.495950768
2001,1,2,854110010,854110,85,NO,66123415,220739,,,,,,220739,,1,
2002,1,2,854110010,854110,85,NO,129559443,281219,,,,,,281219,,1,
2003,1,2,854110010,854110,85,NO,3717717279,511960,,,,,,511960,,1,
2004,1,2,854110010,854110,85,NO,11253935288,1369329,,,,,,1369329,,1,
2005,1,2,854110010,854110,85,NO,10899984867,1785115,,,,,,1785115,,1,
2006,1,2,854110010,854110,85,NO,7862822590,2017212,,,,,,2017212,,1,
2007,1,2,854110010,854110,85,NO,9796853647,1794979,,,,,,1794979,,1,
2001,1,2,854110090,854110,85,NO,351256694,996675,,,,,,996675,,1,
2002,1,2,854110090,854110,85,NO,460790383,1277707,,,,,,1277707,,1,
2003,1,2,854110090,854110,85,NO,365799507,1086188,,,,,,1086188,,1,
2004,1,2,854110090,854110,85,NO,604400853,1557466,,,,,,1557466,,1,
2005,1,2,854110090,854110,85,NO,662496636,2177468,,,,,,2177468,,1,
2006,1,2,854110090,854110,85,NO,938491865,2918439,,,,,,2918439,,1,
2007,1,2,854110090,854110,85,NO,1503713228,4134117,,,,,,4134117,,1,
2001,1,2,854110100,854110,85,,,,,TH,2537852,1035520,,-1035520,,-1,
2002,1,2,854110100,854110,85,,,,,TH,3908576,2266991,,-2266991,,-1,
2003,1,2,854110100,854110,85,,,,,TH,10999260,3810815,,-3810815,,-1,
2004,1,2,854110100,854110,85,,,,,TH,17756328,5499188,,-5499188,,-1,
2005,1,2,854110100,854110,85,,,,,TH,19200945,5966527,,-5966527,,-1,
2006,1,2,854110100,854110,85,,,,,TH,13899722,5520959,,-5520959,,-1,
2007,1,2,854110100,854110,85,,,,,TH,19275250,6196894,,-6196894,,-1,
2001,1,2,854110910,854110,85,,,,,NO,800059645,4649177,,-4649177,,-1,
2002,1,2,854110910,854110,85,,,,,NO,1003863116,5060172,,-5060172,,-1,
2003,1,2,854110910,854110,85,,,,,NO,1161053518,5283108,,-5283108,,-1,
2004,1,2,854110910,854110,85,,,,,NO,1347493144,6085596,,-6085596,,-1,
2005,1,2,854110910,854110,85,,,,,NO,1563528192,5907610,,-5907610,,-1,
2006,1,2,854110910,854110,85,,,,,NO,1722788974,7073538,,-7073538,,-1,
2007,1,2,854110910,854110,85,,,,,NO,1418944023,5707598,,-5707598,,-1,
2001,1,2,854110920,854110,85,,,,,NO,744868598,4163833,,-4163833,,-1,
2002,1,2,854110920,854110,85,,,,,NO,1379210372,6063348,,-6063348,,-1,
2003,1,2,854110920,854110,85,,,,,NO,1514714081,7239048,,-7239048,,-1,
2004,1,2,854110920,854110,85,,,,,NO,1741717327,7791745,,-7791745,,-1,
2005,1,2,854110920,854110,85,,,,,NO,1399929232,6056626,,-6056626,,-1,
2006,1,2,854110920,854110,85,,,,,NO,1476672863,6126594,,-6126594,,-1,
2007,1,2,854110920,854110,85,,,,,NO,1401410574,7038242,,-7038242,,-1,
2001,1,2,854121010,854121,85,NO,27330395,457650,,,,,,457650,,1,
2002,1,2,854121010,854121,85,NO,100819557,1586749,,,,,,1586749,,1,
2003,1,2,854121010,854121,85,NO,237345659,2740253,,,,,,2740253,,1,
2004,1,2,854121010,854121,85,NO,277177659,2316310,,,,,,2316310,,1,
2005,1,2,854121010,854121,85,NO,519402980,2461000,,,,,,2461000,,1,
2006,1,2,854121010,854121,85,NO,742972543,2399948,,,,,,2399948,,1,
2007,1,2,854121010,854121,85,NO,825941616,2569313,,,,,,2569313,,1,
2001,1,2,854121090,854121,85,NO,114722657,1705077,,,,,,1705077,,1,
2002,1,2,854121090,854121,85,NO,9411926,136805,,,,,,136805,,1,
2003,1,2,854121090,854121,85,NO,34104654,426899,,,,,,426899,,1,
2004,1,2,854121090,854121,85,NO,140471349,1780241,,,,,,1780241,,1,
2005,1,2,854121090,854121,85,NO,139537157,1786865,,,,,,1786865,,1,
2006,1,2,854121090,854121,85,NO,98473780,1632254,,,,,,1632254,,1,
2007,1,2,854121090,854121,85,NO,68553297,767613,,,,,,767613,,1,
2001,1,2,854121100,854121,85,,,,,TH,1074024,3952602,,-3952602,,-1,
2002,1,2,854121100,854121,85,,,,,TH,2896765,6733871,,-6733871,,-1,
2003,1,2,854121100,854121,85,,,,,TH,3140121,8132560,,-8132560,,-1,
2004,1,2,854121100,854121,85,,,,,TH,3625657,5469244,,-5469244,,-1,
2005,1,2,854121100,854121,85,,,,,TH,5379033,6640203,,-6640203,,-1,
2006,1,2,854121100,854121,85,,,,,TH,8196197,10469343,,-10469343,,-1,
2007,1,2,854121100,854121,85,,,,,TH,8775496,11571670,,-11571670,,-1,
2001,1,2,854121910,854121,85,,,,,NO,725510278,5079149,,-5079149,,-1,
2002,1,2,854121910,854121,85,,,,,NO,1055768919,6382934,,-6382934,,-1,
2003,1,2,854121910,854121,85,,,,,NO,1370268257,8237159,,-8237159,,-1,
2004,1,2,854121910,854121,85,,,,,NO,1595707365,9358224,,-9358224,,-1,
2005,1,2,854121910,854121,85,,,,,NO,1628669821,8669000,,-8669000,,-1,
2006,1,2,854121910,854121,85,,,,,NO,1682557029,9834667,,-9834667,,-1,
2007,1,2,854121910,854121,85,,,,,NO,1689774102,8987313,,-8987313,,-1,
2001,1,2,854121990,854121,85,,,,,NO,24913444,352224,,-352224,,-1,
2002,1,2,854121990,854121,85,,,,,NO,80809548,965103,,-965103,,-1,
2003,1,2,854121990,854121,85,,,,,NO,99829586,1173567,,-1173567,,-1,
2004,1,2,854121990,854121,85,,,,,NO,124099083,1593684,,-1593684,,-1,
2005,1,2,854121990,854121,85,,,,,NO,142352596,1898054,,-1898054,,-1,
2006,1,2,854121990,854121,85,,,,,NO,146425223,1523621,,-1523621,,-1,
2007,1,2,854121990,854121,85,,,,,NO,155355028,1074110,,-1074110,,-1,
2001,1,2,854129010,854129,85,NO,106207078,2251089,,,,,,2251089,,1,
2002,1,2,854129010,854129,85,NO,167518060,2524501,,,,,,2524501,,1,
2003,1,2,854129010,854129,85,NO,96995279,1532922,,,,,,1532922,,1,
2004,1,2,854129010,854129,85,NO,127840901,2205040,,,,,,2205040,,1,
2005,1,2,854129010,854129,85,NO,61305056,1864994,,,,,,1864994,,1,
2006,1,2,854129010,854129,85,NO,212921280,4228914,,,,,,4228914,,1,
2007,1,2,854129010,854129,85,NO,127600503,3319075,,,,,,3319075,,1,
2001,1,2,854129090,854129,85,NO,16265631,291594,,,,,,291594,,1,
2002,1,2,854129090,854129,85,NO,329871814,467196,,,,,,467196,,1,
2003,1,2,854129090,854129,85,NO,22602094,355174,,,,,,355174,,1,
2004,1,2,854129090,854129,85,NO,33053603,559333,,,,,,559333,,1,
2005,1,2,854129090,854129,85,NO,34892393,374120,,,,,,374120,,1,
2006,1,2,854129090,854129,85,NO,115059527,1611721,,,,,,1611721,,1,
2007,1,2,854129090,854129,85,NO,115281069,1701425,,,,,,1701425,,1,
2001,1,2,854129100,854129,85,,,,,TH,358139,1050306,,-1050306,,-1,
2002,1,2,854129100,854129,85,,,,,TH,673504,1778613,,-1778613,,-1,
2003,1,2,854129100,854129,85,,,,,TH,1228813,3451310,,-3451310,,-1,
2004,1,2,854129100,854129,85,,,,,TH,2470666,6379971,,-6379971,,-1,
2005,1,2,854129100,854129,85,,,,,TH,1702155,4875990,,-4875990,,-1,
2006,1,2,854129100,854129,85,,,,,TH,1377582,4209367,,-4209367,,-1,
2007,1,2,854129100,854129,85,,,,,TH,822227,4121462,,-4121462,,-1,
2001,1,2,854129910,854129,85,,,,,NO,228036818,3761781,,-3761781,,-1,
2002,1,2,854129910,854129,85,,,,,NO,410167789,5695574,,-5695574,,-1,
2003,1,2,854129910,854129,85,,,,,NO,454390786,6730022,,-6730022,,-1,
2004,1,2,854129910,854129,85,,,,,NO,397108922,7915755,,-7915755,,-1,
2005,1,2,854129910,854129,85,,,,,NO,559315339,9355369,,-9355369,,-1,
2006,1,2,854129910,854129,85,,,,,NO,509695403,10754767,,-10754767,,-1,
2007,1,2,854129910,854129,85,,,,,NO,477645404,11771903,,-11771903,,-1,
2001,1,2,854129990,854129,85,,,,,NO,10925219,463666,,-463666,,-1,
2002,1,2,854129990,854129,85,,,,,NO,25746509,1300315,,-1300315,,-1,
2003,1,2,854129990,854129,85,,,,,NO,30436342,1873006,,-1873006,,-1,
2004,1,2,854129990,854129,85,,,,,NO,52564586,2653886,,-2653886,,-1,
2005,1,2,854129990,854129,85,,,,,NO,34091564,1817734,,-1817734,,-1,
2006,1,2,854129990,854129,85,,,,,NO,36376434,2215269,,-2215269,,-1,
2007,1,2,854129990,854129,85,,,,,NO,67041136,3616684,,-3616684,,-1,
2001,1,2,854130000,854130,85,NO,109652747,1680182,,,,,,1680182,,1,
2002,1,2,854130000,854130,85,NO,126091309,1735521,,,,,,1735521,,1,
2003,1,2,854130000,854130,85,NO,160227327,2548197,,,,,,2548197,,1,
2004,1,2,854130000,854130,85,NO,134348748,2348703,,,,,,2348703,,1,
2005,1,2,854130000,854130,85,NO,147257041,2376200,,,,,,2376200,,1,
2006,1,2,854130000,854130,85,NO,140929748,2247078,,,,,,2247078,,1,
2007,1,2,854130000,854130,85,NO,162283371,2707000,,,,,,2707000,,1,
2001,1,2,854130100,854130,85,,,,,TH,20413,335363,,-335363,,-1,
2002,1,2,854130100,854130,85,,,,,TH,35653,379579,,-379579,,-1,
2003,1,2,854130100,854130,85,,,,,TH,63931,554083,,-554083,,-1,
2004,1,2,854130100,854130,85,,,,,TH,77973,765879,,-765879,,-1,
2005,1,2,854130100,854130,85,,,,,TH,90018,1063673,,-1063673,,-1,
2006,1,2,854130100,854130,85,,,,,TH,130162,1431870,,-1431870,,-1,
2007,1,2,854130100,854130,85,,,,,TH,114878,1163565,,-1163565,,-1,
2001,1,2,854130900,854130,85,,,,,NO,22587484,772645,,-772645,,-1,
2002,1,2,854130900,854130,85,,,,,NO,30853515,856305,,-856305,,-1,
2003,1,2,854130900,854130,85,,,,,NO,38928039,1104342,,-1104342,,-1,
2004,1,2,854130900,854130,85,,,,,NO,41150228,1330891,,-1330891,,-1,
2005,1,2,854130900,854130,85,,,,,NO,59232303,1948671,,-1948671,,-1,
2006,1,2,854130900,854130,85,,,,,NO,58343709,1706775,,-1706775,,-1,
2007,1,2,854130900,854130,85,,,,,NO,71024980,1807027,,-1807027,,-1,
2001,3,2,854140010,854140,85,NO,117449474,2083233,,,,,,2083233,,1,
2002,3,2,854140010,854140,85,NO,186606057,3121638,,,,,,3121638,,1,
2003,3,2,854140010,854140,85,NO,556118986,7721374,,,,,,7721374,,1,
2004,3,2,854140010,854140,85,NO,951132760,13762419,,,,,,13762419,,1,
2005,3,2,854140010,854140,85,NO,1153122967,14078771,,,,,,14078771,,1,
2006,3,2,854140010,854140,85,NO,1067349365,16023654,,,,,,16023654,,1,
2007,3,2,854140010,854140,85,NO,1143314579,14179547,,,,,,14179547,,1,
2001,3,2,854140020,854140,85,NO,111076013,1078523,,,,,,1078523,,1,
2002,3,2,854140020,854140,85,NO,38255620,1102264,,,,,,1102264,,1,
2003,3,2,854140020,854140,85,NO,242890534,2890432,,,,,,2890432,,1,
2004,3,2,854140020,854140,85,NO,400946480,6880485,,,,,,6880485,,1,
2005,3,2,854140020,854140,85,NO,296190924,9879861,,,,,,9879861,,1,
2006,3,2,854140020,854140,85,NO,425410059,15489597,,,,,,15489597,,1,
2007,3,2,854140020,854140,85,NO,555435900,19600049,,,,,,19600049,,1,
2001,3,2,854140090,854140,85,NO,33144383,897252,,,,,,897252,,1,
2002,3,2,854140090,854140,85,NO,24145402,669517,,,,,,669517,,1,
2003,3,2,854140090,854140,85,NO,28983651,1251831,,,,,,1251831,,1,
2004,3,2,854140090,854140,85,NO,39698504,1661364,,,,,,1661364,,1,
2005,3,2,854140090,854140,85,NO,67233293,2054271,,,,,,2054271,,1,
2006,3,2,854140090,854140,85,NO,65376993,2453336,,,,,,2453336,,1,
2007,3,2,854140090,854140,85,NO,78461793,4440417,,,,,,4440417,,1,
2001,3,2,854140100,854140,85,,,,,TH,105722,463126,,-463126,,-1,
2002,3,2,854140100,854140,85,,,,,TH,126511,667221,,-667221,,-1,
2003,3,2,854140100,854140,85,,,,,TH,845416,1531528,,-1531528,,-1,
2004,3,2,854140100,854140,85,,,,,TH,2308279,6145275,,-6145275,,-1,
2005,3,2,854140100,854140,85,,,,,TH,2823762,13407467,,-13407467,,-1,
2006,3,2,854140100,854140,85,,,,,TH,3507778,16602089,,-16602089,,-1,
2007,3,2,854140100,854140,85,,,,,TH,4503073,20767615,,-20767615,,-1,
2001,3,2,854140910,854140,85,,,,,NO,403047556,14739075,,-14739075,,-1,
2002,3,2,854140910,854140,85,,,,,NO,864294940,29505928,,-29505928,,-1,
2003,3,2,854140910,854140,85,,,,,NO,1354803654,48327818,,-48327818,,-1,
2004,3,2,854140910,854140,85,,,,,NO,1712220046,57975302,,-57975302,,-1,
2005,3,2,854140910,854140,85,,,,,NO,1968565864,56088599,,-56088599,,-1,
2006,3,2,854140910,854140,85,,,,,NO,2691481168,59238032,,-59238032,,-1,
2007,3,2,854140910,854140,85,,,,,NO,2940786738,56037226,,-56037226,,-1,
2001,3,2,854140990,854140,85,,,,,NO,165497308,11687539,,-11687539,,-1,
2002,3,2,854140990,854140,85,,,,,NO,299811969,14754501,,-14754501,,-1,
2003,3,2,854140990,854140,85,,,,,NO,537038352,20333006,,-20333006,,-1,
2004,3,2,854140990,854140,85,,,,,NO,733534592,26360758,,-26360758,,-1,
2005,3,2,854140990,854140,85,,,,,NO,753035213,36492505,,-36492505,,-1,
2006,3,2,854140990,854140,85,,,,,NO,781483521,41293904,,-41293904,,-1,
2007,3,2,854140990,854140,85,,,,,NO,821872476,31945686,,-31945686,,-1,
2001,4,2,854150000,854150,85,NO,11435873,319243,,NO,559297047,3021507,,-2702264,,-0.808879443,
2002,4,2,854150000,854150,85,NO,1436894,156083,,NO,883773614,3984651,,-3828568,,-0.924610951,
2003,4,2,854150000,854150,85,NO,12205612,411032,,NO,903437929,3708825,,-3297793,,-0.800462977,
2004,4,2,854150000,854150,85,NO,10512856,683471,,NO,921003417,3669379,,-2985908,,-0.685966206,
2005,4,2,854150000,854150,85,NO,48721746,1082734,,NO,843832666,2868031,,-1785297,,-0.451886407,
2006,4,2,854150000,854150,85,NO,70698436,2686634,,NO,1075271513,3573831,,-887197,,-0.141714234,
2007,4,2,854150000,854150,85,NO,39692154,1351420,,NO,1013852192,4877307,,-3525887,,-0.566068636,
2001,1,2,854160010,854160,85,NO,595728163,7968610,,,,,,7968610,,1,
2002,1,2,854160010,854160,85,NO,624184030,7825791,,,,,,7825791,,1,
2003,1,2,854160010,854160,85,NO,654878731,8311495,,,,,,8311495,,1,
2004,1,2,854160010,854160,85,NO,794373562,10496174,,,,,,10496174,,1,
2005,1,2,854160010,854160,85,NO,906514953,11535394,,,,,,11535394,,1,
2006,1,2,854160010,854160,85,NO,945081762,13708074,,,,,,13708074,,1,
2007,1,2,854160010,854160,85,NO,985272885,13211394,,,,,,13211394,,1,
2001,1,2,854160090,854160,85,NO,54309864,1202708,,,,,,1202708,,1,
2002,1,2,854160090,854160,85,NO,89327706,2051272,,,,,,2051272,,1,
2003,1,2,854160090,854160,85,NO,128183269,3113836,,,,,,3113836,,1,
2004,1,2,854160090,854160,85,NO,142573536,3580244,,,,,,3580244,,1,
2005,1,2,854160090,854160,85,NO,159821346,3701432,,,,,,3701432,,1,
2006,1,2,854160090,854160,85,NO,137624268,3309287,,,,,,3309287,,1,
2007,1,2,854160090,854160,85,NO,117378539,2460964,,,,,,2460964,,1,
2001,1,2,854160100,854160,85,,,,,NO,54340112,2710502,,-2710502,,-1,
2002,1,2,854160100,854160,85,,,,,NO,117459436,4180098,,-4180098,,-1,
2003,1,2,854160100,854160,85,,,,,NO,143833634,5073461,,-5073461,,-1,
2004,1,2,854160100,854160,85,,,,,NO,208924354,8266453,,-8266453,,-1,
2005,1,2,854160100,854160,85,,,,,NO,285523718,9515350,,-9515350,,-1,
2006,1,2,854160100,854160,85,,,,,NO,472256451,13806492,,-13806492,,-1,
2007,1,2,854160100,854160,85,,,,,NO,482420978,13054043,,-13054043,,-1,
2001,1,2,854160900,854160,85,,,,,NO,240218309,4213536,,-4213536,,-1,
2002,1,2,854160900,854160,85,,,,,NO,315923569,6699375,,-6699375,,-1,
2003,1,2,854160900,854160,85,,,,,NO,422350871,9186179,,-9186179,,-1,
2004,1,2,854160900,854160,85,,,,,NO,472188409,10048416,,-10048416,,-1,
2005,1,2,854160900,854160,85,,,,,NO,559526024,10664608,,-10664608,,-1,
2006,1,2,854160900,854160,85,,,,,NO,776974329,15832232,,-15832232,,-1,
2007,1,2,854160900,854160,85,,,,,NO,1037933312,17811816,,-17811816,,-1,
2002,1,1,854210000,854210,85,NO,441815,655647,,NO,1414439,1535230,,-879583,,-0.4014753,
2003,1,1,854210000,854210,85,NO,1276656,2754310,,NO,4484988,1216575,,1537735,,0.387252464,
2004,1,1,854210000,854210,85,NO,2985367,9034965,,NO,10649045,1289034,,7745931,,0.750283974,
2005,1,1,854210000,854210,85,NO,4067911,3210982,,NO,10836746,2477959,,733023,,0.128850519,
2006,1,1,854210000,854210,85,NO,14174360,5253439,,NO,16064148,2294770,,2958669,,0.391969671,
2002,1,1,854221011,854221,85,NO,31781282,7115034,,,,,,7115034,,1,
2003,1,1,854221011,854221,85,NO,45440909,10351566,,,,,,10351566,,1,
2004,1,1,854221011,854221,85,NO,322213851,11417678,,,,,,11417678,,1,
2005,1,1,854221011,854221,85,NO,51270567,5939951,,,,,,5939951,,1,
2006,1,1,854221011,854221,85,NO,5062883,331397,,,,,,331397,,1,
2002,1,1,854221012,854221,85,NO,2052736,166628,,,,,,166628,,1,
2003,1,1,854221012,854221,85,NO,3280305,406886,,,,,,406886,,1,
2004,1,1,854221012,854221,85,NO,7329913,740190,,,,,,740190,,1,
2005,1,1,854221012,854221,85,NO,3238639,128051,,,,,,128051,,1,
2006,1,1,854221012,854221,85,NO,1670335,157493,,,,,,157493,,1,
2006,1,1,854221013,854221,85,NO,5857017,2042004,,,,,,2042004,,1,
2006,1,1,854221014,854221,85,NO,296428089,5500317,,,,,,5500317,,1,
2002,1,1,854221019,854221,85,NO,34522526,7623501,,,,,,7623501,,1,
2003,1,1,854221019,854221,85,NO,45774202,5949463,,,,,,5949463,,1,
2004,1,1,854221019,854221,85,NO,99289284,14767777,,,,,,14767777,,1,
2005,1,1,854221019,854221,85,NO,180379373,14844196,,,,,,14844196,,1,
2006,1,1,854221019,854221,85,NO,223028711,20362538,,,,,,20362538,,1,
2002,1,1,854221021,854221,85,NO,33905869,9363117,,,,,,9363117,,1,
2003,1,1,854221021,854221,85,NO,1845691,326215,,,,,,326215,,1,
2004,1,1,854221021,854221,85,NO,8029037,2774838,,,,,,2774838,,1,
2005,1,1,854221021,854221,85,NO,26048205,9523527,,,,,,9523527,,1,
2006,1,1,854221021,854221,85,NO,42959739,9825406,,,,,,9825406,,1,
2002,1,1,854221022,854221,85,NO,677435,504698,,,,,,504698,,1,
2003,1,1,854221022,854221,85,NO,171454,26623,,,,,,26623,,1,
2004,1,1,854221022,854221,85,NO,6532438,2065459,,,,,,2065459,,1,
2005,1,1,854221022,854221,85,NO,1847160,544456,,,,,,544456,,1,
2006,1,1,854221022,854221,85,NO,4240764,444362,,,,,,444362,,1,
2002,1,1,854221023,854221,85,NO,9452393,4720418,,,,,,4720418,,1,
2003,1,1,854221023,854221,85,NO,17886998,3281543,,,,,,3281543,,1,
2004,1,1,854221023,854221,85,NO,22572099,11760285,,,,,,11760285,,1,
2005,1,1,854221023,854221,85,NO,30819211,13629843,,,,,,13629843,,1,
2006,1,1,854221023,854221,85,NO,13401852,7814092,,,,,,7814092,,1,
2002,1,1,854221031,854221,85,NO,377193,247335,,,,,,247335,,1,
2003,1,1,854221031,854221,85,NO,1393261,2565629,,,,,,2565629,,1,
2004,1,1,854221031,854221,85,NO,11321103,12309932,,,,,,12309932,,1,
2005,1,1,854221031,854221,85,NO,3811433,13396215,,,,,,13396215,,1,
2006,1,1,854221031,854221,85,NO,11186605,30984623,,,,,,30984623,,1,
2002,1,1,854221032,854221,85,NO,41183738,5524718,,,,,,5524718,,1,
2003,1,1,854221032,854221,85,NO,88366757,10865290,,,,,,10865290,,1,
2004,1,1,854221032,854221,85,NO,131965722,15447083,,,,,,15447083,,1,
2005,1,1,854221032,854221,85,NO,255550166,27645346,,,,,,27645346,,1,
2006,1,1,854221032,854221,85,NO,353613726,34322655,,,,,,34322655,,1,
2002,1,1,854221033,854221,85,NO,2605768,1646215,,,,,,1646215,,1,
2003,1,1,854221033,854221,85,NO,2294312,3105168,,,,,,3105168,,1,
2004,1,1,854221033,854221,85,NO,4019473,3002633,,,,,,3002633,,1,
2005,1,1,854221033,854221,85,NO,5564981,6361385,,,,,,6361385,,1,
2006,1,1,854221033,854221,85,NO,8095953,9429076,,,,,,9429076,,1,
2002,1,1,854221039,854221,85,NO,125986178,8206843,,,,,,8206843,,1,
2003,1,1,854221039,854221,85,NO,98310987,5030547,,,,,,5030547,,1,
2004,1,1,854221039,854221,85,NO,70169236,8122140,,,,,,8122140,,1,
2005,1,1,854221039,854221,85,NO,163567145,18324930,,,,,,18324930,,1,
2006,1,1,854221039,854221,85,NO,185612398,25786188,,,,,,25786188,,1,
2002,1,1,854221041,854221,85,NO,9572255,1003446,,,,,,1003446,,1,
2003,1,1,854221041,854221,85,NO,880536,78382,,,,,,78382,,1,
2004,1,1,854221041,854221,85,NO,994703,20468,,,,,,20468,,1,
2005,1,1,854221041,854221,85,NO,416479,33537,,,,,,33537,,1,
2006,1,1,854221041,854221,85,NO,866950,41843,,,,,,41843,,1,
2002,1,1,854221049,854221,85,NO,67332106,1709867,,,,,,1709867,,1,
2003,1,1,854221049,854221,85,NO,91192210,1661512,,,,,,1661512,,1,
2004,1,1,854221049,854221,85,NO,100720164,1870385,,,,,,1870385,,1,
2005,1,1,854221049,854221,85,NO,88790186,1565285,,,,,,1565285,,1,
2006,1,1,854221049,854221,85,NO,102472206,2205961,,,,,,2205961,,1,
2002,1,1,854221091,854221,85,NO,65397,9236,,,,,,9236,,1,
2003,1,1,854221091,854221,85,NO,3639,1008,,,,,,1008,,1,
2004,1,1,854221091,854221,85,NO,118689,2982,,,,,,2982,,1,
2005,1,1,854221091,854221,85,NO,84290,8903,,,,,,8903,,1,
2006,1,1,854221091,854221,85,NO,1087993,67939,,,,,,67939,,1,
2002,1,1,854221099,854221,85,NO,3736543,379585,,,,,,379585,,1,
2003,1,1,854221099,854221,85,NO,7359683,1390892,,,,,,1390892,,1,
2004,1,1,854221099,854221,85,NO,5592735,1118774,,,,,,1118774,,1,
2005,1,1,854221099,854221,85,NO,5865443,4037101,,,,,,4037101,,1,
2006,1,1,854221099,854221,85,NO,3105311,593533,,,,,,593533,,1,
2002,1,1,854221110,854221,85,,,,,TH,44535,3974914,,-3974914,,-1,
2003,1,1,854221110,854221,85,,,,,TH,49628,6817181,,-6817181,,-1,
2004,1,1,854221110,854221,85,,,,,TH,89641,13432111,,-13432111,,-1,
2005,1,1,854221110,854221,85,,,,,TH,160589,26142881,,-26142881,,-1,
2006,1,1,854221110,854221,85,,,,,TH,307878,43879097,,-43879097,,-1,
2002,1,1,854221120,854221,85,,,,,TH,156404,8298445,,-8298445,,-1,
2003,1,1,854221120,854221,85,,,,,TH,255967,17099517,,-17099517,,-1,
2004,1,1,854221120,854221,85,,,,,TH,359063,25061454,,-25061454,,-1,
