year,tech,type,HS,HS6,HS2,export_unit,export_num,export_value,export_average,import_unit,import_num,import_value,import_average,diff_value,average_value,diff_ratio,average_ratio
2008,6,1,381800010,381800,38,KG,97652,8170833,83.67297137,,,,,8170833,83.67297137,1,1
2009,6,1,381800010,381800,38,KG,86132,5549809,64.43376445,,,,,5549809,64.43376445,1,1
2010,6,1,381800010,381800,38,KG,276541,11640773,42.09420303,,,,,11640773,42.09420303,1,1
2011,6,1,381800010,381800,38,KG,385000,13750217,35.71484935,,,,,13750217,35.71484935,1,1
2012,6,1,381800010,381800,38,KG,489867,11505062,23.48609316,,,,,11505062,23.48609316,1,1
2013,6,1,381800010,381800,38,KG,652177,14926374,22.88699847,,,,,14926374,22.88699847,1,1
2014,6,1,381800010,381800,38,KG,710914,17404054,24.48123683,,,,,17404054,24.48123683,1,1
2008,6,1,381800020,381800,38,KG,5657,968711,171.2411172,,,,,968711,171.2411172,1,1
2009,6,1,381800020,381800,38,KG,6130,721212,117.6528548,,,,,721212,117.6528548,1,1
2010,6,1,381800020,381800,38,KG,7158,969755,135.4784856,,,,,969755,135.4784856,1,1
2011,6,1,381800020,381800,38,KG,7073,831277,117.5282059,,,,,831277,117.5282059,1,1
2012,6,1,381800020,381800,38,KG,6828,1157086,169.4619215,,,,,1157086,169.4619215,1,1
2013,6,1,381800020,381800,38,KG,12229,1716289,140.3458173,,,,,1716289,140.3458173,1,1
2014,6,1,381800020,381800,38,KG,24309,2610669,107.3951623,,,,,2610669,107.3951623,1,1
2008,6,1,381800100,381800,38,,,,,KG,742478,33037541,44.49632312,-33037541,-44.49632312,-1,-1
2009,6,1,381800100,381800,38,,,,,KG,525373,19861397,37.80437327,-19861397,-37.80437327,-1,-1
2010,6,1,381800100,381800,38,,,,,KG,990017,34452948,34.80035999,-34452948,-34.80035999,-1,-1
2011,6,1,381800100,381800,38,,,,,KG,747361,24216122,32.40217512,-24216122,-32.40217512,-1,-1
2012,6,1,381800100,381800,38,,,,,KG,415466,13912125,33.48559208,-13912125,-33.48559208,-1,-1
2013,6,1,381800100,381800,38,,,,,KG,337278,15466108,45.85566802,-15466108,-45.85566802,-1,-1
2014,6,1,381800100,381800,38,,,,,KG,406675,20859286,51.29227516,-20859286,-51.29227516,-1,-1
2008,6,1,381800900,381800,38,,,,,KG,12627,5074015,401.8385206,-5074015,-401.8385206,-1,-1
2009,6,1,381800900,381800,38,,,,,KG,6097,2893711,474.6122683,-2893711,-474.6122683,-1,-1
2010,6,1,381800900,381800,38,,,,,KG,6388,3411550,534.0560426,-3411550,-534.0560426,-1,-1
2011,6,1,381800900,381800,38,,,,,KG,2965,1861608,627.8610455,-1861608,-627.8610455,-1,-1
2012,6,1,381800900,381800,38,,,,,KG,14028,2216999,158.0409894,-2216999,-158.0409894,-1,-1
2013,6,1,381800900,381800,38,,,,,KG,29816,2742603,91.98427019,-2742603,-91.98427019,-1,-1
2014,6,1,381800900,381800,38,,,,,KG,20498,2055128,100.2599278,-2055128,-100.2599278,-1,-1
2008,6,2,401110000,401110,40,,,,,KG,9834110,5144235,0.523101226,-5144235,-0.523101226,-1,-1
2009,6,2,401110000,401110,40,,,,,KG,7862961,3937088,0.500713154,-3937088,-0.500713154,-1,-1
2010,6,2,401110000,401110,40,,,,,KG,13156897,6325133,0.480746562,-6325133,-0.480746562,-1,-1
2011,6,2,401110000,401110,40,,,,,KG,20728540,9919073,0.478522511,-9919073,-0.478522511,-1,-1
2012,6,2,401110000,401110,40,,,,,KG,14007071,7254495,0.517916629,-7254495,-0.517916629,-1,-1
2013,6,2,401110000,401110,40,,,,,KG,14313553,9138288,0.638436033,-9138288,-0.638436033,-1,-1
2014,6,2,401110000,401110,40,,,,,KG,16920229,10329419,0.610477494,-10329419,-0.610477494,-1,-1
2008,6,2,401110010,401110,40,KG,23075738,8941124,0.387468604,,,,,8941124,0.387468604,1,1
2009,6,2,401110010,401110,40,KG,17963514,6940216,0.386350688,,,,,6940216,0.386350688,1,1
2010,6,2,401110010,401110,40,KG,22065699,7694142,0.348692421,,,,,7694142,0.348692421,1,1
2011,6,2,401110010,401110,40,KG,30973069,11941687,0.385550654,,,,,11941687,0.385550654,1,1
2012,6,2,401110010,401110,40,KG,35875253,14488458,0.403856608,,,,,14488458,0.403856608,1,1
2013,6,2,401110010,401110,40,KG,36743433,16604239,0.451896778,,,,,16604239,0.451896778,1,1
2014,6,2,401110010,401110,40,KG,35194860,16539949,0.469953539,,,,,16539949,0.469953539,1,1
2008,6,2,401110090,401110,40,KG,83861,34035,0.405850157,,,,,34035,0.405850157,1,1
2009,6,2,401110090,401110,40,KG,147820,61773,0.417893384,,,,,61773,0.417893384,1,1
2010,6,2,401110090,401110,40,KG,194035,66450,0.342463988,,,,,66450,0.342463988,1,1
2011,6,2,401110090,401110,40,KG,287113,108065,0.376384908,,,,,108065,0.376384908,1,1
2012,6,2,401110090,401110,40,KG,67084,29369,0.437794407,,,,,29369,0.437794407,1,1
2013,6,2,401110090,401110,40,KG,212602,124772,0.58688065,,,,,124772,0.58688065,1,1
2014,6,2,401110090,401110,40,KG,70107,40609,0.579243157,,,,,40609,0.579243157,1,1
2008,6,2,401120000,401120,40,KG,1863292,558870,0.299936886,KG,11336244,3513636,0.309947104,-2954766,-0.010010218,-0.725539999,-0.016413315
2009,6,2,401120000,401120,40,KG,1574368,517089,0.32844227,KG,2802198,931200,0.332310565,-414111,-0.003868295,-0.285931192,-0.005854375
2010,6,2,401120000,401120,40,KG,2311648,756048,0.327060175,KG,2569811,862586,0.335661261,-106538,-0.008601085,-0.065819697,-0.012978433
2011,6,2,401120000,401120,40,KG,4541307,1557366,0.342933433,KG,4936276,1543487,0.312682476,13879,0.030250957,0.004475865,0.04614128
2012,6,2,401120000,401120,40,KG,9149766,2984194,0.326149762,KG,1931341,674255,0.349112353,2309939,-0.022962591,0.631398442,-0.034005448
2013,6,2,401120000,401120,40,KG,6557707,2070257,0.315698307,KG,913576,377457,0.413164313,1692800,-0.097466005,0.691584066,-0.133723424
2014,6,2,401120000,401120,40,KG,18705271,7189743,0.384369892,KG,1518065,566225,0.372991275,6623518,0.011378617,0.853989857,0.01502403
2008,6,1,820231000,820231,82,KG,1892988,2459189,1.299104379,KG,35148,247282,7.035450097,2211907,-5.736345718,0.8172661,-0.68826063
2009,6,1,820231000,820231,82,KG,1782816,1943913,1.090360979,KG,36320,189397,5.21467511,1754516,-4.124314131,0.82243837,-0.654130139
2010,6,1,820231000,820231,82,KG,1942015,2040762,1.050847702,KG,77984,332833,4.267965224,1707929,-3.217117522,0.719553673,-0.604856303
2011,6,1,820231000,820231,82,KG,1873063,2130257,1.137311986,KG,132519,440435,3.32356115,1689822,-2.186249164,0.657341292,-0.49009445
2012,6,1,820231000,820231,82,KG,2144143,2379227,1.109640075,KG,105035,391954,3.731651354,1987273,-2.622011279,0.717121328,-0.541593357
2013,6,1,820231000,820231,82,KG,2395804,2841628,1.186085339,KG,107487,520640,4.843748546,2320988,-3.657663207,0.690304283,-0.606594357
2014,6,1,820231000,820231,82,KG,2463412,3215807,1.305428,KG,119854,514842,4.295576284,2700965,-2.990148285,0.723993332,-0.53385931
2008,6,1,820239000,820239,82,KG,893656,976788,1.093024609,KG,197781,331060,1.673871605,645728,-0.580846996,0.493733217,-0.20992728
2009,6,1,820239000,820239,82,KG,831758,711319,0.855199469,KG,177012,190316,1.075158746,521003,-0.219959277,0.577842475,-0.113947388
2010,6,1,820239000,820239,82,KG,998440,841312,0.842626497,KG,220001,223846,1.017477193,617466,-0.174850696,0.57969428,-0.09400051
2011,6,1,820239000,820239,82,KG,1251739,1236036,0.987455053,KG,350010,325966,0.93130482,910070,0.056150233,0.582630496,0.029263814
2012,6,1,820239000,820239,82,KG,1112611,1153854,1.037068661,KG,206347,270902,1.312846807,882952,-0.275778146,0.619721552,-0.117356624
2013,6,1,820239000,820239,82,KG,1336717,1384809,1.035977698,KG,270107,325453,1.204903982,1059356,-0.168926285,0.619411529,-0.075383848
2014,6,1,820239000,820239,82,KG,1175205,1362025,1.15896801,KG,315229,416966,1.322739976,945059,-0.163771966,0.531233154,-0.065991635
2008,6,1,820720000,820720,82,KG,28614,257048,8.983294891,,,,,257048,8.983294891,1,1
2009,6,1,820720000,820720,82,KG,67327,290101,4.30883598,,,,,290101,4.30883598,1,1
2010,6,1,820720000,820720,82,KG,92909,439212,4.72733535,,,,,439212,4.72733535,1,1
2011,6,1,820720000,820720,82,KG,51559,354322,6.872165868,,,,,354322,6.872165868,1,1
2012,6,1,820720000,820720,82,KG,87555,613861,7.011147279,,,,,613861,7.011147279,1,1
2013,6,1,820720000,820720,82,KG,67609,598785,8.856587141,,,,,598785,8.856587141,1,1
2014,6,1,820720000,820720,82,KG,81501,1025536,12.58310941,,,,,1025536,12.58310941,1,1
2008,6,1,820720200,820720,82,,,,,KG,1402,160209,114.2717546,-160209,-114.2717546,-1,-1
2009,6,1,820720200,820720,82,,,,,KG,422,64156,152.028436,-64156,-152.028436,-1,-1
2010,6,1,820720200,820720,82,,,,,KG,1846,188305,102.0070423,-188305,-102.0070423,-1,-1
2011,6,1,820720200,820720,82,,,,,KG,2069,282649,136.6114065,-282649,-136.6114065,-1,-1
2012,6,1,820720200,820720,82,,,,,KG,673,68846,102.2971768,-68846,-102.2971768,-1,-1
2013,6,1,820720200,820720,82,,,,,KG,2094,92058,43.96275072,-92058,-43.96275072,-1,-1
2014,6,1,820720200,820720,82,,,,,KG,2799,173962,62.15148267,-173962,-62.15148267,-1,-1
2008,6,1,820720900,820720,82,,,,,KG,88758,1001129,11.27931003,-1001129,-11.27931003,-1,-1
2009,6,1,820720900,820720,82,,,,,KG,87745,840557,9.579542994,-840557,-9.579542994,-1,-1
2010,6,1,820720900,820720,82,,,,,KG,133089,1413953,10.62411619,-1413953,-10.62411619,-1,-1
2011,6,1,820720900,820720,82,,,,,KG,213571,1522216,7.127447078,-1522216,-7.127447078,-1,-1
2012,6,1,820720900,820720,82,,,,,KG,150973,1560205,10.3343313,-1560205,-10.3343313,-1,-1
2013,6,1,820720900,820720,82,,,,,KG,133651,1522160,11.38906555,-1522160,-11.38906555,-1,-1
2014,6,1,820720900,820720,82,,,,,KG,127363,1698266,13.33406091,-1698266,-13.33406091,-1,-1
2008,4,4,820750010,820750,82,KG,168870,396959,2.350678036,,,,,396959,2.350678036,1,1
2009,4,4,820750010,820750,82,KG,90965,241596,2.655922608,,,,,241596,2.655922608,1,1
2010,4,4,820750010,820750,82,KG,148763,313869,2.109859306,,,,,313869,2.109859306,1,1
2011,4,4,820750010,820750,82,KG,132239,270366,2.044525443,,,,,270366,2.044525443,1,1
2012,4,4,820750010,820750,82,KG,200684,409169,2.038872058,,,,,409169,2.038872058,1,1
2013,4,4,820750010,820750,82,KG,240721,653277,2.713834688,,,,,653277,2.713834688,1,1
2014,4,4,820750010,820750,82,KG,211877,676397,3.192404084,,,,,676397,3.192404084,1,1
2008,4,4,820750090,820750,82,KG,500639,3174762,6.341419666,,,,,3174762,6.341419666,1,1
2009,4,4,820750090,820750,82,KG,562454,1812784,3.22299068,,,,,1812784,3.22299068,1,1
2010,4,4,820750090,820750,82,KG,572059,2026742,3.542889807,,,,,2026742,3.542889807,1,1
2011,4,4,820750090,820750,82,KG,591556,1818753,3.074523798,,,,,1818753,3.074523798,1,1
2012,4,4,820750090,820750,82,KG,574070,1837371,3.200604456,,,,,1837371,3.200604456,1,1
2013,4,4,820750090,820750,82,KG,672941,2166050,3.218781438,,,,,2166050,3.218781438,1,1
2014,4,4,820750090,820750,82,KG,635340,2526386,3.976431517,,,,,2526386,3.976431517,1,1
2008,4,4,820750100,820750,82,,,,,KG,89433,1576997,17.63327854,-1576997,-17.63327854,-1,-1
2009,4,4,820750100,820750,82,,,,,KG,65104,1031410,15.84249816,-1031410,-15.84249816,-1,-1
2010,4,4,820750100,820750,82,,,,,KG,78545,1163466,14.81273156,-1163466,-14.81273156,-1,-1
2011,4,4,820750100,820750,82,,,,,KG,148688,1580784,10.63155063,-1580784,-10.63155063,-1,-1
2012,4,4,820750100,820750,82,,,,,KG,82989,1389469,16.74280929,-1389469,-16.74280929,-1,-1
2013,4,4,820750100,820750,82,,,,,KG,113612,1257748,11.07055593,-1257748,-11.07055593,-1,-1
2014,4,4,820750100,820750,82,,,,,KG,99496,1623030,16.31251508,-1623030,-16.31251508,-1,-1
2008,4,4,820750200,820750,82,,,,,KG,22152,458954,20.71840014,-458954,-20.71840014,-1,-1
2009,4,4,820750200,820750,82,,,,,KG,11805,139332,11.80279543,-139332,-11.80279543,-1,-1
2010,4,4,820750200,820750,82,,,,,KG,19104,311904,16.32663317,-311904,-16.32663317,-1,-1
2011,4,4,820750200,820750,82,,,,,KG,22253,367671,16.5223116,-367671,-16.5223116,-1,-1
2012,4,4,820750200,820750,82,,,,,KG,26437,442001,16.71903015,-442001,-16.71903015,-1,-1
2013,4,4,820750200,820750,82,,,,,KG,20395,475403,23.30978181,-475403,-23.30978181,-1,-1
2014,4,4,820750200,820750,82,,,,,KG,24031,660440,27.48283467,-660440,-27.48283467,-1,-1
2008,4,4,820750900,820750,82,,,,,KG,57884,1116430,19.28736784,-1116430,-19.28736784,-1,-1
2009,4,4,820750900,820750,82,,,,,KG,29416,657984,22.36823497,-657984,-22.36823497,-1,-1
2010,4,4,820750900,820750,82,,,,,KG,40204,998507,24.83601134,-998507,-24.83601134,-1,-1
2011,4,4,820750900,820750,82,,,,,KG,44574,1054750,23.66289765,-1054750,-23.66289765,-1,-1
2012,4,4,820750900,820750,82,,,,,KG,30650,901978,29.42831974,-901978,-29.42831974,-1,-1
2013,4,4,820750900,820750,82,,,,,KG,31597,950749,30.0898503,-950749,-30.0898503,-1,-1
2014,4,4,820750900,820750,82,,,,,KG,39714,1244396,31.33393765,-1244396,-31.33393765,-1,-1
2008,4,3,830140000,830140,83,KG,4231333,3818490,0.902431929,KG,237524,575302,2.422079453,3243188,-1.519647524,0.738129616,-0.457104022
2009,4,3,830140000,830140,83,KG,3465489,2658860,0.767239486,KG,116238,289364,2.489409659,2369496,-1.722170173,0.803702839,-0.528816614
2010,4,3,830140000,830140,83,KG,3732429,2862272,0.76686576,KG,200001,696371,3.481837591,2165901,-2.714971831,0.608631155,-0.63901186
2011,4,3,830140000,830140,83,KG,4226404,3282905,0.776760811,KG,225732,629369,2.788124856,2653536,-2.011364045,0.678259243,-0.564215583
2012,4,3,830140000,830140,83,KG,3846918,3357021,0.872652081,KG,132942,456758,3.435768982,2900263,-2.5631169,0.760469602,-0.594908637
2013,4,3,830140000,830140,83,KG,3404278,3546526,1.041785072,KG,105214,370791,3.524160283,3175735,-2.482375211,0.810691348,-0.543671686
2014,4,3,830140000,830140,83,KG,3442999,3983527,1.156993365,KG,95774,383462,4.003821496,3600065,-2.846828131,0.824381513,-0.551623766
2008,4,4,830300000,830300,83,KG,1130875,524442,0.463748867,KG,362175,358807,0.990700628,165635,-0.526951761,0.187529224,-0.362303238
2009,4,4,830300000,830300,83,KG,1207072,598313,0.495673,KG,212806,252395,1.186033289,345918,-0.690360288,0.406623659,-0.410511807
2010,4,4,830300000,830300,83,KG,1069032,513004,0.479877122,KG,271041,298152,1.100025457,214852,-0.620148335,0.264871369,-0.392523148
2011,4,4,830300000,830300,83,KG,1154213,465451,0.403262656,KG,221891,252764,1.139135882,212687,-0.735873226,0.296132774,-0.477096683
2012,4,4,830300000,830300,83,KG,1108516,423106,0.381686868,KG,361207,411994,1.140603587,11112,-0.75891672,0.013306191,-0.498536082
2013,4,4,830300000,830300,83,KG,1073417,503761,0.469305964,KG,246532,344882,1.398934013,158879,-0.929628049,0.187215354,-0.49759563
2014,4,4,830300000,830300,83,KG,915274,519752,0.567864924,KG,203415,216439,1.064026743,303313,-0.49616182,0.412003135,-0.304040905
2008,6,1,830710000,830710,83,KG,3219112,2948038,0.915792305,KG,432541,560385,1.295565045,2387653,-0.379772739,0.680548782,-0.17173739
2009,6,1,830710000,830710,83,KG,2921181,2113702,0.723577895,KG,438792,591409,1.347811719,1522293,-0.624233824,0.562746963,-0.301359927
2010,6,1,830710000,830710,83,KG,3064349,2190876,0.714956423,KG,672635,936632,1.392481807,1254244,-0.677525384,0.401036224,-0.321492404
2011,6,1,830710000,830710,83,KG,3118184,2032761,0.651905404,KG,666306,878948,1.319135652,1153813,-0.667230248,0.396266591,-0.338516667
2012,6,1,830710000,830710,83,KG,3290099,2137796,0.649766466,KG,588890,966133,1.640600112,1171663,-0.990833646,0.377477384,-0.432609197
2013,6,1,830710000,830710,83,KG,3042455,2454839,0.806861235,KG,530845,892883,1.682003221,1561956,-0.875141986,0.466572792,-0.351623
2014,6,1,830710000,830710,83,KG,3234376,2881282,0.890830874,KG,463208,904106,1.951835892,1977176,-1.061005018,0.522317924,-0.37324284
2008,6,1,830790000,830790,83,KG,112065,109194,0.97438094,KG,75879,179918,2.371117173,-70724,-1.396736234,-0.24462492,-0.417497242
2009,6,1,830790000,830790,83,KG,297669,210173,0.706062774,KG,48820,107944,2.211061041,102229,-1.504998266,0.321356608,-0.515918542
2010,6,1,830790000,830790,83,KG,439007,270593,0.616375138,KG,26516,124356,4.689847639,146237,-4.073472502,0.37026806,-0.767678379
2011,6,1,830790000,830790,83,KG,490675,247561,0.504531513,KG,25773,110823,4.29996508,136738,-3.795433567,0.381540471,-0.789975285
2012,6,1,830790000,830790,83,KG,409778,287977,0.702763448,KG,14365,69809,4.859658893,218168,-4.156895446,0.609772322,-0.74731748
2013,6,1,830790000,830790,83,KG,556299,432929,0.778230772,KG,16397,96412,5.879856071,336517,-5.1016253,0.635728198,-0.766229913
2014,6,1,830790000,830790,83,KG,443504,360063,0.811859645,KG,6769,51445,7.600088639,308618,-6.788228994,0.749968409,-0.806974647
2008,7,3,840732000,840732,84,KG,123611,97035,0.785002953,,,,,97035,0.785002953,1,1
2009,7,3,840732000,840732,84,KG,71782,48037,0.669206765,,,,,48037,0.669206765,1,1
2010,7,3,840732000,840732,84,KG,206353,169465,0.821238363,,,,,169465,0.821238363,1,1
2011,7,3,840732000,840732,84,KG,137431,70473,0.512788236,,,,,70473,0.512788236,1,1
2012,7,3,840732000,840732,84,KG,70212,37124,0.528741526,,,,,37124,0.528741526,1,1
2013,7,3,840732000,840732,84,KG,91932,62554,0.680437715,,,,,62554,0.680437715,1,1
2014,7,3,840732000,840732,84,KG,85086,64260,0.755235879,,,,,64260,0.755235879,1,1
2008,7,3,840732100,840732,84,,,,,KG,5520,532,0.096376812,-532,-0.096376812,-1,-1
2009,7,3,840732100,840732,84,,,,,KG,4510,227,0.050332594,-227,-0.050332594,-1,-1
2011,7,3,840732100,840732,84,,,,,KG,3106,217,0.069864778,-217,-0.069864778,-1,-1
2009,7,3,840732900,840732,84,,,,,KG,520,1017,1.955769231,-1017,-1.955769231,-1,-1
2014,7,3,840732900,840732,84,,,,,KG,60,261,4.35,-261,-4.35,-1,-1
2008,7,2,840991010,840991,84,KG,14602170,14217909,0.973684665,,,,,14217909,0.973684665,1,1
2009,7,2,840991010,840991,84,KG,7717670,8672082,1.123665821,,,,,8672082,1.123665821,1,1
2010,7,2,840991010,840991,84,KG,13293566,10955530,0.824122737,,,,,10955530,0.824122737,1,1
2011,7,2,840991010,840991,84,KG,18498075,11720268,0.633593928,,,,,11720268,0.633593928,1,1
2012,7,2,840991010,840991,84,KG,26223534,14432779,0.550375056,,,,,14432779,0.550375056,1,1
2013,7,2,840991010,840991,84,KG,22499634,19500125,0.86668632,,,,,19500125,0.86668632,1,1
2014,7,2,840991010,840991,84,KG,18938369,28349274,1.496922676,,,,,28349274,1.496922676,1,1
2008,7,2,840991090,840991,84,KG,3906086,3747768,0.95946889,,,,,3747768,0.95946889,1,1
2009,7,2,840991090,840991,84,KG,2819344,2505920,0.888830877,,,,,2505920,0.888830877,1,1
2010,7,2,840991090,840991,84,KG,3788482,3403298,0.898327615,,,,,3403298,0.898327615,1,1
2011,7,2,840991090,840991,84,KG,5476112,4080798,0.745199879,,,,,4080798,0.745199879,1,1
2012,7,2,840991090,840991,84,KG,4844105,4012179,0.828260122,,,,,4012179,0.828260122,1,1
2013,7,2,840991090,840991,84,KG,4658589,4977730,1.068505936,,,,,4977730,1.068505936,1,1
2014,7,2,840991090,840991,84,KG,4936631,5250410,1.063561364,,,,,5250410,1.063561364,1,1
2008,7,2,840991100,840991,84,,,,,KG,34473191,66167648,1.919394349,-66167648,-1.919394349,-1,-1
2009,7,2,840991100,840991,84,,,,,KG,46808447,77834098,1.662821627,-77834098,-1.662821627,-1,-1
2010,7,2,840991100,840991,84,,,,,KG,60835471,97952020,1.610113613,-97952020,-1.610113613,-1,-1
2011,7,2,840991100,840991,84,,,,,KG,51547965,89994323,1.745836582,-89994323,-1.745836582,-1,-1
2012,7,2,840991100,840991,84,,,,,KG,42229504,69807208,1.653043521,-69807208,-1.653043521,-1,-1
2013,7,2,840991100,840991,84,,,,,KG,44926185,83890792,1.867302821,-83890792,-1.867302821,-1,-1
2014,7,2,840991100,840991,84,,,,,KG,36244099,77324615,2.133440122,-77324615,-2.133440122,-1,-1
2008,7,2,840991200,840991,84,,,,,KG,148599,355655,2.393387573,-355655,-2.393387573,-1,-1
2009,7,2,840991200,840991,84,,,,,KG,71961,205591,2.856978085,-205591,-2.856978085,-1,-1
2010,7,2,840991200,840991,84,,,,,KG,92935,221669,2.385204713,-221669,-2.385204713,-1,-1
2011,7,2,840991200,840991,84,,,,,KG,60812,229014,3.765934355,-229014,-3.765934355,-1,-1
2012,7,2,840991200,840991,84,,,,,KG,71194,220989,3.104039666,-220989,-3.104039666,-1,-1
2013,7,2,840991200,840991,84,,,,,KG,66225,421696,6.367625519,-421696,-6.367625519,-1,-1
2014,7,2,840991200,840991,84,,,,,KG,105274,620133,5.890656762,-620133,-5.890656762,-1,-1
2008,7,2,840991900,840991,84,,,,,KG,1947045,3485018,1.789901107,-3485018,-1.789901107,-1,-1
2009,7,2,840991900,840991,84,,,,,KG,1078502,1611162,1.493888746,-1611162,-1.493888746,-1,-1
2010,7,2,840991900,840991,84,,,,,KG,1219352,2065753,1.694140002,-2065753,-1.694140002,-1,-1
2011,7,2,840991900,840991,84,,,,,KG,1408187,2221649,1.577666176,-2221649,-1.577666176,-1,-1
2012,7,2,840991900,840991,84,,,,,KG,775849,1856103,2.392350831,-1856103,-2.392350831,-1,-1
2013,7,2,840991900,840991,84,,,,,KG,729534,2420295,3.317590407,-2420295,-3.317590407,-1,-1
2014,7,2,840991900,840991,84,,,,,KG,806729,2726821,3.380095422,-2726821,-3.380095422,-1,-1
2008,4,1,840999010,840999,84,KG,16621660,7041953,0.423661235,,,,,7041953,0.423661235,1,1
2009,4,1,840999010,840999,84,KG,4869525,3048833,0.626104805,,,,,3048833,0.626104805,1,1
2010,4,1,840999010,840999,84,KG,6225149,3367557,0.540960064,,,,,3367557,0.540960064,1,1
2011,4,1,840999010,840999,84,KG,6258633,4219480,0.674185561,,,,,4219480,0.674185561,1,1
2012,4,1,840999010,840999,84,KG,7304548,5063122,0.693146516,,,,,5063122,0.693146516,1,1
2013,4,1,840999010,840999,84,KG,9848797,6787421,0.689162443,,,,,6787421,0.689162443,1,1
2014,4,1,840999010,840999,84,KG,9811993,9307853,0.94862002,,,,,9307853,0.94862002,1,1
2008,4,1,840999090,840999,84,KG,24548595,7551856,0.307628848,,,,,7551856,0.307628848,1,1
2009,4,1,840999090,840999,84,KG,15620865,4366274,0.279515507,,,,,4366274,0.279515507,1,1
2010,4,1,840999090,840999,84,KG,21873082,5633489,0.257553508,,,,,5633489,0.257553508,1,1
2011,4,1,840999090,840999,84,KG,26816010,6675785,0.248947737,,,,,6675785,0.248947737,1,1
2012,4,1,840999090,840999,84,KG,25382478,6805877,0.268132883,,,,,6805877,0.268132883,1,1
2013,4,1,840999090,840999,84,KG,15282179,5649906,0.369705524,,,,,5649906,0.369705524,1,1
2014,4,1,840999090,840999,84,KG,17363350,7029382,0.404840195,,,,,7029382,0.404840195,1,1
2008,4,1,840999100,840999,84,,,,,KG,4158489,9162091,2.203225979,-9162091,-2.203225979,-1,-1
2009,4,1,840999100,840999,84,,,,,KG,4080565,7670103,1.879666909,-7670103,-1.879666909,-1,-1
2010,4,1,840999100,840999,84,,,,,KG,9272733,13357331,1.440495591,-13357331,-1.440495591,-1,-1
2011,4,1,840999100,840999,84,,,,,KG,8417220,12849470,1.526569342,-12849470,-1.526569342,-1,-1
2012,4,1,840999100,840999,84,,,,,KG,6573350,10389401,1.58053367,-10389401,-1.58053367,-1,-1
2013,4,1,840999100,840999,84,,,,,KG,4825330,11587994,2.40149254,-11587994,-2.40149254,-1,-1
2014,4,1,840999100,840999,84,,,,,KG,4202204,11261471,2.679896312,-11261471,-2.679896312,-1,-1
2008,4,1,840999200,840999,84,,,,,KG,6723113,7276729,1.082345187,-7276729,-1.082345187,-1,-1
2009,4,1,840999200,840999,84,,,,,KG,5145711,5787805,1.124782367,-5787805,-1.124782367,-1,-1
2010,4,1,840999200,840999,84,,,,,KG,2936352,4511379,1.53638903,-4511379,-1.53638903,-1,-1
2011,4,1,840999200,840999,84,,,,,KG,4248649,5355594,1.260540468,-5355594,-1.260540468,-1,-1
2012,4,1,840999200,840999,84,,,,,KG,3498291,3974443,1.136109889,-3974443,-1.136109889,-1,-1
2013,4,1,840999200,840999,84,,,,,KG,5705700,6607320,1.158020926,-6607320,-1.158020926,-1,-1
2014,4,1,840999200,840999,84,,,,,KG,3659058,4832496,1.320694015,-4832496,-1.320694015,-1,-1
2008,4,1,840999900,840999,84,,,,,KG,5592699,7206500,1.288554954,-7206500,-1.288554954,-1,-1
2009,4,1,840999900,840999,84,,,,,KG,3350984,7728273,2.30626974,-7728273,-2.30626974,-1,-1
2010,4,1,840999900,840999,84,,,,,KG,3661993,8831144,2.41156769,-8831144,-2.41156769,-1,-1
2011,4,1,840999900,840999,84,,,,,KG,6379762,13652404,2.139955064,-13652404,-2.139955064,-1,-1
2012,4,1,840999900,840999,84,,,,,KG,2663240,5192449,1.949673706,-5192449,-1.949673706,-1,-1
2013,4,1,840999900,840999,84,,,,,KG,3829280,7164137,1.87088356,-7164137,-1.87088356,-1,-1
2014,4,1,840999900,840999,84,,,,,KG,2397500,3632679,1.515194578,-3632679,-1.515194578,-1,-1
2008,7,3,841012000,841012,84,,,,,KG,4800,23280,4.85,-23280,-4.85,-1,-1
2008,7,3,841013000,841013,84,KG,40437,20981,0.518856493,,,,,20981,0.518856493,1,1
2008,7,4,841090000,841090,84,KG,811307,839825,1.035150689,KG,478776,1192884,2.491528397,-353059,-1.456377708,-0.173688905,-0.412960089
2009,7,4,841090000,841090,84,KG,522627,675710,1.292910623,KG,55911,126030,2.254118152,549680,-0.961207529,0.685608801,-0.270989493
2010,7,4,841090000,841090,84,KG,629998,549082,0.871561497,KG,65052,78207,1.202222837,470875,-0.33066134,0.750650816,-0.159448278
2011,7,4,841090000,841090,84,KG,1518450,856981,0.564378807,KG,9195,20760,2.257748777,836221,-1.693369969,0.952696752,-0.600033102
2012,7,4,841090000,841090,84,KG,2737317,1616876,0.590679121,KG,73777,207703,2.815281185,1409173,-2.224602064,0.772327753,-0.653149733
2013,7,4,841090000,841090,84,KG,1282369,951240,0.741783371,KG,37395,200770,5.368899586,750470,-4.627116214,0.651443998,-0.757217523
2014,7,4,841090000,841090,84,KG,769487,648680,0.843003196,KG,228084,374108,1.64022027,274572,-0.797217074,0.26845446,-0.321041213
2009,3,3,841111000,841111,84,,,,,KG,70,399,5.7,-399,-5.7,-1,-1
2011,3,3,841122000,841122,84,,,,,KG,3145,6062,1.927503975,-6062,-1.927503975,-1,-1
2012,3,3,841122000,841122,84,,,,,KG,700,1195,1.707142857,-1195,-1.707142857,-1,-1
