year,tech,type,HS,HS6,HS2,export_unit,export_num,export_value,export_average,import_unit,import_num,import_value,import_average,diff_value,diff_ratio,average_value,average_ratio
2005,7,3,841013000,841013,84,KG,440690,227160,0.515464385,,,,,227160,1,0.515464385,1
2006,7,3,841013000,841013,84,KG,85410,50569,0.592073528,,,,,50569,1,0.592073528,1
2008,7,3,841013000,841013,84,KG,40437,20981,0.518856493,,,,,20981,1,0.518856493,1
1994,7,4,841090000,841090,84,KG,72084,22527,0.312510405,KG,134208,48281,0.359747556,-25754,-0.363715964,-0.047237152,-0.070266407
1995,7,4,841090000,841090,84,KG,64585,27163,0.420577533,KG,417000,220771,0.529426859,-193608,-0.780885236,-0.108849325,-0.114577707
1996,7,4,841090000,841090,84,KG,158172,111959,0.707830716,KG,337237,483436,1.433520047,-371477,-0.623916896,-0.725689331,-0.338893255
1997,7,4,841090000,841090,84,KG,322515,164771,0.510894067,KG,615959,329755,0.535352191,-164984,-0.333620477,-0.024458124,-0.023377024
1998,7,4,841090000,841090,84,KG,195798,67416,0.344314038,KG,38070,125330,3.292093512,-57914,-0.300467973,-2.947779474,-0.810629566
1999,7,4,841090000,841090,84,KG,46914,33453,0.713070725,KG,18091,104682,5.786413134,-71229,-0.515647736,-5.073342408,-0.780576199
2000,7,4,841090000,841090,84,KG,71250,36509,0.512407018,KG,123248,194865,1.581080423,-158356,-0.684415708,-1.068673406,-0.510475193
2001,7,4,841090000,841090,84,KG,281915,110561,0.392178494,KG,9400,32158,3.42106383,78403,0.549352224,-3.028885336,-0.79430707
2002,7,4,841090000,841090,84,KG,193872,87679,0.452252001,KG,11981,51248,4.277439279,36431,0.262231244,-3.825187278,-0.808760456
2003,7,4,841090000,841090,84,KG,34296,20522,0.59837882,KG,10490,72222,6.884842707,-51700,-0.55744846,-6.286463888,-0.840074541
2004,7,4,841090000,841090,84,KG,623942,322760,0.517291671,KG,62480,92460,1.479833547,230300,0.55464573,-0.962541875,-0.481963708
2005,7,4,841090000,841090,84,KG,1242956,716531,0.576473343,KG,967194,1235975,1.277897712,-519444,-0.266039643,-0.70142437,-0.378254594
2006,7,4,841090000,841090,84,KG,610317,425709,0.697521124,KG,1014385,589526,0.581165928,-163817,-0.1613587,0.116355196,0.090995835
2007,7,4,841090000,841090,84,KG,391404,499503,1.276182665,KG,966921,1043866,1.079577339,-544363,-0.352710855,0.196605327,0.083457282
2008,7,4,841090000,841090,84,KG,811307,839825,1.035150689,KG,478776,1192884,2.491528397,-353059,-0.173688905,-1.456377708,-0.412960089
2009,7,4,841090000,841090,84,KG,522627,675710,1.292910623,KG,55911,126030,2.254118152,549680,0.685608801,-0.961207529,-0.270989493
2010,7,4,841090000,841090,84,KG,629998,549082,0.871561497,KG,65052,78207,1.202222837,470875,0.750650816,-0.33066134,-0.159448278
2011,7,4,841090000,841090,84,KG,1518450,856981,0.564378807,KG,9195,20760,2.257748777,836221,0.952696752,-1.693369969,-0.600033102
2012,7,4,841090000,841090,84,KG,2737317,1616876,0.590679121,KG,73777,207703,2.815281185,1409173,0.772327753,-2.224602064,-0.653149733
2013,7,4,841090000,841090,84,KG,1282369,951240,0.741783371,KG,37395,200770,5.368899586,750470,0.651443998,-4.627116214,-0.757217523
2014,7,4,841090000,841090,84,KG,769487,648680,0.843003196,KG,228084,374108,1.64022027,274572,0.26845446,-0.797217074,-0.321041213
2002,3,3,841111000,841111,84,,,,,KG,30,589,19.63333333,-589,-1,-19.63333333,-1
2005,3,3,841111000,841111,84,,,,,KG,480,3429,7.14375,-3429,-1,-7.14375,-1
2006,3,3,841111000,841111,84,,,,,KG,394,3000,7.614213198,-3000,-1,-7.614213198,-1
2009,3,3,841111000,841111,84,,,,,KG,70,399,5.7,-399,-1,-5.7,-1
1997,3,3,841112000,841112,84,KG,2028,235062,115.908284,,,,,235062,1,115.908284,1
2005,3,3,841112000,841112,84,,,,,KG,1200,18329,15.27416667,-18329,-1,-15.27416667,-1
2003,3,3,841121000,841121,84,,,,,KG,139,265,1.90647482,-265,-1,-1.90647482,-1
2011,3,3,841122000,841122,84,,,,,KG,3145,6062,1.927503975,-6062,-1,-1.927503975,-1
2012,3,3,841122000,841122,84,,,,,KG,700,1195,1.707142857,-1195,-1,-1.707142857,-1
2013,3,3,841122000,841122,84,,,,,KG,600,1594,2.656666667,-1594,-1,-2.656666667,-1
1995,3,3,841181000,841181,84,,,,,KG,180,266,1.477777778,-266,-1,-1.477777778,-1
1996,3,3,841181000,841181,84,,,,,KG,36770,529240,14.39325537,-529240,-1,-14.39325537,-1
1997,3,3,841181000,841181,84,,,,,KG,680,7887,11.59852941,-7887,-1,-11.59852941,-1
2000,3,3,841181000,841181,84,,,,,KG,95,6300,66.31578947,-6300,-1,-66.31578947,-1
2004,3,3,841181000,841181,84,,,,,KG,5568,14243,2.558010057,-14243,-1,-2.558010057,-1
2005,3,3,841181000,841181,84,,,,,KG,1225,6487,5.295510204,-6487,-1,-5.295510204,-1
2007,3,3,841181000,841181,84,,,,,KG,23498,113287,4.821133714,-113287,-1,-4.821133714,-1
2010,3,3,841181000,841181,84,,,,,KG,575,7910,13.75652174,-7910,-1,-13.75652174,-1
2007,3,3,841181090,841181,84,KG,220,508,2.309090909,,,,,508,1,2.309090909,1
1994,3,3,841182000,841182,84,,,,,KG,115285,377297,3.272732793,-377297,-1,-3.272732793,-1
2001,3,3,841182000,841182,84,KG,74420,46566,0.625718893,,,,,46566,1,0.625718893,1
2003,3,3,841182000,841182,84,,,,,KG,62660,229890,3.66884775,-229890,-1,-3.66884775,-1
2004,3,3,841182000,841182,84,,,,,KG,395100,2629180,6.654467223,-2629180,-1,-6.654467223,-1
2005,3,3,841182000,841182,84,,,,,KG,1361905,7833674,5.751997386,-7833674,-1,-5.751997386,-1
2006,3,3,841182000,841182,84,,,,,KG,911697,7173787,7.868608759,-7173787,-1,-7.868608759,-1
2007,3,3,841182000,841182,84,,,,,KG,795890,8179482,10.27715137,-8179482,-1,-10.27715137,-1
2008,3,3,841182000,841182,84,KG,37585,24899,0.662471731,KG,316094,1002612,3.171879251,-977713,-0.951535312,-2.50940752,-0.654454308
2009,3,3,841182000,841182,84,KG,86058,84021,0.976329917,KG,409127,2986818,7.300466603,-2902797,-0.945278147,-6.324136686,-0.764080242
2010,3,3,841182000,841182,84,,,,,KG,349,444,1.272206304,-444,-1,-1.272206304,-1
2012,3,3,841182000,841182,84,,,,,KG,113000,584823,5.175424779,-584823,-1,-5.175424779,-1
2013,3,3,841182000,841182,84,,,,,KG,411060,3079938,7.492672603,-3079938,-1,-7.492672603,-1
1994,3,1,841191000,841191,84,KG,1,276,276,,,,,276,1,276,1
1995,3,1,841191000,841191,84,KG,686,115475,168.3309038,KG,33,252,7.636363636,115223,0.995644923,160.6945402,0.913206999
1996,3,1,841191000,841191,84,KG,199,23028,115.718593,KG,184,25310,137.5543478,-2282,-0.047209235,-21.83575486,-0.086214322
1997,3,1,841191000,841191,84,KG,1651,82865,50.19079346,KG,9,2361,262.3333333,80504,0.944594373,-212.1425399,-0.67880372
1998,3,1,841191000,841191,84,KG,235,30492,129.7531915,KG,191,50014,261.8534031,-19522,-0.242491243,-132.1002117,-0.337328874
1999,3,1,841191000,841191,84,KG,45,5633,125.1777778,KG,58,11010,189.8275862,-5377,-0.323078772,-64.64980843,-0.205233992
2000,3,1,841191000,841191,84,KG,120,13657,113.8083333,KG,24,7740,322.5,5917,0.276534094,-208.6916667,-0.478312356
2001,3,1,841191000,841191,84,KG,209,13376,64,KG,80,19632,245.4,-6256,-0.189529811,-181.4,-0.586296057
2002,3,1,841191000,841191,84,KG,1074,119268,111.0502793,KG,124,34400,277.4193548,84868,0.552281542,-166.3690755,-0.428267903
2003,3,1,841191000,841191,84,KG,2202,128261,58.24750227,KG,275,63307,230.2072727,64954,0.33906498,-171.9597705,-0.596141182
2004,3,1,841191000,841191,84,KG,7166,111004,15.4903712,KG,3630,86045,23.70385675,24959,0.126663926,-8.213485552,-0.209558549
2005,3,1,841191000,841191,84,KG,1734,119969,69.18627451,KG,301,26376,87.62790698,93593,0.639536711,-18.44163247,-0.117601816
2006,3,1,841191000,841191,84,KG,449,51190,114.0089087,KG,393,24794,63.08905852,26396,0.347388924,50.91985016,0.287523629
2007,3,1,841191000,841191,84,KG,2232,163577,73.28718638,KG,1955,478920,244.971867,-315343,-0.490808517,-171.6846806,-0.539449479
2008,3,1,841191000,841191,84,KG,3987,260773,65.40581891,KG,3712,933868,251.580819,-673095,-0.563428679,-186.1750001,-0.587327596
2009,3,1,841191000,841191,84,KG,18333,367699,20.05667376,KG,2882,603872,209.5322693,-236173,-0.243083624,-189.4755955,-0.825281884
2010,3,1,841191000,841191,84,KG,84348,367050,4.351614739,KG,2344,598406,255.2926621,-231356,-0.239633914,-250.9410474,-0.96648018
2011,3,1,841191000,841191,84,KG,142144,551106,3.877096466,KG,2866,709753,247.6458479,-158647,-0.125824537,-243.7687514,-0.969171031
2012,3,1,841191000,841191,84,KG,13442,323569,24.07149234,KG,2374,675325,284.4671441,-351756,-0.352145473,-260.3956517,-0.843964486
2013,3,1,841191000,841191,84,KG,31102,627273,20.16825285,KG,1431,520986,364.0712788,106287,0.092563612,-343.903026,-0.895022499
2014,3,1,841191000,841191,84,KG,31472,1445585,45.93241612,KG,827,377393,456.3397823,1068192,0.585959896,-410.4073662,-0.817101499
1994,3,1,841199000,841199,84,,,,,KG,2878,19432,6.751911049,-19432,-1,-6.751911049,-1
1995,3,1,841199000,841199,84,,,,,KG,195,47329,242.7128205,-47329,-1,-242.7128205,-1
1996,3,1,841199000,841199,84,,,,,KG,9083,20059,2.208411318,-20059,-1,-2.208411318,-1
1997,3,1,841199000,841199,84,,,,,KG,10737,12095,1.126478532,-12095,-1,-1.126478532,-1
1998,3,1,841199000,841199,84,,,,,KG,1239,15874,12.81194512,-15874,-1,-12.81194512,-1
1999,3,1,841199000,841199,84,,,,,KG,6913,55320,8.00231448,-55320,-1,-8.00231448,-1
2000,3,1,841199000,841199,84,,,,,KG,38837,61907,1.594021165,-61907,-1,-1.594021165,-1
2001,3,1,841199000,841199,84,,,,,KG,83035,39172,0.471752875,-39172,-1,-0.471752875,-1
2002,3,1,841199000,841199,84,,,,,KG,18497,61930,3.348110504,-61930,-1,-3.348110504,-1
2003,3,1,841199000,841199,84,,,,,KG,916,16735,18.26965066,-16735,-1,-18.26965066,-1
2004,3,1,841199000,841199,84,,,,,KG,956213,8130894,8.5032247,-8130894,-1,-8.5032247,-1
2005,3,1,841199000,841199,84,,,,,KG,1701052,16725485,9.832436045,-16725485,-1,-9.832436045,-1
2006,3,1,841199000,841199,84,,,,,KG,1609386,16455058,10.22443217,-16455058,-1,-10.22443217,-1
2007,3,1,841199000,841199,84,,,,,KG,2367915,17161850,7.247663028,-17161850,-1,-7.247663028,-1
2008,3,1,841199000,841199,84,,,,,KG,678552,10290902,15.16597402,-10290902,-1,-15.16597402,-1
2009,3,1,841199000,841199,84,,,,,KG,1145033,11496613,10.04042067,-11496613,-1,-10.04042067,-1
2010,3,1,841199000,841199,84,,,,,KG,781776,12648287,16.17891442,-12648287,-1,-16.17891442,-1
2011,3,1,841199000,841199,84,,,,,KG,1264180,13898036,10.99371608,-13898036,-1,-10.99371608,-1
2012,3,1,841199000,841199,84,,,,,KG,1392197,19833907,14.2464802,-19833907,-1,-14.2464802,-1
2013,3,1,841199000,841199,84,,,,,KG,1510099,26265255,17.39306827,-26265255,-1,-17.39306827,-1
2014,3,1,841199000,841199,84,,,,,KG,566035,13224627,23.36362062,-13224627,-1,-23.36362062,-1
1998,3,1,841199010,841199,84,KG,0,678,,,,,,678,1,,
1999,3,1,841199010,841199,84,KG,12,4965,413.75,,,,,4965,1,413.75,1
2000,3,1,841199010,841199,84,KG,28,8515,304.1071429,,,,,8515,1,304.1071429,1
2001,3,1,841199010,841199,84,KG,14,6155,439.6428571,,,,,6155,1,439.6428571,1
2002,3,1,841199010,841199,84,KG,28,11964,427.2857143,,,,,11964,1,427.2857143,1
2003,3,1,841199010,841199,84,KG,17,7039,414.0588235,,,,,7039,1,414.0588235,1
2004,3,1,841199010,841199,84,KG,52,11656,224.1538462,,,,,11656,1,224.1538462,1
2005,3,1,841199010,841199,84,KG,8013,21938,2.737801073,,,,,21938,1,2.737801073,1
2006,3,1,841199010,841199,84,KG,107,15330,143.271028,,,,,15330,1,143.271028,1
2007,3,1,841199010,841199,84,KG,146,40569,277.869863,,,,,40569,1,277.869863,1
2008,3,1,841199010,841199,84,KG,165,34012,206.1333333,,,,,34012,1,206.1333333,1
2009,3,1,841199010,841199,84,KG,57,33980,596.1403509,,,,,33980,1,596.1403509,1
2010,3,1,841199010,841199,84,KG,20,7717,385.85,,,,,7717,1,385.85,1
2011,3,1,841199010,841199,84,KG,51,25259,495.2745098,,,,,25259,1,495.2745098,1
2012,3,1,841199010,841199,84,KG,133,29873,224.6090226,,,,,29873,1,224.6090226,1
2013,3,1,841199010,841199,84,KG,37,45016,1216.648649,,,,,45016,1,1216.648649,1
2014,3,1,841199010,841199,84,KG,17,20800,1223.529412,,,,,20800,1,1223.529412,1
1995,3,1,841199090,841199,84,KG,7120,3258,0.45758427,,,,,3258,1,0.45758427,1
1996,3,1,841199090,841199,84,KG,27246,9625,0.353262864,,,,,9625,1,0.353262864,1
1997,3,1,841199090,841199,84,KG,239097,121390,0.507701895,,,,,121390,1,0.507701895,1
1998,3,1,841199090,841199,84,KG,73620,37345,0.507267047,,,,,37345,1,0.507267047,1
1999,3,1,841199090,841199,84,KG,81020,90383,1.115564058,,,,,90383,1,1.115564058,1
2000,3,1,841199090,841199,84,KG,171954,267472,1.555485769,,,,,267472,1,1.555485769,1
2001,3,1,841199090,841199,84,KG,286679,422264,1.472950582,,,,,422264,1,1.472950582,1
2002,3,1,841199090,841199,84,KG,333526,366700,1.09946451,,,,,366700,1,1.09946451,1
2003,3,1,841199090,841199,84,KG,140402,151058,1.075896355,,,,,151058,1,1.075896355,1
2004,3,1,841199090,841199,84,KG,6323,13108,2.073066582,,,,,13108,1,2.073066582,1
2005,3,1,841199090,841199,84,KG,113378,74075,0.653345446,,,,,74075,1,0.653345446,1
2006,3,1,841199090,841199,84,KG,596175,1231067,2.064942341,,,,,1231067,1,2.064942341,1
2007,3,1,841199090,841199,84,KG,1232290,1400810,1.136753524,,,,,1400810,1,1.136753524,1
2008,3,1,841199090,841199,84,KG,1148631,3075121,2.677205299,,,,,3075121,1,2.677205299,1
2009,3,1,841199090,841199,84,KG,919305,1306971,1.42169465,,,,,1306971,1,1.42169465,1
2010,3,1,841199090,841199,84,KG,958924,1748943,1.823859868,,,,,1748943,1,1.823859868,1
2011,3,1,841199090,841199,84,KG,1048628,1285450,1.225839859,,,,,1285450,1,1.225839859,1
2012,3,1,841199090,841199,84,KG,1558389,2662882,1.708740244,,,,,2662882,1,1.708740244,1
2013,3,1,841199090,841199,84,KG,631133,753776,1.194321957,,,,,753776,1,1.194321957,1
2014,3,1,841199090,841199,84,KG,901044,1608416,1.785058221,,,,,1608416,1,1.785058221,1
1995,3,3,841210000,841210,84,,,,,KG,2060,8945,4.34223301,-8945,-1,-4.34223301,-1
1997,3,3,841210000,841210,84,,,,,KG,230,2000,8.695652174,-2000,-1,-8.695652174,-1
2005,3,3,841210000,841210,84,,,,,KG,12,1930,160.8333333,-1930,-1,-160.8333333,-1
2006,3,3,841210000,841210,84,,,,,KG,120,233,1.941666667,-233,-1,-1.941666667,-1
2007,3,3,841210000,841210,84,,,,,KG,6360,6523,1.025628931,-6523,-1,-1.025628931,-1
2009,3,3,841210000,841210,84,,,,,KG,2360,3381,1.432627119,-3381,-1,-1.432627119,-1
2011,3,3,841210000,841210,84,,,,,KG,28,272,9.714285714,-272,-1,-9.714285714,-1
1994,3,3,841229000,841229,84,KG,560,275,0.491071429,KG,60464,187651,3.103516142,-187376,-0.997073316,-2.612444713,-0.726771754
1995,3,3,841229000,841229,84,KG,358,780,2.17877095,KG,76840,230637,3.001522644,-229857,-0.993258922,-0.822751695,-0.158823372
1996,3,3,841229000,841229,84,KG,8550,4804,0.561871345,KG,335095,562895,1.679807219,-558091,-0.983075538,-1.117935874,-0.498704806
1997,3,3,841229000,841229,84,KG,9481,9583,1.010758359,KG,636192,868688,1.365449424,-859105,-0.978177578,-0.354691065,-0.149267698
1998,3,3,841229000,841229,84,KG,12209,8410,0.688836105,KG,241835,431166,1.782893295,-422756,-0.961735855,-1.094057191,-0.442628222
1999,3,3,841229000,841229,84,KG,13543,9768,0.721258215,KG,152650,293418,1.922161808,-283650,-0.935564307,-1.200903593,-0.454299197
2000,3,3,841229000,841229,84,KG,14453,11284,0.780737563,KG,263416,436800,1.658213624,-425516,-0.949634444,-0.877476061,-0.359775983
2001,3,3,841229000,841229,84,KG,6746,9903,1.467981026,KG,289248,470209,1.625625761,-460306,-0.958747126,-0.157644735,-0.050958233
2002,3,3,841229000,841229,84,KG,2096,9793,4.672232824,KG,528157,768361,1.454796585,-758568,-0.974830175,3.217436239,0.525121723
2003,3,3,841229000,841229,84,KG,2425,7919,3.26556701,KG,1403007,1821911,1.298575845,-1813992,-0.991344551,1.966991166,0.43096617
2004,3,3,841229000,841229,84,KG,35548,83990,2.362720828,KG,1472915,1967425,1.335735599,-1883435,-0.918115057,1.026985229,0.277679418
2005,3,3,841229000,841229,84,KG,18630,136772,7.341492217,KG,1920932,2797740,1.456449265,-2660968,-0.90678382,5.885042952,0.668911354
2006,3,3,841229000,841229,84,KG,46398,207571,4.473705763,KG,4246031,5212551,1.227629049,-5004980,-0.923407259,3.246076714,0.569353813
2007,3,3,841229000,841229,84,KG,85571,336436,3.93165909,KG,6285230,8096526,1.28818293,-7760090,-0.920209293,2.64347616,0.506428384
2008,3,3,841229000,841229,84,KG,126322,564451,4.468350723,KG,8587522,11423988,1.330300871,-10859537,-0.905834112,3.138049851,0.541168891
2009,3,3,841229000,841229,84,KG,56446,464756,8.23363923,KG,12256193,15380833,1.254943766,-14916077,-0.941339385,6.978695464,0.735483419
2010,3,3,841229000,841229,84,KG,148054,698235,4.716083321,KG,20639682,25883274,1.254053914,-25185039,-0.947464608,3.462029407,0.579891093
2011,3,3,841229000,841229,84,KG,190772,693640,3.635963349,KG,29470235,36725423,1.246186975,-36031783,-0.962925849,2.389776374,0.489492583
2012,3,3,841229000,841229,84,KG,220156,671256,3.049001617,KG,16890211,22051632,1.305586532,-21380376,-0.940918073,1.743415085,0.400362796
2013,3,3,841229000,841229,84,KG,243643,744811,3.056976806,KG,8549674,12912004,1.51023349,-12167193,-0.890924641,1.546743317,0.338662601
2014,3,3,841229000,841229,84,KG,314919,789701,2.507632121,KG,6112722,10148224,1.660180849,-9358523,-0.855603142,0.847451272,0.203332366
1994,4,4,841311000,841311,84,,,,,KG,14248,40598,2.849382369,-40598,-1,-2.849382369,-1
1995,4,4,841311000,841311,84,,,,,KG,16674,60627,3.636020151,-60627,-1,-3.636020151,-1
1996,4,4,841311000,841311,84,,,,,KG,3106,8103,2.608821636,-8103,-1,-2.608821636,-1
1997,4,4,841311000,841311,84,KG,180,321,1.783333333,KG,27441,74334,2.708866295,-74013,-0.991400442,-0.925532962,-0.206031129
1998,4,4,841311000,841311,84,,,,,KG,10737,40604,3.781689485,-40604,-1,-3.781689485,-1
1999,4,4,841311000,841311,84,,,,,KG,8552,22455,2.62570159,-22455,-1,-2.62570159,-1
2000,4,4,841311000,841311,84,KG,448,295,0.658482143,KG,8139,22502,2.76471311,-22207,-0.974119402,-2.106230967,-0.615282159
2001,4,4,841311000,841311,84,,,,,KG,6677,8506,1.273925416,-8506,-1,-1.273925416,-1
2002,4,4,841311000,841311,84,KG,450,4236,9.413333333,KG,54238,104687,1.930141229,-100451,-0.922220284,7.483192104,0.659691355
2003,4,4,841311000,841311,84,,,,,KG,2151,10638,4.945606695,-10638,-1,-4.945606695,-1
2004,4,4,841311000,841311,84,,,,,KG,18080,49467,2.736006637,-49467,-1,-2.736006637,-1
2005,4,4,841311000,841311,84,KG,649,644,0.99229584,KG,12746,47441,3.722030441,-46797,-0.9732141,-2.729734601,-0.57902963
2006,4,4,841311000,841311,84,KG,2428,3265,1.344728171,KG,11094,44808,4.038939968,-41543,-0.864164916,-2.694211796,-0.500441656
2007,4,4,841311000,841311,84,,,,,KG,45977,102037,2.219305305,-102037,-1,-2.219305305,-1
2008,4,4,841311000,841311,84,KG,1290,6538,5.068217054,KG,2801,13433,4.795787219,-6895,-0.345250613,0.272429835,0.027618584
2009,4,4,841311000,841311,84,KG,506,761,1.503952569,KG,5927,11906,2.00877341,-11145,-0.879845267,-0.504820841,-0.14371199
2010,4,4,841311000,841311,84,KG,2424,5864,2.419141914,KG,2128,8664,4.071428571,-2800,-0.192731278,-1.652286657,-0.254567247
2011,4,4,841311000,841311,84,KG,9033,13272,1.469279309,KG,1340,11251,8.396268657,2021,0.082412429,-6.926989348,-0.702139341
2012,4,4,841311000,841311,84,KG,11186,8250,0.737529054,KG,2709,8380,3.093392396,-130,-0.007817198,-2.355863342,-0.61495997
2013,4,4,841311000,841311,84,KG,19801,11720,0.591889299,KG,1246,8210,6.589085072,3510,0.176116407,-5.997195774,-0.8351507
2014,4,4,841311000,841311,84,KG,5360,3321,0.619589552,KG,166,2473,14.89759036,848,0.146358302,-14.27800081,-0.920141475
1994,3,3,841330000,841330,84,,,,,KG,427618,1476437,3.452700775,-1476437,-1,-3.452700775,-1
1995,3,3,841330000,841330,84,,,,,KG,414488,1757300,4.239688483,-1757300,-1,-4.239688483,-1
1996,3,3,841330000,841330,84,,,,,KG,551906,2299134,4.165807221,-2299134,-1,-4.165807221,-1
1997,3,3,841330000,841330,84,,,,,KG,460006,1626815,3.536508219,-1626815,-1,-3.536508219,-1
1998,3,3,841330000,841330,84,,,,,KG,348632,1110159,3.184329035,-1110159,-1,-3.184329035,-1
1999,3,3,841330000,841330,84,,,,,KG,424931,1419423,3.340361141,-1419423,-1,-3.340361141,-1
2000,3,3,841330000,841330,84,,,,,KG,583692,1863163,3.192031071,-1863163,-1,-3.192031071,-1
2001,3,3,841330000,841330,84,,,,,KG,688633,2445552,3.55131398,-2445552,-1,-3.55131398,-1
2002,3,3,841330000,841330,84,,,,,KG,990932,2816534,2.842308049,-2816534,-1,-2.842308049,-1
2003,3,3,841330000,841330,84,,,,,KG,1315187,3867525,2.940665472,-3867525,-1,-2.940665472,-1
2004,3,3,841330000,841330,84,,,,,KG,1878380,5666347,3.016613784,-5666347,-1,-3.016613784,-1
2005,3,3,841330000,841330,84,,,,,KG,2153793,6564870,3.048050579,-6564870,-1,-3.048050579,-1
2006,3,3,841330000,841330,84,,,,,KG,2998813,10480286,3.494811447,-10480286,-1,-3.494811447,-1
2007,3,3,841330000,841330,84,,,,,KG,4211913,14383022,3.414843089,-14383022,-1,-3.414843089,-1
2008,3,3,841330000,841330,84,,,,,KG,6474026,24602142,3.800130244,-24602142,-1,-3.800130244,-1
2009,3,3,841330000,841330,84,,,,,KG,5151744,17994015,3.49280069,-17994015,-1,-3.49280069,-1
2010,3,3,841330000,841330,84,,,,,KG,5757318,19801846,3.439421967,-19801846,-1,-3.439421967,-1
2011,3,3,841330000,841330,84,,,,,KG,3762911,14880234,3.954447501,-14880234,-1,-3.954447501,-1
2012,3,3,841330000,841330,84,,,,,KG,2360160,10274904,4.35347773,-10274904,-1,-4.35347773,-1
2013,3,3,841330000,841330,84,,,,,KG,2493539,13578982,5.445666581,-13578982,-1,-5.445666581,-1
2014,3,3,841330000,841330,84,,,,,KG,2761878,17985060,6.511895167,-17985060,-1,-6.511895167,-1
1994,3,3,841330010,841330,84,KG,16011,2427,0.151583286,,,,,2427,1,0.151583286,1
1995,3,3,841330010,841330,84,KG,480,449,0.935416667,,,,,449,1,0.935416667,1
1996,3,3,841330010,841330,84,KG,1027,2118,2.062317429,,,,,2118,1,2.062317429,1
1997,3,3,841330010,841330,84,KG,479,1130,2.35908142,,,,,1130,1,2.35908142,1
1998,3,3,841330010,841330,84,KG,4575,13124,2.86863388,,,,,13124,1,2.86863388,1
1999,3,3,841330010,841330,84,KG,490,1148,2.342857143,,,,,1148,1,2.342857143,1
2000,3,3,841330010,841330,84,KG,1116,2584,2.315412186,,,,,2584,1,2.315412186,1
2001,3,3,841330010,841330,84,KG,22,281,12.77272727,,,,,281,1,12.77272727,1
2002,3,3,841330010,841330,84,KG,38042,25199,0.662399453,,,,,25199,1,0.662399453,1
2003,3,3,841330010,841330,84,KG,110285,75708,0.686475949,,,,,75708,1,0.686475949,1
2004,3,3,841330010,841330,84,KG,89752,102794,1.145311525,,,,,102794,1,1.145311525,1
