"","year","tech","type","HS","HS6","HS2","export_unit","export_num","export_value","export_average","import_unit","import_num","import_value","import_average","diff_value","average_value","diff_ratio","average_ratio"
"87",2010,6,1,820720900,820720,82,1,NA,NA,NA,3,133089,1413953,10.62411619,-1413953,-10.62411619,-1,-1
"88",2011,6,1,820720900,820720,82,1,NA,NA,NA,3,213571,1522216,7.127447078,-1522216,-7.127447078,-1,-1
"89",2012,6,1,820720900,820720,82,1,NA,NA,NA,3,150973,1560205,10.3343313,-1560205,-10.3343313,-1,-1
"90",2013,6,1,820720900,820720,82,1,NA,NA,NA,3,133651,1522160,11.38906555,-1522160,-11.38906555,-1,-1
"91",2014,6,1,820720900,820720,82,1,NA,NA,NA,3,127363,1698266,13.33406091,-1698266,-13.33406091,-1,-1
"92",2008,4,4,820750010,820750,82,2,168870,396959,2.350678036,1,NA,NA,NA,396959,2.350678036,1,1
"93",2009,4,4,820750010,820750,82,2,90965,241596,2.655922608,1,NA,NA,NA,241596,2.655922608,1,1
"94",2010,4,4,820750010,820750,82,2,148763,313869,2.109859306,1,NA,NA,NA,313869,2.109859306,1,1
"95",2011,4,4,820750010,820750,82,2,132239,270366,2.044525443,1,NA,NA,NA,270366,2.044525443,1,1
"96",2012,4,4,820750010,820750,82,2,200684,409169,2.038872058,1,NA,NA,NA,409169,2.038872058,1,1
"97",2013,4,4,820750010,820750,82,2,240721,653277,2.713834688,1,NA,NA,NA,653277,2.713834688,1,1
"98",2014,4,4,820750010,820750,82,2,211877,676397,3.192404084,1,NA,NA,NA,676397,3.192404084,1,1
"99",2008,4,4,820750090,820750,82,2,500639,3174762,6.341419666,1,NA,NA,NA,3174762,6.341419666,1,1
"100",2009,4,4,820750090,820750,82,2,562454,1812784,3.22299068,1,NA,NA,NA,1812784,3.22299068,1,1
"101",2010,4,4,820750090,820750,82,2,572059,2026742,3.542889807,1,NA,NA,NA,2026742,3.542889807,1,1
"102",2011,4,4,820750090,820750,82,2,591556,1818753,3.074523798,1,NA,NA,NA,1818753,3.074523798,1,1
"103",2012,4,4,820750090,820750,82,2,574070,1837371,3.200604456,1,NA,NA,NA,1837371,3.200604456,1,1
"104",2013,4,4,820750090,820750,82,2,672941,2166050,3.218781438,1,NA,NA,NA,2166050,3.218781438,1,1
"105",2014,4,4,820750090,820750,82,2,635340,2526386,3.976431517,1,NA,NA,NA,2526386,3.976431517,1,1
"106",2008,4,4,820750100,820750,82,1,NA,NA,NA,3,89433,1576997,17.63327854,-1576997,-17.63327854,-1,-1
"107",2009,4,4,820750100,820750,82,1,NA,NA,NA,3,65104,1031410,15.84249816,-1031410,-15.84249816,-1,-1
"108",2010,4,4,820750100,820750,82,1,NA,NA,NA,3,78545,1163466,14.81273156,-1163466,-14.81273156,-1,-1
"109",2011,4,4,820750100,820750,82,1,NA,NA,NA,3,148688,1580784,10.63155063,-1580784,-10.63155063,-1,-1
"110",2012,4,4,820750100,820750,82,1,NA,NA,NA,3,82989,1389469,16.74280929,-1389469,-16.74280929,-1,-1
"111",2013,4,4,820750100,820750,82,1,NA,NA,NA,3,113612,1257748,11.07055593,-1257748,-11.07055593,-1,-1
"112",2014,4,4,820750100,820750,82,1,NA,NA,NA,3,99496,1623030,16.31251508,-1623030,-16.31251508,-1,-1
"113",2008,4,4,820750200,820750,82,1,NA,NA,NA,3,22152,458954,20.71840014,-458954,-20.71840014,-1,-1
"114",2009,4,4,820750200,820750,82,1,NA,NA,NA,3,11805,139332,11.80279543,-139332,-11.80279543,-1,-1
"115",2010,4,4,820750200,820750,82,1,NA,NA,NA,3,19104,311904,16.32663317,-311904,-16.32663317,-1,-1
"116",2011,4,4,820750200,820750,82,1,NA,NA,NA,3,22253,367671,16.5223116,-367671,-16.5223116,-1,-1
"117",2012,4,4,820750200,820750,82,1,NA,NA,NA,3,26437,442001,16.71903015,-442001,-16.71903015,-1,-1
"118",2013,4,4,820750200,820750,82,1,NA,NA,NA,3,20395,475403,23.30978181,-475403,-23.30978181,-1,-1
"119",2014,4,4,820750200,820750,82,1,NA,NA,NA,3,24031,660440,27.48283467,-660440,-27.48283467,-1,-1
"120",2008,4,4,820750900,820750,82,1,NA,NA,NA,3,57884,1116430,19.28736784,-1116430,-19.28736784,-1,-1
"121",2009,4,4,820750900,820750,82,1,NA,NA,NA,3,29416,657984,22.36823497,-657984,-22.36823497,-1,-1
"122",2010,4,4,820750900,820750,82,1,NA,NA,NA,3,40204,998507,24.83601134,-998507,-24.83601134,-1,-1
"123",2011,4,4,820750900,820750,82,1,NA,NA,NA,3,44574,1054750,23.66289765,-1054750,-23.66289765,-1,-1
"124",2012,4,4,820750900,820750,82,1,NA,NA,NA,3,30650,901978,29.42831974,-901978,-29.42831974,-1,-1
"125",2013,4,4,820750900,820750,82,1,NA,NA,NA,3,31597,950749,30.0898503,-950749,-30.0898503,-1,-1
"126",2014,4,4,820750900,820750,82,1,NA,NA,NA,3,39714,1244396,31.33393765,-1244396,-31.33393765,-1,-1
"127",2008,4,3,830140000,830140,83,2,4231333,3818490,0.902431929,3,237524,575302,2.422079453,3243188,-1.519647524,0.738129616,-0.457104022
"128",2009,4,3,830140000,830140,83,2,3465489,2658860,0.767239486,3,116238,289364,2.489409659,2369496,-1.722170173,0.803702839,-0.528816614
"129",2010,4,3,830140000,830140,83,2,3732429,2862272,0.76686576,3,200001,696371,3.481837591,2165901,-2.714971831,0.608631155,-0.63901186
"130",2011,4,3,830140000,830140,83,2,4226404,3282905,0.776760811,3,225732,629369,2.788124856,2653536,-2.011364045,0.678259243,-0.564215583
"131",2012,4,3,830140000,830140,83,2,3846918,3357021,0.872652081,3,132942,456758,3.435768982,2900263,-2.5631169,0.760469602,-0.594908637
"132",2013,4,3,830140000,830140,83,2,3404278,3546526,1.041785072,3,105214,370791,3.524160283,3175735,-2.482375211,0.810691348,-0.543671686
"133",2014,4,3,830140000,830140,83,2,3442999,3983527,1.156993365,3,95774,383462,4.003821496,3600065,-2.846828131,0.824381513,-0.551623766
"134",2008,4,4,830300000,830300,83,2,1130875,524442,0.463748867,3,362175,358807,0.990700628,165635,-0.526951761,0.187529224,-0.362303238
"135",2009,4,4,830300000,830300,83,2,1207072,598313,0.495673,3,212806,252395,1.186033289,345918,-0.690360288,0.406623659,-0.410511807
"136",2010,4,4,830300000,830300,83,2,1069032,513004,0.479877122,3,271041,298152,1.100025457,214852,-0.620148335,0.264871369,-0.392523148
"137",2011,4,4,830300000,830300,83,2,1154213,465451,0.403262656,3,221891,252764,1.139135882,212687,-0.735873226,0.296132774,-0.477096683
"138",2012,4,4,830300000,830300,83,2,1108516,423106,0.381686868,3,361207,411994,1.140603587,11112,-0.75891672,0.013306191,-0.498536082
"139",2013,4,4,830300000,830300,83,2,1073417,503761,0.469305964,3,246532,344882,1.398934013,158879,-0.929628049,0.187215354,-0.49759563
"140",2014,4,4,830300000,830300,83,2,915274,519752,0.567864924,3,203415,216439,1.064026743,303313,-0.49616182,0.412003135,-0.304040905
"141",2008,6,1,830710000,830710,83,2,3219112,2948038,0.915792305,3,432541,560385,1.295565045,2387653,-0.379772739,0.680548782,-0.17173739
"142",2009,6,1,830710000,830710,83,2,2921181,2113702,0.723577895,3,438792,591409,1.347811719,1522293,-0.624233824,0.562746963,-0.301359927
"143",2010,6,1,830710000,830710,83,2,3064349,2190876,0.714956423,3,672635,936632,1.392481807,1254244,-0.677525384,0.401036224,-0.321492404
"144",2011,6,1,830710000,830710,83,2,3118184,2032761,0.651905404,3,666306,878948,1.319135652,1153813,-0.667230248,0.396266591,-0.338516667
"145",2012,6,1,830710000,830710,83,2,3290099,2137796,0.649766466,3,588890,966133,1.640600112,1171663,-0.990833646,0.377477384,-0.432609197
"146",2013,6,1,830710000,830710,83,2,3042455,2454839,0.806861235,3,530845,892883,1.682003221,1561956,-0.875141986,0.466572792,-0.351623
"147",2014,6,1,830710000,830710,83,2,3234376,2881282,0.890830874,3,463208,904106,1.951835892,1977176,-1.061005018,0.522317924,-0.37324284
"148",2008,6,1,830790000,830790,83,2,112065,109194,0.97438094,3,75879,179918,2.371117173,-70724,-1.396736234,-0.24462492,-0.417497242
"149",2009,6,1,830790000,830790,83,2,297669,210173,0.706062774,3,48820,107944,2.211061041,102229,-1.504998266,0.321356608,-0.515918542
"150",2010,6,1,830790000,830790,83,2,439007,270593,0.616375138,3,26516,124356,4.689847639,146237,-4.073472502,0.37026806,-0.767678379
"151",2011,6,1,830790000,830790,83,2,490675,247561,0.504531513,3,25773,110823,4.29996508,136738,-3.795433567,0.381540471,-0.789975285
"152",2012,6,1,830790000,830790,83,2,409778,287977,0.702763448,3,14365,69809,4.859658893,218168,-4.156895446,0.609772322,-0.74731748
"153",2013,6,1,830790000,830790,83,2,556299,432929,0.778230772,3,16397,96412,5.879856071,336517,-5.1016253,0.635728198,-0.766229913
"154",2014,6,1,830790000,830790,83,2,443504,360063,0.811859645,3,6769,51445,7.600088639,308618,-6.788228994,0.749968409,-0.806974647
"155",2008,7,3,840732000,840732,84,2,123611,97035,0.785002953,1,NA,NA,NA,97035,0.785002953,1,1
"156",2009,7,3,840732000,840732,84,2,71782,48037,0.669206765,1,NA,NA,NA,48037,0.669206765,1,1
"157",2010,7,3,840732000,840732,84,2,206353,169465,0.821238363,1,NA,NA,NA,169465,0.821238363,1,1
"158",2011,7,3,840732000,840732,84,2,137431,70473,0.512788236,1,NA,NA,NA,70473,0.512788236,1,1
"159",2012,7,3,840732000,840732,84,2,70212,37124,0.528741526,1,NA,NA,NA,37124,0.528741526,1,1
"160",2013,7,3,840732000,840732,84,2,91932,62554,0.680437715,1,NA,NA,NA,62554,0.680437715,1,1
"161",2014,7,3,840732000,840732,84,2,85086,64260,0.755235879,1,NA,NA,NA,64260,0.755235879,1,1
"162",2008,7,3,840732100,840732,84,1,NA,NA,NA,3,5520,532,0.096376812,-532,-0.096376812,-1,-1
"163",2009,7,3,840732100,840732,84,1,NA,NA,NA,3,4510,227,0.050332594,-227,-0.050332594,-1,-1
"164",2011,7,3,840732100,840732,84,1,NA,NA,NA,3,3106,217,0.069864778,-217,-0.069864778,-1,-1
"165",2009,7,3,840732900,840732,84,1,NA,NA,NA,3,520,1017,1.955769231,-1017,-1.955769231,-1,-1
"166",2014,7,3,840732900,840732,84,1,NA,NA,NA,3,60,261,4.35,-261,-4.35,-1,-1
"167",2008,7,2,840991010,840991,84,2,14602170,14217909,0.973684665,1,NA,NA,NA,14217909,0.973684665,1,1
"168",2009,7,2,840991010,840991,84,2,7717670,8672082,1.123665821,1,NA,NA,NA,8672082,1.123665821,1,1
"169",2010,7,2,840991010,840991,84,2,13293566,10955530,0.824122737,1,NA,NA,NA,10955530,0.824122737,1,1
"170",2011,7,2,840991010,840991,84,2,18498075,11720268,0.633593928,1,NA,NA,NA,11720268,0.633593928,1,1
"171",2012,7,2,840991010,840991,84,2,26223534,14432779,0.550375056,1,NA,NA,NA,14432779,0.550375056,1,1
"172",2013,7,2,840991010,840991,84,2,22499634,19500125,0.86668632,1,NA,NA,NA,19500125,0.86668632,1,1
"173",2014,7,2,840991010,840991,84,2,18938369,28349274,1.496922676,1,NA,NA,NA,28349274,1.496922676,1,1
"174",2008,7,2,840991090,840991,84,2,3906086,3747768,0.95946889,1,NA,NA,NA,3747768,0.95946889,1,1
"175",2009,7,2,840991090,840991,84,2,2819344,2505920,0.888830877,1,NA,NA,NA,2505920,0.888830877,1,1
"176",2010,7,2,840991090,840991,84,2,3788482,3403298,0.898327615,1,NA,NA,NA,3403298,0.898327615,1,1
"177",2011,7,2,840991090,840991,84,2,5476112,4080798,0.745199879,1,NA,NA,NA,4080798,0.745199879,1,1
"178",2012,7,2,840991090,840991,84,2,4844105,4012179,0.828260122,1,NA,NA,NA,4012179,0.828260122,1,1
"179",2013,7,2,840991090,840991,84,2,4658589,4977730,1.068505936,1,NA,NA,NA,4977730,1.068505936,1,1
"180",2014,7,2,840991090,840991,84,2,4936631,5250410,1.063561364,1,NA,NA,NA,5250410,1.063561364,1,1
"181",2008,7,2,840991100,840991,84,1,NA,NA,NA,3,34473191,66167648,1.919394349,-66167648,-1.919394349,-1,-1
"182",2009,7,2,840991100,840991,84,1,NA,NA,NA,3,46808447,77834098,1.662821627,-77834098,-1.662821627,-1,-1
"183",2010,7,2,840991100,840991,84,1,NA,NA,NA,3,60835471,97952020,1.610113613,-97952020,-1.610113613,-1,-1
"184",2011,7,2,840991100,840991,84,1,NA,NA,NA,3,51547965,89994323,1.745836582,-89994323,-1.745836582,-1,-1
"185",2012,7,2,840991100,840991,84,1,NA,NA,NA,3,42229504,69807208,1.653043521,-69807208,-1.653043521,-1,-1
"186",2013,7,2,840991100,840991,84,1,NA,NA,NA,3,44926185,83890792,1.867302821,-83890792,-1.867302821,-1,-1
"187",2014,7,2,840991100,840991,84,1,NA,NA,NA,3,36244099,77324615,2.133440122,-77324615,-2.133440122,-1,-1
"188",2008,7,2,840991200,840991,84,1,NA,NA,NA,3,148599,355655,2.393387573,-355655,-2.393387573,-1,-1
"189",2009,7,2,840991200,840991,84,1,NA,NA,NA,3,71961,205591,2.856978085,-205591,-2.856978085,-1,-1
"190",2010,7,2,840991200,840991,84,1,NA,NA,NA,3,92935,221669,2.385204713,-221669,-2.385204713,-1,-1
"191",2011,7,2,840991200,840991,84,1,NA,NA,NA,3,60812,229014,3.765934355,-229014,-3.765934355,-1,-1
"192",2012,7,2,840991200,840991,84,1,NA,NA,NA,3,71194,220989,3.104039666,-220989,-3.104039666,-1,-1
"193",2013,7,2,840991200,840991,84,1,NA,NA,NA,3,66225,421696,6.367625519,-421696,-6.367625519,-1,-1
"194",2014,7,2,840991200,840991,84,1,NA,NA,NA,3,105274,620133,5.890656762,-620133,-5.890656762,-1,-1
"195",2008,7,2,840991900,840991,84,1,NA,NA,NA,3,1947045,3485018,1.789901107,-3485018,-1.789901107,-1,-1
"196",2009,7,2,840991900,840991,84,1,NA,NA,NA,3,1078502,1611162,1.493888746,-1611162,-1.493888746,-1,-1
"197",2010,7,2,840991900,840991,84,1,NA,NA,NA,3,1219352,2065753,1.694140002,-2065753,-1.694140002,-1,-1
"198",2011,7,2,840991900,840991,84,1,NA,NA,NA,3,1408187,2221649,1.577666176,-2221649,-1.577666176,-1,-1
"199",2012,7,2,840991900,840991,84,1,NA,NA,NA,3,775849,1856103,2.392350831,-1856103,-2.392350831,-1,-1
"200",2013,7,2,840991900,840991,84,1,NA,NA,NA,3,729534,2420295,3.317590407,-2420295,-3.317590407,-1,-1
"201",2014,7,2,840991900,840991,84,1,NA,NA,NA,3,806729,2726821,3.380095422,-2726821,-3.380095422,-1,-1
"202",2008,4,1,840999010,840999,84,2,16621660,7041953,0.423661235,1,NA,NA,NA,7041953,0.423661235,1,1
"203",2009,4,1,840999010,840999,84,2,4869525,3048833,0.626104805,1,NA,NA,NA,3048833,0.626104805,1,1
"204",2010,4,1,840999010,840999,84,2,6225149,3367557,0.540960064,1,NA,NA,NA,3367557,0.540960064,1,1
"205",2011,4,1,840999010,840999,84,2,6258633,4219480,0.674185561,1,NA,NA,NA,4219480,0.674185561,1,1
"206",2012,4,1,840999010,840999,84,2,7304548,5063122,0.693146516,1,NA,NA,NA,5063122,0.693146516,1,1
"207",2013,4,1,840999010,840999,84,2,9848797,6787421,0.689162443,1,NA,NA,NA,6787421,0.689162443,1,1
"208",2014,4,1,840999010,840999,84,2,9811993,9307853,0.94862002,1,NA,NA,NA,9307853,0.94862002,1,1
"209",2008,4,1,840999090,840999,84,2,24548595,7551856,0.307628848,1,NA,NA,NA,7551856,0.307628848,1,1
"210",2009,4,1,840999090,840999,84,2,15620865,4366274,0.279515507,1,NA,NA,NA,4366274,0.279515507,1,1
"211",2010,4,1,840999090,840999,84,2,21873082,5633489,0.257553508,1,NA,NA,NA,5633489,0.257553508,1,1
"212",2011,4,1,840999090,840999,84,2,26816010,6675785,0.248947737,1,NA,NA,NA,6675785,0.248947737,1,1
"213",2012,4,1,840999090,840999,84,2,25382478,6805877,0.268132883,1,NA,NA,NA,6805877,0.268132883,1,1
"214",2013,4,1,840999090,840999,84,2,15282179,5649906,0.369705524,1,NA,NA,NA,5649906,0.369705524,1,1
"215",2014,4,1,840999090,840999,84,2,17363350,7029382,0.404840195,1,NA,NA,NA,7029382,0.404840195,1,1
"216",2008,4,1,840999100,840999,84,1,NA,NA,NA,3,4158489,9162091,2.203225979,-9162091,-2.203225979,-1,-1
"217",2009,4,1,840999100,840999,84,1,NA,NA,NA,3,4080565,7670103,1.879666909,-7670103,-1.879666909,-1,-1
"218",2010,4,1,840999100,840999,84,1,NA,NA,NA,3,9272733,13357331,1.440495591,-13357331,-1.440495591,-1,-1
"219",2011,4,1,840999100,840999,84,1,NA,NA,NA,3,8417220,12849470,1.526569342,-12849470,-1.526569342,-1,-1
"220",2012,4,1,840999100,840999,84,1,NA,NA,NA,3,6573350,10389401,1.58053367,-10389401,-1.58053367,-1,-1
"221",2013,4,1,840999100,840999,84,1,NA,NA,NA,3,4825330,11587994,2.40149254,-11587994,-2.40149254,-1,-1
"222",2014,4,1,840999100,840999,84,1,NA,NA,NA,3,4202204,11261471,2.679896312,-11261471,-2.679896312,-1,-1
"223",2008,4,1,840999200,840999,84,1,NA,NA,NA,3,6723113,7276729,1.082345187,-7276729,-1.082345187,-1,-1
"224",2009,4,1,840999200,840999,84,1,NA,NA,NA,3,5145711,5787805,1.124782367,-5787805,-1.124782367,-1,-1
"225",2010,4,1,840999200,840999,84,1,NA,NA,NA,3,2936352,4511379,1.53638903,-4511379,-1.53638903,-1,-1
"226",2011,4,1,840999200,840999,84,1,NA,NA,NA,3,4248649,5355594,1.260540468,-5355594,-1.260540468,-1,-1
"227",2012,4,1,840999200,840999,84,1,NA,NA,NA,3,3498291,3974443,1.136109889,-3974443,-1.136109889,-1,-1
"228",2013,4,1,840999200,840999,84,1,NA,NA,NA,3,5705700,6607320,1.158020926,-6607320,-1.158020926,-1,-1
"229",2014,4,1,840999200,840999,84,1,NA,NA,NA,3,3659058,4832496,1.320694015,-4832496,-1.320694015,-1,-1
"230",2008,4,1,840999900,840999,84,1,NA,NA,NA,3,5592699,7206500,1.288554954,-7206500,-1.288554954,-1,-1
"231",2009,4,1,840999900,840999,84,1,NA,NA,NA,3,3350984,7728273,2.30626974,-7728273,-2.30626974,-1,-1
"232",2010,4,1,840999900,840999,84,1,NA,NA,NA,3,3661993,8831144,2.41156769,-8831144,-2.41156769,-1,-1
"233",2011,4,1,840999900,840999,84,1,NA,NA,NA,3,6379762,13652404,2.139955064,-13652404,-2.139955064,-1,-1
"234",2012,4,1,840999900,840999,84,1,NA,NA,NA,3,2663240,5192449,1.949673706,-5192449,-1.949673706,-1,-1
"235",2013,4,1,840999900,840999,84,1,NA,NA,NA,3,3829280,7164137,1.87088356,-7164137,-1.87088356,-1,-1
"236",2014,4,1,840999900,840999,84,1,NA,NA,NA,3,2397500,3632679,1.515194578,-3632679,-1.515194578,-1,-1
"237",2008,7,3,841012000,841012,84,1,NA,NA,NA,3,4800,23280,4.85,-23280,-4.85,-1,-1
"238",2008,7,3,841013000,841013,84,2,40437,20981,0.518856493,1,NA,NA,NA,20981,0.518856493,1,1
"239",2008,7,4,841090000,841090,84,2,811307,839825,1.035150689,3,478776,1192884,2.491528397,-353059,-1.456377708,-0.173688905,-0.412960089
"240",2009,7,4,841090000,841090,84,2,522627,675710,1.292910623,3,55911,126030,2.254118152,549680,-0.961207529,0.685608801,-0.270989493
"241",2010,7,4,841090000,841090,84,2,629998,549082,0.871561497,3,65052,78207,1.202222837,470875,-0.33066134,0.750650816,-0.159448278
"242",2011,7,4,841090000,841090,84,2,1518450,856981,0.564378807,3,9195,20760,2.257748777,836221,-1.693369969,0.952696752,-0.600033102
"243",2012,7,4,841090000,841090,84,2,2737317,1616876,0.590679121,3,73777,207703,2.815281185,1409173,-2.224602064,0.772327753,-0.653149733
"244",2013,7,4,841090000,841090,84,2,1282369,951240,0.741783371,3,37395,200770,5.368899586,750470,-4.627116214,0.651443998,-0.757217523
"245",2014,7,4,841090000,841090,84,2,769487,648680,0.843003196,3,228084,374108,1.64022027,274572,-0.797217074,0.26845446,-0.321041213
"246",2009,3,3,841111000,841111,84,1,NA,NA,NA,3,70,399,5.7,-399,-5.7,-1,-1
"247",2011,3,3,841122000,841122,84,1,NA,NA,NA,3,3145,6062,1.927503975,-6062,-1.927503975,-1,-1
"248",2012,3,3,841122000,841122,84,1,NA,NA,NA,3,700,1195,1.707142857,-1195,-1.707142857,-1,-1
"249",2013,3,3,841122000,841122,84,1,NA,NA,NA,3,600,1594,2.656666667,-1594,-2.656666667,-1,-1
"250",2010,3,3,841181000,841181,84,1,NA,NA,NA,3,575,7910,13.75652174,-7910,-13.75652174,-1,-1
"251",2008,3,3,841182000,841182,84,2,37585,24899,0.662471731,3,316094,1002612,3.171879251,-977713,-2.50940752,-0.951535312,-0.654454308
"252",2009,3,3,841182000,841182,84,2,86058,84021,0.976329917,3,409127,2986818,7.300466603,-2902797,-6.324136686,-0.945278147,-0.764080242
"253",2010,3,3,841182000,841182,84,1,NA,NA,NA,3,349,444,1.272206304,-444,-1.272206304,-1,-1
"254",2012,3,3,841182000,841182,84,1,NA,NA,NA,3,113000,584823,5.175424779,-584823,-5.175424779,-1,-1
"255",2013,3,3,841182000,841182,84,1,NA,NA,NA,3,411060,3079938,7.492672603,-3079938,-7.492672603,-1,-1
"256",2008,3,1,841191000,841191,84,2,3987,260773,65.40581891,3,3712,933868,251.580819,-673095,-186.1750001,-0.563428679,-0.587327596
"257",2009,3,1,841191000,841191,84,2,18333,367699,20.05667376,3,2882,603872,209.5322693,-236173,-189.4755955,-0.243083624,-0.825281884
"258",2010,3,1,841191000,841191,84,2,84348,367050,4.351614739,3,2344,598406,255.2926621,-231356,-250.9410474,-0.239633914,-0.96648018
"259",2011,3,1,841191000,841191,84,2,142144,551106,3.877096466,3,2866,709753,247.6458479,-158647,-243.7687514,-0.125824537,-0.969171031
"260",2012,3,1,841191000,841191,84,2,13442,323569,24.07149234,3,2374,675325,284.4671441,-351756,-260.3956517,-0.352145473,-0.843964486
"261",2013,3,1,841191000,841191,84,2,31102,627273,20.16825285,3,1431,520986,364.0712788,106287,-343.903026,0.092563612,-0.895022499
"262",2014,3,1,841191000,841191,84,2,31472,1445585,45.93241612,3,827,377393,456.3397823,1068192,-410.4073662,0.585959896,-0.817101499
"263",2008,3,1,841199000,841199,84,1,NA,NA,NA,3,678552,10290902,15.16597402,-10290902,-15.16597402,-1,-1
"264",2009,3,1,841199000,841199,84,1,NA,NA,NA,3,1145033,11496613,10.04042067,-11496613,-10.04042067,-1,-1
"265",2010,3,1,841199000,841199,84,1,NA,NA,NA,3,781776,12648287,16.17891442,-12648287,-16.17891442,-1,-1
"266",2011,3,1,841199000,841199,84,1,NA,NA,NA,3,1264180,13898036,10.99371608,-13898036,-10.99371608,-1,-1
"267",2012,3,1,841199000,841199,84,1,NA,NA,NA,3,1392197,19833907,14.2464802,-19833907,-14.2464802,-1,-1
"268",2013,3,1,841199000,841199,84,1,NA,NA,NA,3,1510099,26265255,17.39306827,-26265255,-17.39306827,-1,-1
"269",2014,3,1,841199000,841199,84,1,NA,NA,NA,3,566035,13224627,23.36362062,-13224627,-23.36362062,-1,-1
"270",2008,3,1,841199010,841199,84,2,165,34012,206.1333333,1,NA,NA,NA,34012,206.1333333,1,1
"271",2009,3,1,841199010,841199,84,2,57,33980,596.1403509,1,NA,NA,NA,33980,596.1403509,1,1
"272",2010,3,1,841199010,841199,84,2,20,7717,385.85,1,NA,NA,NA,7717,385.85,1,1
"273",2011,3,1,841199010,841199,84,2,51,25259,495.2745098,1,NA,NA,NA,25259,495.2745098,1,1
"274",2012,3,1,841199010,841199,84,2,133,29873,224.6090226,1,NA,NA,NA,29873,224.6090226,1,1
"275",2013,3,1,841199010,841199,84,2,37,45016,1216.648649,1,NA,NA,NA,45016,1216.648649,1,1
"276",2014,3,1,841199010,841199,84,2,17,20800,1223.529412,1,NA,NA,NA,20800,1223.529412,1,1
"277",2008,3,1,841199090,841199,84,2,1148631,3075121,2.677205299,1,NA,NA,NA,3075121,2.677205299,1,1
"278",2009,3,1,841199090,841199,84,2,919305,1306971,1.42169465,1,NA,NA,NA,1306971,1.42169465,1,1
"279",2010,3,1,841199090,841199,84,2,958924,1748943,1.823859868,1,NA,NA,NA,1748943,1.823859868,1,1
"280",2011,3,1,841199090,841199,84,2,1048628,1285450,1.225839859,1,NA,NA,NA,1285450,1.225839859,1,1
"281",2012,3,1,841199090,841199,84,2,1558389,2662882,1.708740244,1,NA,NA,NA,2662882,1.708740244,1,1
"282",2013,3,1,841199090,841199,84,2,631133,753776,1.194321957,1,NA,NA,NA,753776,1.194321957,1,1
"283",2014,3,1,841199090,841199,84,2,901044,1608416,1.785058221,1,NA,NA,NA,1608416,1.785058221,1,1
"284",2009,3,3,841210000,841210,84,1,NA,NA,NA,3,2360,3381,1.432627119,-3381,-1.432627119,-1,-1
"285",2011,3,3,841210000,841210,84,1,NA,NA,NA,3,28,272,9.714285714,-272,-9.714285714,-1,-1
"286",2008,3,3,841229000,841229,84,2,126322,564451,4.468350723,3,8587522,11423988,1.330300871,-10859537,3.138049851,-0.905834112,0.541168891
"287",2009,3,3,841229000,841229,84,2,56446,464756,8.23363923,3,12256193,15380833,1.254943766,-14916077,6.978695464,-0.941339385,0.735483419
"288",2010,3,3,841229000,841229,84,2,148054,698235,4.716083321,3,20639682,25883274,1.254053914,-25185039,3.462029407,-0.947464608,0.579891093
"289",2011,3,3,841229000,841229,84,2,190772,693640,3.635963349,3,29470235,36725423,1.246186975,-36031783,2.389776374,-0.962925849,0.489492583
"290",2012,3,3,841229000,841229,84,2,220156,671256,3.049001617,3,16890211,22051632,1.305586532,-21380376,1.743415085,-0.940918073,0.400362796
"291",2013,3,3,841229000,841229,84,2,243643,744811,3.056976806,3,8549674,12912004,1.51023349,-12167193,1.546743317,-0.890924641,0.338662601
"292",2014,3,3,841229000,841229,84,2,314919,789701,2.507632121,3,6112722,10148224,1.660180849,-9358523,0.847451272,-0.855603142,0.203332366
"293",2008,4,4,841311000,841311,84,2,1290,6538,5.068217054,3,2801,13433,4.795787219,-6895,0.272429835,-0.345250613,0.027618584
"294",2009,4,4,841311000,841311,84,2,506,761,1.503952569,3,5927,11906,2.00877341,-11145,-0.504820841,-0.879845267,-0.14371199
"295",2010,4,4,841311000,841311,84,2,2424,5864,2.419141914,3,2128,8664,4.071428571,-2800,-1.652286657,-0.192731278,-0.254567247
"296",2011,4,4,841311000,841311,84,2,9033,13272,1.469279309,3,1340,11251,8.396268657,2021,-6.926989348,0.082412429,-0.702139341
"297",2012,4,4,841311000,841311,84,2,11186,8250,0.737529054,3,2709,8380,3.093392396,-130,-2.355863342,-0.007817198,-0.61495997
"298",2013,4,4,841311000,841311,84,2,19801,11720,0.591889299,3,1246,8210,6.589085072,3510,-5.997195774,0.176116407,-0.8351507
"299",2014,4,4,841311000,841311,84,2,5360,3321,0.619589552,3,166,2473,14.89759036,848,-14.27800081,0.146358302,-0.920141475
"300",2008,3,3,841330000,841330,84,1,NA,NA,NA,3,6474026,24602142,3.800130244,-24602142,-3.800130244,-1,-1
"301",2009,3,3,841330000,841330,84,1,NA,NA,NA,3,5151744,17994015,3.49280069,-17994015,-3.49280069,-1,-1
"302",2010,3,3,841330000,841330,84,1,NA,NA,NA,3,5757318,19801846,3.439421967,-19801846,-3.439421967,-1,-1
"303",2011,3,3,841330000,841330,84,1,NA,NA,NA,3,3762911,14880234,3.954447501,-14880234,-3.954447501,-1,-1
"304",2012,3,3,841330000,841330,84,1,NA,NA,NA,3,2360160,10274904,4.35347773,-10274904,-4.35347773,-1,-1
