"","year","tech","type","HS","HS6","HS2","export_unit","export_num","export_value","export_average","import_unit","import_num","import_value","import_average","diff_value","average_value","diff_ratio","average_ratio"
"1915",2000,1,1,852290100,852290,85,1,NA,NA,NA,4,174314,3021766,17.33518822,-3021766,-17.33518822,-1,-1
"1916",1994,1,1,852290900,852290,85,1,NA,NA,NA,4,9481170,21148352,2.230563527,-21148352,-2.230563527,-1,-1
"1917",1995,1,1,852290900,852290,85,1,NA,NA,NA,4,9005709,21758488,2.416077179,-21758488,-2.416077179,-1,-1
"1918",1996,1,1,852290900,852290,85,1,NA,NA,NA,4,7083304,22293130,3.147278445,-22293130,-3.147278445,-1,-1
"1919",1997,1,1,852290900,852290,85,1,NA,NA,NA,4,6012222,25231149,4.196642938,-25231149,-4.196642938,-1,-1
"1920",1998,1,1,852290900,852290,85,1,NA,NA,NA,4,4890615,25328592,5.179019817,-25328592,-5.179019817,-1,-1
"1921",1999,1,1,852290900,852290,85,1,NA,NA,NA,4,5357318,25256580,4.71440747,-25256580,-4.71440747,-1,-1
"1922",2000,1,1,852290900,852290,85,1,NA,NA,NA,4,3973359,25698340,6.467661241,-25698340,-6.467661241,-1,-1
"1923",1994,1,1,852390000,852390,85,1,NA,NA,NA,4,51195,411161,8.031272585,-411161,-8.031272585,-1,-1
"1924",1995,1,1,852390000,852390,85,1,NA,NA,NA,4,26198,177023,6.757118864,-177023,-6.757118864,-1,-1
"1925",1996,1,1,852390000,852390,85,1,NA,NA,NA,4,1868,10202,5.461456103,-10202,-5.461456103,-1,-1
"1926",1997,1,1,852390000,852390,85,1,NA,NA,NA,4,8797,62157,7.065704217,-62157,-7.065704217,-1,-1
"1927",1998,1,1,852390000,852390,85,1,NA,NA,NA,4,4575,25570,5.589071038,-25570,-5.589071038,-1,-1
"1928",1999,1,1,852390000,852390,85,1,NA,NA,NA,4,13339,26693,2.001124522,-26693,-2.001124522,-1,-1
"1929",2000,1,1,852390000,852390,85,1,NA,NA,NA,4,19021,47038,2.472950949,-47038,-2.472950949,-1,-1
"1930",1994,1,1,852390020,852390,85,3,778,732,0.940874036,1,NA,NA,NA,732,0.940874036,1,1
"1931",1995,1,1,852390020,852390,85,3,4488,14673,3.269385027,1,NA,NA,NA,14673,3.269385027,1,1
"1932",1996,1,1,852390020,852390,85,3,23793,29338,1.233051738,1,NA,NA,NA,29338,1.233051738,1,1
"1933",1997,1,1,852390020,852390,85,3,6714,23898,3.559428061,1,NA,NA,NA,23898,3.559428061,1,1
"1934",1998,1,1,852390020,852390,85,3,7733,59047,7.635717057,1,NA,NA,NA,59047,7.635717057,1,1
"1935",1999,1,1,852390020,852390,85,3,11630,107700,9.260533104,1,NA,NA,NA,107700,9.260533104,1,1
"1936",2000,1,1,852390020,852390,85,3,113425,2721107,23.99036368,1,NA,NA,NA,2721107,23.99036368,1,1
"1937",1996,1,4,852510000,852510,85,3,102765,150874,1.468145769,1,NA,NA,NA,150874,1.468145769,1,1
"1938",1997,1,4,852510000,852510,85,3,50336,136581,2.713386046,1,NA,NA,NA,136581,2.713386046,1,1
"1939",1998,1,4,852510000,852510,85,3,34071,109545,3.215197675,1,NA,NA,NA,109545,3.215197675,1,1
"1940",1999,1,4,852510000,852510,85,3,47811,126586,2.64763339,1,NA,NA,NA,126586,2.64763339,1,1
"1941",2000,1,4,852510000,852510,85,3,43448,138585,3.189675014,1,NA,NA,NA,138585,3.189675014,1,1
"1942",1995,1,4,852510010,852510,85,3,350,1534,4.382857143,1,NA,NA,NA,1534,4.382857143,1,1
"1943",1994,1,4,852510091,852510,85,3,76,1273,16.75,1,NA,NA,NA,1273,16.75,1,1
"1944",1995,1,4,852510091,852510,85,3,6316,10188,1.613046232,1,NA,NA,NA,10188,1.613046232,1,1
"1945",1994,1,4,852510099,852510,85,3,18617,75384,4.049202342,1,NA,NA,NA,75384,4.049202342,1,1
"1946",1995,1,4,852510099,852510,85,3,48817,106451,2.180613311,1,NA,NA,NA,106451,2.180613311,1,1
"1947",1998,1,4,852510100,852510,85,1,NA,NA,NA,4,914,10468,11.45295405,-10468,-11.45295405,-1,-1
"1948",1994,1,4,852510200,852510,85,1,NA,NA,NA,4,51089,895984,17.5377087,-895984,-17.5377087,-1,-1
"1949",1995,1,4,852510200,852510,85,1,NA,NA,NA,4,4786,155667,32.52549102,-155667,-32.52549102,-1,-1
"1950",1996,1,4,852510200,852510,85,1,NA,NA,NA,4,5180,61173,11.80945946,-61173,-11.80945946,-1,-1
"1951",1997,1,4,852510200,852510,85,1,NA,NA,NA,4,12,270,22.5,-270,-22.5,-1,-1
"1952",1998,1,4,852510200,852510,85,1,NA,NA,NA,4,3609,63326,17.54668883,-63326,-17.54668883,-1,-1
"1953",1999,1,4,852510200,852510,85,1,NA,NA,NA,4,4332,85433,19.72137581,-85433,-19.72137581,-1,-1
"1954",2000,1,4,852510200,852510,85,1,NA,NA,NA,4,122,10125,82.99180328,-10125,-82.99180328,-1,-1
"1955",1999,1,4,852510900,852510,85,1,NA,NA,NA,4,100,4766,47.66,-4766,-47.66,-1,-1
"1956",2000,1,4,852510900,852510,85,1,NA,NA,NA,4,151,5014,33.20529801,-5014,-33.20529801,-1,-1
"1957",1995,1,4,852510910,852510,85,1,NA,NA,NA,4,24,362,15.08333333,-362,-15.08333333,-1,-1
"1958",1996,1,4,852510920,852510,85,1,NA,NA,NA,4,41,1687,41.14634146,-1687,-41.14634146,-1,-1
"1959",1998,1,4,852510920,852510,85,1,NA,NA,NA,4,4,236,59,-236,-59,-1,-1
"1960",1994,1,4,852510990,852510,85,1,NA,NA,NA,4,3076,150123,48.80461638,-150123,-48.80461638,-1,-1
"1961",1995,1,4,852510990,852510,85,1,NA,NA,NA,4,399,19041,47.72180451,-19041,-47.72180451,-1,-1
"1962",1996,1,4,852510990,852510,85,1,NA,NA,NA,4,1500,20100,13.4,-20100,-13.4,-1,-1
"1963",1997,1,4,852510990,852510,85,1,NA,NA,NA,4,9210,169614,18.41628664,-169614,-18.41628664,-1,-1
"1964",1998,1,4,852510990,852510,85,1,NA,NA,NA,4,5753,118475,20.59360334,-118475,-20.59360334,-1,-1
"1965",1996,1,4,852520020,852520,85,3,10141,162372,16.01143871,1,NA,NA,NA,162372,16.01143871,1,1
"1966",1997,1,4,852520020,852520,85,3,4088,163245,39.93272994,1,NA,NA,NA,163245,39.93272994,1,1
"1967",1998,1,4,852520020,852520,85,3,901,68985,76.56492786,1,NA,NA,NA,68985,76.56492786,1,1
"1968",1999,1,4,852520020,852520,85,3,10340,416942,40.32321083,1,NA,NA,NA,416942,40.32321083,1,1
"1969",2000,1,4,852520020,852520,85,3,87,14154,162.6896552,1,NA,NA,NA,14154,162.6896552,1,1
"1970",1996,1,4,852520030,852520,85,3,121011,2146646,17.73926337,1,NA,NA,NA,2146646,17.73926337,1,1
"1971",1997,1,4,852520030,852520,85,3,8784,133775,15.22939435,1,NA,NA,NA,133775,15.22939435,1,1
"1972",1998,1,4,852520030,852520,85,3,1680,21887,13.02797619,1,NA,NA,NA,21887,13.02797619,1,1
"1973",1999,1,4,852520030,852520,85,3,20,624,31.2,1,NA,NA,NA,624,31.2,1,1
"1974",1994,1,4,852520091,852520,85,3,69156,75612,1.093354156,1,NA,NA,NA,75612,1.093354156,1,1
"1975",1995,1,4,852520091,852520,85,3,60010,234274,3.903916014,1,NA,NA,NA,234274,3.903916014,1,1
"1976",1996,1,4,852520091,852520,85,3,97131,469951,4.838321442,1,NA,NA,NA,469951,4.838321442,1,1
"1977",1997,1,4,852520091,852520,85,3,42422,283364,6.679647353,1,NA,NA,NA,283364,6.679647353,1,1
"1978",1998,1,4,852520091,852520,85,3,17921,59964,3.346018637,1,NA,NA,NA,59964,3.346018637,1,1
"1979",1999,1,4,852520091,852520,85,3,11701,38216,3.266045637,1,NA,NA,NA,38216,3.266045637,1,1
"1980",2000,1,4,852520091,852520,85,3,18672,58018,3.107219366,1,NA,NA,NA,58018,3.107219366,1,1
"1981",1994,1,4,852520092,852520,85,3,136262,837273,6.144581762,1,NA,NA,NA,837273,6.144581762,1,1
"1982",1995,1,4,852520092,852520,85,3,165458,1071554,6.476290055,1,NA,NA,NA,1071554,6.476290055,1,1
"1983",1996,1,4,852520092,852520,85,3,30020,206498,6.878680879,1,NA,NA,NA,206498,6.878680879,1,1
"1984",1997,1,4,852520092,852520,85,3,25182,116655,4.632475578,1,NA,NA,NA,116655,4.632475578,1,1
"1985",1998,1,4,852520092,852520,85,3,13900,59806,4.302589928,1,NA,NA,NA,59806,4.302589928,1,1
"1986",1999,1,4,852520092,852520,85,3,8442,12720,1.506751955,1,NA,NA,NA,12720,1.506751955,1,1
"1987",2000,1,4,852520092,852520,85,3,21082,69816,3.311640262,1,NA,NA,NA,69816,3.311640262,1,1
"1988",1994,1,4,852520099,852520,85,3,590447,3029438,5.13075348,1,NA,NA,NA,3029438,5.13075348,1,1
"1989",1995,1,4,852520099,852520,85,3,557715,3022334,5.419137014,1,NA,NA,NA,3022334,5.419137014,1,1
"1990",1996,1,4,852520099,852520,85,3,233187,3345101,14.3451436,1,NA,NA,NA,3345101,14.3451436,1,1
"1991",1997,1,4,852520099,852520,85,3,145784,1628074,11.16771388,1,NA,NA,NA,1628074,11.16771388,1,1
"1992",1998,1,4,852520099,852520,85,3,60492,422474,6.983964822,1,NA,NA,NA,422474,6.983964822,1,1
"1993",1999,1,4,852520099,852520,85,3,23506,217811,9.266187356,1,NA,NA,NA,217811,9.266187356,1,1
"1994",2000,1,4,852520099,852520,85,3,51338,171333,3.337352448,1,NA,NA,NA,171333,3.337352448,1,1
"1995",1994,1,4,852520100,852520,85,1,NA,NA,NA,4,30,330,11,-330,-11,-1,-1
"1996",1996,1,4,852520100,852520,85,1,NA,NA,NA,4,46,277,6.02173913,-277,-6.02173913,-1,-1
"1997",1997,1,4,852520100,852520,85,1,NA,NA,NA,4,6391,184148,28.81364419,-184148,-28.81364419,-1,-1
"1998",1994,1,4,852520200,852520,85,1,NA,NA,NA,4,1548,39761,25.68540052,-39761,-25.68540052,-1,-1
"1999",1996,1,4,852520200,852520,85,1,NA,NA,NA,4,1300,59892,46.07076923,-59892,-46.07076923,-1,-1
"2000",1997,1,4,852520200,852520,85,1,NA,NA,NA,4,11082,308619,27.84867352,-308619,-27.84867352,-1,-1
"2001",1998,1,4,852520200,852520,85,1,NA,NA,NA,4,311,10994,35.35048232,-10994,-35.35048232,-1,-1
"2002",1999,1,4,852520200,852520,85,1,NA,NA,NA,4,105,4438,42.26666667,-4438,-42.26666667,-1,-1
"2003",1994,1,4,852520400,852520,85,1,NA,NA,NA,4,7165,60694,8.470900209,-60694,-8.470900209,-1,-1
"2004",1995,1,4,852520400,852520,85,1,NA,NA,NA,4,710,16538,23.29295775,-16538,-23.29295775,-1,-1
"2005",1996,1,4,852520500,852520,85,1,NA,NA,NA,4,1137,10360,9.111697449,-10360,-9.111697449,-1,-1
"2006",1997,1,4,852520500,852520,85,1,NA,NA,NA,4,2616,93158,35.61085627,-93158,-35.61085627,-1,-1
"2007",1998,1,4,852520500,852520,85,1,NA,NA,NA,4,17259,25037,1.450663422,-25037,-1.450663422,-1,-1
"2008",1999,1,4,852520500,852520,85,1,NA,NA,NA,4,17033,932062,54.72095344,-932062,-54.72095344,-1,-1
"2009",2000,1,4,852520500,852520,85,1,NA,NA,NA,4,172779,9684214,56.04971669,-9684214,-56.04971669,-1,-1
"2010",1996,1,4,852520600,852520,85,1,NA,NA,NA,4,30,1056,35.2,-1056,-35.2,-1,-1
"2011",1997,1,4,852520600,852520,85,1,NA,NA,NA,4,256,1728,6.75,-1728,-6.75,-1,-1
"2012",1998,1,4,852520600,852520,85,1,NA,NA,NA,4,8437,273173,32.37797795,-273173,-32.37797795,-1,-1
"2013",1999,1,4,852520600,852520,85,1,NA,NA,NA,4,4,285,71.25,-285,-71.25,-1,-1
"2014",2000,1,4,852520600,852520,85,1,NA,NA,NA,4,10047,1383820,137.7346472,-1383820,-137.7346472,-1,-1
"2015",1994,1,4,852520910,852520,85,1,NA,NA,NA,4,23175,217030,9.364832794,-217030,-9.364832794,-1,-1
"2016",1995,1,4,852520910,852520,85,1,NA,NA,NA,4,18180,140553,7.731188119,-140553,-7.731188119,-1,-1
"2017",1996,1,4,852520910,852520,85,1,NA,NA,NA,4,29589,245961,8.312582379,-245961,-8.312582379,-1,-1
"2018",1997,1,4,852520910,852520,85,1,NA,NA,NA,4,37077,317136,8.553442835,-317136,-8.553442835,-1,-1
"2019",1998,1,4,852520910,852520,85,1,NA,NA,NA,4,44930,431025,9.593256176,-431025,-9.593256176,-1,-1
"2020",1999,1,4,852520910,852520,85,1,NA,NA,NA,4,34335,255040,7.427988933,-255040,-7.427988933,-1,-1
"2021",2000,1,4,852520910,852520,85,1,NA,NA,NA,4,19577,136845,6.990090412,-136845,-6.990090412,-1,-1
"2022",1994,1,4,852520920,852520,85,1,NA,NA,NA,4,15079,168302,11.16135022,-168302,-11.16135022,-1,-1
"2023",1995,1,4,852520920,852520,85,1,NA,NA,NA,4,8314,95764,11.51840269,-95764,-11.51840269,-1,-1
"2024",1996,1,4,852520920,852520,85,1,NA,NA,NA,4,11134,161492,14.50440093,-161492,-14.50440093,-1,-1
"2025",1997,1,4,852520920,852520,85,1,NA,NA,NA,4,8669,137346,15.84334987,-137346,-15.84334987,-1,-1
"2026",1998,1,4,852520920,852520,85,1,NA,NA,NA,4,14778,368279,24.92076059,-368279,-24.92076059,-1,-1
"2027",1999,1,4,852520920,852520,85,1,NA,NA,NA,4,9344,129144,13.82106164,-129144,-13.82106164,-1,-1
"2028",2000,1,4,852520920,852520,85,1,NA,NA,NA,4,5544,85962,15.50541126,-85962,-15.50541126,-1,-1
"2029",1994,1,4,852520990,852520,85,1,NA,NA,NA,4,130901,2601334,19.87252962,-2601334,-19.87252962,-1,-1
"2030",1995,1,4,852520990,852520,85,1,NA,NA,NA,4,25930,617226,23.80354801,-617226,-23.80354801,-1,-1
"2031",1996,1,4,852520990,852520,85,1,NA,NA,NA,4,106995,2677580,25.02528156,-2677580,-25.02528156,-1,-1
"2032",1997,1,4,852520990,852520,85,1,NA,NA,NA,4,55639,1271629,22.8549938,-1271629,-22.8549938,-1,-1
"2033",1998,1,4,852520990,852520,85,1,NA,NA,NA,4,334602,8757570,26.1730952,-8757570,-26.1730952,-1,-1
"2034",1999,1,4,852520990,852520,85,1,NA,NA,NA,4,312173,6707800,21.48744446,-6707800,-21.48744446,-1,-1
"2035",2000,1,4,852520990,852520,85,1,NA,NA,NA,4,668881,26388027,39.45100399,-26388027,-39.45100399,-1,-1
"2036",1994,1,4,852530000,852530,85,3,10,203,20.3,1,NA,NA,NA,203,20.3,1,1
"2037",1995,1,4,852530000,852530,85,3,132,7594,57.53030303,1,NA,NA,NA,7594,57.53030303,1,1
"2038",1996,1,4,852530000,852530,85,3,3140,41318,13.15859873,1,NA,NA,NA,41318,13.15859873,1,1
"2039",1997,1,4,852530000,852530,85,3,611,11915,19.50081833,1,NA,NA,NA,11915,19.50081833,1,1
"2040",1998,1,4,852530000,852530,85,3,22268,124741,5.601805281,1,NA,NA,NA,124741,5.601805281,1,1
"2041",1999,1,4,852530000,852530,85,3,34898,384035,11.00449883,1,NA,NA,NA,384035,11.00449883,1,1
"2042",2000,1,4,852530000,852530,85,3,25558,215860,8.445887785,1,NA,NA,NA,215860,8.445887785,1,1
"2043",1994,1,4,852530110,852530,85,1,NA,NA,NA,4,47465,1049024,22.10100074,-1049024,-22.10100074,-1,-1
"2044",1995,1,4,852530110,852530,85,1,NA,NA,NA,4,32109,839996,26.16076489,-839996,-26.16076489,-1,-1
"2045",1996,1,4,852530110,852530,85,1,NA,NA,NA,4,34499,1024046,29.68335314,-1024046,-29.68335314,-1,-1
"2046",1997,1,4,852530110,852530,85,1,NA,NA,NA,4,32592,899118,27.58707658,-899118,-27.58707658,-1,-1
"2047",1998,1,4,852530110,852530,85,1,NA,NA,NA,4,1780,116967,65.71179775,-116967,-65.71179775,-1,-1
"2048",1999,1,4,852530110,852530,85,1,NA,NA,NA,4,2882,295693,102.5999306,-295693,-102.5999306,-1,-1
"2049",2000,1,4,852530110,852530,85,1,NA,NA,NA,4,3398,356888,105.0288405,-356888,-105.0288405,-1,-1
"2050",1994,1,4,852530190,852530,85,1,NA,NA,NA,4,7534,531662,70.56835678,-531662,-70.56835678,-1,-1
"2051",1995,1,4,852530190,852530,85,1,NA,NA,NA,4,16881,794069,47.03921569,-794069,-47.03921569,-1,-1
"2052",1996,1,4,852530190,852530,85,1,NA,NA,NA,4,6306,346642,54.97018712,-346642,-54.97018712,-1,-1
"2053",1997,1,4,852530190,852530,85,1,NA,NA,NA,4,2459,122834,49.95282635,-122834,-49.95282635,-1,-1
"2054",1998,1,4,852530190,852530,85,1,NA,NA,NA,4,27004,323263,11.97093023,-323263,-11.97093023,-1,-1
"2055",1999,1,4,852530190,852530,85,1,NA,NA,NA,4,35251,924257,26.21931293,-924257,-26.21931293,-1,-1
"2056",2000,1,4,852530190,852530,85,1,NA,NA,NA,4,49994,617999,12.36146338,-617999,-12.36146338,-1,-1
"2057",1994,1,4,852530900,852530,85,1,NA,NA,NA,4,2120,59235,27.94103774,-59235,-27.94103774,-1,-1
"2058",1995,1,4,852530900,852530,85,1,NA,NA,NA,4,2609,39406,15.10387122,-39406,-15.10387122,-1,-1
"2059",1996,1,4,852530900,852530,85,1,NA,NA,NA,4,1045,36846,35.25933014,-36846,-35.25933014,-1,-1
"2060",1997,1,4,852530900,852530,85,1,NA,NA,NA,4,852,25825,30.31103286,-25825,-30.31103286,-1,-1
"2061",1998,1,4,852530900,852530,85,1,NA,NA,NA,4,535,25937,48.48037383,-25937,-48.48037383,-1,-1
"2062",1999,1,4,852530900,852530,85,1,NA,NA,NA,4,3468,58461,16.85726644,-58461,-16.85726644,-1,-1
"2063",2000,1,4,852530900,852530,85,1,NA,NA,NA,4,1908,47258,24.76834382,-47258,-24.76834382,-1,-1
"2064",1994,3,3,852610000,852610,85,1,NA,NA,NA,4,91319,755051,8.268279329,-755051,-8.268279329,-1,-1
"2065",1995,3,3,852610000,852610,85,1,NA,NA,NA,4,118581,822972,6.94016748,-822972,-6.94016748,-1,-1
"2066",1996,3,3,852610000,852610,85,1,NA,NA,NA,4,125968,820339,6.512280897,-820339,-6.512280897,-1,-1
"2067",1997,3,3,852610000,852610,85,1,NA,NA,NA,4,71193,684330,9.612321436,-684330,-9.612321436,-1,-1
"2068",1998,3,3,852610000,852610,85,1,NA,NA,NA,4,65742,536301,8.157661769,-536301,-8.157661769,-1,-1
"2069",1999,3,3,852610000,852610,85,1,NA,NA,NA,4,65011,475483,7.313885342,-475483,-7.313885342,-1,-1
"2070",2000,3,3,852610000,852610,85,1,NA,NA,NA,4,78159,582537,7.453229954,-582537,-7.453229954,-1,-1
"2071",1995,3,3,852610010,852610,85,3,13248,52339,3.950709541,1,NA,NA,NA,52339,3.950709541,1,1
"2072",1996,3,3,852610010,852610,85,3,74358,302066,4.062320127,1,NA,NA,NA,302066,4.062320127,1,1
"2073",1997,3,3,852610010,852610,85,3,71279,280053,3.928969262,1,NA,NA,NA,280053,3.928969262,1,1
"2074",1998,3,3,852610010,852610,85,3,77014,306184,3.975692731,1,NA,NA,NA,306184,3.975692731,1,1
"2075",1999,3,3,852610010,852610,85,3,61083,251907,4.124011591,1,NA,NA,NA,251907,4.124011591,1,1
"2076",2000,3,3,852610010,852610,85,3,79228,366531,4.626281113,1,NA,NA,NA,366531,4.626281113,1,1
"2077",1994,3,3,852610090,852610,85,3,688,17959,26.10319767,1,NA,NA,NA,17959,26.10319767,1,1
"2078",1995,3,3,852610090,852610,85,3,1050,34526,32.88190476,1,NA,NA,NA,34526,32.88190476,1,1
"2079",1996,3,3,852610090,852610,85,3,1680,51067,30.39702381,1,NA,NA,NA,51067,30.39702381,1,1
"2080",1997,3,3,852610090,852610,85,3,1758,23292,13.24914676,1,NA,NA,NA,23292,13.24914676,1,1
"2081",1998,3,3,852610090,852610,85,3,10983,83634,7.614859328,1,NA,NA,NA,83634,7.614859328,1,1
"2082",1999,3,3,852610090,852610,85,3,3151,26772,8.496350365,1,NA,NA,NA,26772,8.496350365,1,1
"2083",1994,1,1,852910000,852910,85,3,944854,1295127,1.370716534,1,NA,NA,NA,1295127,1.370716534,1,1
"2084",1995,1,1,852910000,852910,85,3,1863171,2296368,1.232505229,1,NA,NA,NA,2296368,1.232505229,1,1
"2085",1996,1,1,852910000,852910,85,3,2431719,4256032,1.750215383,1,NA,NA,NA,4256032,1.750215383,1,1
"2086",1997,1,1,852910000,852910,85,3,2845292,7115305,2.500729275,1,NA,NA,NA,7115305,2.500729275,1,1
"2087",1998,1,1,852910000,852910,85,3,1791449,5452802,3.043794158,1,NA,NA,NA,5452802,3.043794158,1,1
"2088",1999,1,1,852910000,852910,85,3,1962408,4548293,2.317710181,1,NA,NA,NA,4548293,2.317710181,1,1
"2089",2000,1,1,852910000,852910,85,3,2309768,5296305,2.29300302,1,NA,NA,NA,5296305,2.29300302,1,1
"2090",1996,1,1,852910100,852910,85,1,NA,NA,NA,4,10231,133758,13.07379533,-133758,-13.07379533,-1,-1
"2091",1997,1,1,852910100,852910,85,1,NA,NA,NA,4,12364,346134,27.99530896,-346134,-27.99530896,-1,-1
"2092",1998,1,1,852910100,852910,85,1,NA,NA,NA,4,21244,429413,20.21337789,-429413,-20.21337789,-1,-1
"2093",1999,1,1,852910100,852910,85,1,NA,NA,NA,4,7551,51982,6.884121308,-51982,-6.884121308,-1,-1
"2094",2000,1,1,852910100,852910,85,1,NA,NA,NA,4,13651,234876,17.20577247,-234876,-17.20577247,-1,-1
"2095",1996,1,1,852910200,852910,85,1,NA,NA,NA,4,70,1241,17.72857143,-1241,-17.72857143,-1,-1
"2096",1997,1,1,852910200,852910,85,1,NA,NA,NA,4,144,516,3.583333333,-516,-3.583333333,-1,-1
"2097",1998,1,1,852910200,852910,85,1,NA,NA,NA,4,4,523,130.75,-523,-130.75,-1,-1
"2098",1999,1,1,852910200,852910,85,1,NA,NA,NA,4,8,501,62.625,-501,-62.625,-1,-1
"2099",2000,1,1,852910200,852910,85,1,NA,NA,NA,4,11850,614,0.051814346,-614,-0.051814346,-1,-1
"2100",1994,1,1,852910900,852910,85,1,NA,NA,NA,4,318630,805886,2.529221982,-805886,-2.529221982,-1,-1
"2101",1995,1,1,852910900,852910,85,1,NA,NA,NA,4,246261,713336,2.896666545,-713336,-2.896666545,-1,-1
"2102",1996,1,1,852910900,852910,85,1,NA,NA,NA,4,430105,998022,2.320414782,-998022,-2.320414782,-1,-1
"2103",1997,1,1,852910900,852910,85,1,NA,NA,NA,4,477290,1024872,2.147273146,-1024872,-2.147273146,-1,-1
"2104",1998,1,1,852910900,852910,85,1,NA,NA,NA,4,263155,837093,3.180988391,-837093,-3.180988391,-1,-1
"2105",1999,1,1,852910900,852910,85,1,NA,NA,NA,4,289098,1085569,3.755020789,-1085569,-3.755020789,-1,-1
"2106",2000,1,1,852910900,852910,85,1,NA,NA,NA,4,406114,2167701,5.337666271,-2167701,-5.337666271,-1,-1
"2107",1994,1,1,852990000,852990,85,3,1756644,9955016,5.667065154,1,NA,NA,NA,9955016,5.667065154,1,1
"2108",1995,1,1,852990000,852990,85,3,2132588,15229369,7.141261697,1,NA,NA,NA,15229369,7.141261697,1,1
"2109",1996,1,1,852990000,852990,85,3,2939377,24707934,8.405840421,1,NA,NA,NA,24707934,8.405840421,1,1
"2110",1997,1,1,852990000,852990,85,3,3056854,24853398,8.130384376,1,NA,NA,NA,24853398,8.130384376,1,1
"2111",1998,1,1,852990000,852990,85,3,3602931,23292639,6.464913983,1,NA,NA,NA,23292639,6.464913983,1,1
"2112",1999,1,1,852990000,852990,85,3,3800794,24704163,6.499737423,1,NA,NA,NA,24704163,6.499737423,1,1
"2113",2000,1,1,852990000,852990,85,3,5064898,53163549,10.49646982,1,NA,NA,NA,53163549,10.49646982,1,1
"2114",1994,1,1,852990100,852990,85,1,NA,NA,NA,4,42766,540726,12.64382921,-540726,-12.64382921,-1,-1
"2115",1995,1,1,852990100,852990,85,1,NA,NA,NA,4,55035,684164,12.43143454,-684164,-12.43143454,-1,-1
"2116",1996,1,1,852990100,852990,85,1,NA,NA,NA,4,68781,827973,12.03781568,-827973,-12.03781568,-1,-1
"2117",1997,1,1,852990100,852990,85,1,NA,NA,NA,4,59680,524598,8.790180965,-524598,-8.790180965,-1,-1
"2118",1998,1,1,852990100,852990,85,1,NA,NA,NA,4,54784,613783,11.20369086,-613783,-11.20369086,-1,-1
"2119",1999,1,1,852990100,852990,85,1,NA,NA,NA,4,43116,760545,17.63950738,-760545,-17.63950738,-1,-1
"2120",2000,1,1,852990100,852990,85,1,NA,NA,NA,4,57412,873037,15.20652477,-873037,-15.20652477,-1,-1
"2121",1994,1,1,852990200,852990,85,1,NA,NA,NA,4,986,35871,36.38032454,-35871,-36.38032454,-1,-1
"2122",1995,1,1,852990200,852990,85,1,NA,NA,NA,4,1289,49726,38.57719162,-49726,-38.57719162,-1,-1
"2123",1996,1,1,852990200,852990,85,1,NA,NA,NA,4,2163,73760,34.10078595,-73760,-34.10078595,-1,-1
"2124",1997,1,1,852990200,852990,85,1,NA,NA,NA,4,3137,144878,46.18361492,-144878,-46.18361492,-1,-1
"2125",1998,1,1,852990200,852990,85,1,NA,NA,NA,4,7547,301622,39.96581423,-301622,-39.96581423,-1,-1
"2126",1999,1,1,852990200,852990,85,1,NA,NA,NA,4,17015,328403,19.30079342,-328403,-19.30079342,-1,-1
"2127",2000,1,1,852990200,852990,85,1,NA,NA,NA,4,18058,341891,18.93293831,-341891,-18.93293831,-1,-1
"2128",1994,1,1,852990900,852990,85,1,NA,NA,NA,4,838165,4647603,5.544973842,-4647603,-5.544973842,-1,-1
"2129",1995,1,1,852990900,852990,85,1,NA,NA,NA,4,1471461,8918463,6.060957783,-8918463,-6.060957783,-1,-1
"2130",1996,1,1,852990900,852990,85,1,NA,NA,NA,4,2211425,14592230,6.598564274,-14592230,-6.598564274,-1,-1
"2131",1997,1,1,852990900,852990,85,1,NA,NA,NA,4,2267804,23598033,10.40567571,-23598033,-10.40567571,-1,-1
"2132",1998,1,1,852990900,852990,85,1,NA,NA,NA,4,2254640,27670399,12.27264619,-27670399,-12.27264619,-1,-1
"2133",1999,1,1,852990900,852990,85,1,NA,NA,NA,4,4473424,39277047,8.780085903,-39277047,-8.780085903,-1,-1
"2134",2000,1,1,852990900,852990,85,1,NA,NA,NA,4,4771085,56762461,11.89718083,-56762461,-11.89718083,-1,-1
"2135",1994,1,4,853110000,853110,85,3,40966,74604,1.821119953,4,28844,376160,13.04118708,-301556,-11.22006712,-0.66898865,-0.754934419
"2136",1995,1,4,853110000,853110,85,3,219604,369618,1.683111419,4,41949,550308,13.11850104,-180690,-11.43538962,-0.196417973,-0.772577289
"2137",1996,1,4,853110000,853110,85,3,255639,762272,2.981829846,4,19867,187070,9.416117179,575202,-6.434287333,0.605895452,-0.518980063
"2138",1997,1,4,853110000,853110,85,3,413531,1160780,2.806996332,4,13908,295386,21.23856773,865394,-18.4315714,0.594296255,-0.766526888
"2139",1998,1,4,853110000,853110,85,3,427530,1031179,2.411945361,4,55979,345932,6.179674521,685247,-3.76772916,0.497597507,-0.438535365
"2140",1999,1,4,853110000,853110,85,3,408693,900246,2.202743869,4,14151,195184,13.79294749,705062,-11.59020363,0.643639484,-0.724582849
"2141",2000,1,4,853110000,853110,85,3,569472,1498748,2.631820353,4,12298,188933,15.36290454,1309815,-12.73108418,0.776103422,-0.707489793
"2142",1994,1,2,853120000,853120,85,3,124,634,5.112903226,4,77328,658030,8.509595489,-657396,-3.396692264,-0.998074891,-0.24934429
