"","year","tech","type","HS","HS6","HS2","export_unit","export_num","export_value","export_average","import_unit","import_num","import_value","import_average","diff_value","average_value","diff_ratio","average_ratio"
"786",2001,7,2,842420000,842420,84,2,201863,169241,0.838395347,3,32417,280484,8.652373755,-111243,-7.813978407,-0.24735783,-0.823324045
"787",2002,7,2,842420000,842420,84,2,269591,216402,0.802704838,3,31606,245918,7.780737835,-29516,-6.978032997,-0.063843225,-0.812964362
"788",2003,7,2,842420000,842420,84,2,289272,213266,0.737250754,3,41740,348670,8.353378055,-135404,-7.616127301,-0.240959825,-0.837799833
"789",2004,7,2,842420000,842420,84,2,323363,287223,0.888237059,3,183696,910751,4.95792505,-623528,-4.069687991,-0.52048542,-0.696129857
"790",2005,7,2,842420000,842420,84,2,244454,229324,0.938106965,3,80545,705932,8.764442237,-476608,-7.826335272,-0.509601649,-0.806626703
"791",2006,7,2,842420000,842420,84,2,278706,246051,0.882833523,3,151778,946852,6.238400822,-700801,-5.355567299,-0.58747526,-0.75205604
"792",2007,7,2,842420000,842420,84,2,602567,478940,0.794832774,3,54739,727223,13.28528106,-248283,-12.49044829,-0.205845313,-0.88709853
"793",2001,4,3,842481000,842481,84,2,1400149,1014963,0.724896422,1,NA,NA,NA,1014963,0.724896422,1,1
"794",2002,4,3,842481000,842481,84,2,1540643,1164105,0.755596851,1,NA,NA,NA,1164105,0.755596851,1,1
"795",2003,4,3,842481000,842481,84,2,1825470,1297514,0.710783524,1,NA,NA,NA,1297514,0.710783524,1,1
"796",2004,4,3,842481000,842481,84,2,1842701,1220063,0.662105789,1,NA,NA,NA,1220063,0.662105789,1,1
"797",2005,4,3,842481000,842481,84,2,1857628,1164342,0.626789648,1,NA,NA,NA,1164342,0.626789648,1,1
"798",2006,4,3,842481000,842481,84,2,2058559,1378218,0.669506193,1,NA,NA,NA,1378218,0.669506193,1,1
"799",2007,4,3,842481000,842481,84,2,1945499,1372042,0.705239119,1,NA,NA,NA,1372042,0.705239119,1,1
"800",2001,4,3,842481200,842481,84,1,NA,NA,NA,3,2577,9344,3.625921614,-9344,-3.625921614,-1,-1
"801",2002,4,3,842481200,842481,84,1,NA,NA,NA,3,6545,23744,3.627807487,-23744,-3.627807487,-1,-1
"802",2003,4,3,842481200,842481,84,1,NA,NA,NA,3,20728,66143,3.190997684,-66143,-3.190997684,-1,-1
"803",2004,4,3,842481200,842481,84,1,NA,NA,NA,3,15565,41292,2.65287504,-41292,-2.65287504,-1,-1
"804",2005,4,3,842481200,842481,84,1,NA,NA,NA,3,11495,33001,2.870900391,-33001,-2.870900391,-1,-1
"805",2006,4,3,842481200,842481,84,1,NA,NA,NA,3,10844,15897,1.465971966,-15897,-1.465971966,-1,-1
"806",2007,4,3,842481200,842481,84,1,NA,NA,NA,3,3521,8423,2.39221812,-8423,-2.39221812,-1,-1
"807",2002,4,3,842481300,842481,84,1,NA,NA,NA,3,120,205,1.708333333,-205,-1.708333333,-1,-1
"808",2001,4,3,842481900,842481,84,1,NA,NA,NA,3,1313,12556,9.562833206,-12556,-9.562833206,-1,-1
"809",2002,4,3,842481900,842481,84,1,NA,NA,NA,3,2374,8122,3.421229992,-8122,-3.421229992,-1,-1
"810",2003,4,3,842481900,842481,84,1,NA,NA,NA,3,8926,38458,4.308536859,-38458,-4.308536859,-1,-1
"811",2004,4,3,842481900,842481,84,1,NA,NA,NA,3,16259,12164,0.748139492,-12164,-0.748139492,-1,-1
"812",2005,4,3,842481900,842481,84,1,NA,NA,NA,3,42295,21148,0.500011822,-21148,-0.500011822,-1,-1
"813",2006,4,3,842481900,842481,84,1,NA,NA,NA,3,3434,32016,9.323238206,-32016,-9.323238206,-1,-1
"814",2007,4,3,842481900,842481,84,1,NA,NA,NA,3,901,7764,8.61709212,-7764,-8.61709212,-1,-1
"815",2001,4,4,842489000,842489,84,1,NA,NA,NA,3,303150,1897342,6.258756391,-1897342,-6.258756391,-1,-1
"816",2002,4,4,842489000,842489,84,1,NA,NA,NA,3,358129,1835506,5.125264919,-1835506,-5.125264919,-1,-1
"817",2003,4,4,842489000,842489,84,1,NA,NA,NA,3,1141749,5383605,4.715226376,-5383605,-4.715226376,-1,-1
"818",2004,4,4,842489000,842489,84,1,NA,NA,NA,3,875113,4029856,4.604955017,-4029856,-4.604955017,-1,-1
"819",2005,4,4,842489000,842489,84,1,NA,NA,NA,3,1039719,4990945,4.800282576,-4990945,-4.800282576,-1,-1
"820",2006,4,4,842489000,842489,84,1,NA,NA,NA,3,760601,4633164,6.091451365,-4633164,-6.091451365,-1,-1
"821",2007,4,4,842489000,842489,84,1,NA,NA,NA,3,700578,3957932,5.649523679,-3957932,-5.649523679,-1,-1
"822",2004,4,4,842489010,842489,84,2,377,284,0.75331565,1,NA,NA,NA,284,0.75331565,1,1
"823",2006,4,4,842489010,842489,84,2,4423,5540,1.252543522,1,NA,NA,NA,5540,1.252543522,1,1
"824",2007,4,4,842489010,842489,84,2,61,235,3.852459016,1,NA,NA,NA,235,3.852459016,1,1
"825",2001,4,4,842489090,842489,84,2,437288,312003,0.713495454,1,NA,NA,NA,312003,0.713495454,1,1
"826",2002,4,4,842489090,842489,84,2,596210,606157,1.016683719,1,NA,NA,NA,606157,1.016683719,1,1
"827",2003,4,4,842489090,842489,84,2,502555,825033,1.64167703,1,NA,NA,NA,825033,1.64167703,1,1
"828",2004,4,4,842489090,842489,84,2,1087285,898908,0.826745518,1,NA,NA,NA,898908,0.826745518,1,1
"829",2005,4,4,842489090,842489,84,2,1073524,874174,0.814303173,1,NA,NA,NA,874174,0.814303173,1,1
"830",2006,4,4,842489090,842489,84,2,1164372,1056079,0.9069945,1,NA,NA,NA,1056079,0.9069945,1,1
"831",2007,4,4,842489090,842489,84,2,1680620,1327359,0.789803168,1,NA,NA,NA,1327359,0.789803168,1,1
"832",2001,4,4,842649000,842649,84,1,NA,NA,NA,3,1725588,650164,0.376778234,-650164,-0.376778234,-1,-1
"833",2002,4,4,842649000,842649,84,1,NA,NA,NA,3,5104089,1892377,0.370757054,-1892377,-0.370757054,-1,-1
"834",2003,4,4,842649000,842649,84,1,NA,NA,NA,3,16699869,5569952,0.333532676,-5569952,-0.333532676,-1,-1
"835",2004,4,4,842649000,842649,84,1,NA,NA,NA,3,23424505,9113083,0.38904058,-9113083,-0.38904058,-1,-1
"836",2005,4,4,842649000,842649,84,1,NA,NA,NA,3,7092114,3269231,0.460967068,-3269231,-0.460967068,-1,-1
"837",2006,4,4,842649000,842649,84,2,46900,29656,0.632324094,1,NA,NA,NA,29656,0.632324094,1,1
"838",2007,4,4,842649000,842649,84,2,876500,586186,0.668780376,1,NA,NA,NA,586186,0.668780376,1,1
"839",2006,4,4,842649100,842649,84,1,NA,NA,NA,3,1007701,247896,0.246001542,-247896,-0.246001542,-1,-1
"840",2007,4,4,842649100,842649,84,1,NA,NA,NA,3,207575,42696,0.20568951,-42696,-0.20568951,-1,-1
"841",2006,4,4,842649900,842649,84,1,NA,NA,NA,3,5313223,2616560,0.49246192,-2616560,-0.49246192,-1,-1
"842",2007,4,4,842649900,842649,84,1,NA,NA,NA,3,3043815,1776246,0.583559119,-1776246,-0.583559119,-1,-1
"843",2001,4,4,842710000,842710,84,2,20580,7820,0.379980564,1,NA,NA,NA,7820,0.379980564,1,1
"844",2002,4,4,842710000,842710,84,2,34100,11665,0.342082111,1,NA,NA,NA,11665,0.342082111,1,1
"845",2003,4,4,842710000,842710,84,2,162197,79434,0.489737788,1,NA,NA,NA,79434,0.489737788,1,1
"846",2004,4,4,842710000,842710,84,2,210074,92111,0.438469301,1,NA,NA,NA,92111,0.438469301,1,1
"847",2005,4,4,842710000,842710,84,2,150958,67033,0.444050663,1,NA,NA,NA,67033,0.444050663,1,1
"848",2006,4,4,842710000,842710,84,2,131026,63035,0.481087723,1,NA,NA,NA,63035,0.481087723,1,1
"849",2007,4,4,842710000,842710,84,2,120346,59093,0.491025875,1,NA,NA,NA,59093,0.491025875,1,1
"850",2001,4,4,842710100,842710,84,1,NA,NA,NA,3,1751502,1200692,0.685521341,-1200692,-0.685521341,-1,-1
"851",2002,4,4,842710100,842710,84,1,NA,NA,NA,3,2761418,1756340,0.636028301,-1756340,-0.636028301,-1,-1
"852",2003,4,4,842710100,842710,84,1,NA,NA,NA,3,2875138,1909238,0.664050908,-1909238,-0.664050908,-1,-1
"853",2004,4,4,842710100,842710,84,1,NA,NA,NA,3,3739798,2174636,0.581484882,-2174636,-0.581484882,-1,-1
"854",2005,4,4,842710100,842710,84,1,NA,NA,NA,3,4197094,2360056,0.562307158,-2360056,-0.562307158,-1,-1
"855",2006,4,4,842710100,842710,84,1,NA,NA,NA,3,5541130,3038268,0.548311987,-3038268,-0.548311987,-1,-1
"856",2007,4,4,842710100,842710,84,1,NA,NA,NA,3,6713534,3758578,0.559850892,-3758578,-0.559850892,-1,-1
"857",2001,4,4,842710900,842710,84,1,NA,NA,NA,3,2250,3936,1.749333333,-3936,-1.749333333,-1,-1
"858",2002,4,4,842710900,842710,84,1,NA,NA,NA,3,7764,16227,2.090030912,-16227,-2.090030912,-1,-1
"859",2003,4,4,842710900,842710,84,1,NA,NA,NA,3,31021,34802,1.121885175,-34802,-1.121885175,-1,-1
"860",2004,4,4,842710900,842710,84,1,NA,NA,NA,3,9120,10206,1.119078947,-10206,-1.119078947,-1,-1
"861",2005,4,4,842710900,842710,84,1,NA,NA,NA,3,18052,35193,1.949534678,-35193,-1.949534678,-1,-1
"862",2006,4,4,842710900,842710,84,1,NA,NA,NA,3,15246,28445,1.865735275,-28445,-1.865735275,-1,-1
"863",2007,4,4,842710900,842710,84,1,NA,NA,NA,3,34891,24800,0.710785016,-24800,-0.710785016,-1,-1
"864",2001,4,4,842790000,842790,84,1,NA,NA,NA,3,7330,8150,1.111869031,-8150,-1.111869031,-1,-1
"865",2002,4,4,842790000,842790,84,2,8933,2272,0.254337848,3,9153,12536,1.369605594,-10264,-1.115267745,-0.693138844,-0.68676514
"866",2003,4,4,842790000,842790,84,1,NA,NA,NA,3,11319,13723,1.212386253,-13723,-1.212386253,-1,-1
"867",2004,4,4,842790000,842790,84,2,3820,1162,0.304188482,3,16545,46191,2.791840435,-45029,-2.487651954,-0.9509218,-0.803497648
"868",2005,4,4,842790000,842790,84,2,19200,3099,0.16140625,3,221977,120770,0.544065376,-117671,-0.382659126,-0.949963268,-0.542416041
"869",2006,4,4,842790000,842790,84,2,147646,25470,0.172507213,3,30201,79477,2.631601603,-54007,-2.459094389,-0.514612138,-0.876961113
"870",2007,4,4,842790000,842790,84,2,33913,13516,0.398549229,3,14278,14309,1.002171172,-793,-0.603621944,-0.028499551,-0.430936783
"871",2001,4,4,843069000,843069,84,1,NA,NA,NA,3,23012,17647,0.766860768,-17647,-0.766860768,-1,-1
"872",2002,4,4,843069000,843069,84,1,NA,NA,NA,3,87382,71392,0.817010368,-71392,-0.817010368,-1,-1
"873",2003,4,4,843069000,843069,84,1,NA,NA,NA,3,139018,135759,0.976556993,-135759,-0.976556993,-1,-1
"874",2004,4,4,843069000,843069,84,1,NA,NA,NA,3,212612,237677,1.117890806,-237677,-1.117890806,-1,-1
"875",2005,4,4,843069000,843069,84,2,4400,3275,0.744318182,3,259302,277270,1.069293719,-273995,-0.324975537,-0.976652587,-0.179186924
"876",2006,4,4,843069000,843069,84,2,2000,499,0.2495,3,251860,258547,1.026550465,-258048,-0.777050465,-0.996147402,-0.608949635
"877",2007,4,4,843069000,843069,84,2,12847,17478,1.360473262,3,483833,495904,1.024948691,-478426,0.335524571,-0.931910351,0.140656277
"878",2001,4,4,843143000,843143,84,2,530839,194329,0.366078981,3,1105930,251866,0.227741358,-57537,0.138337623,-0.128950347,0.232962082
"879",2002,4,4,843143000,843143,84,2,450455,168361,0.373757645,3,409575,178032,0.434674968,-9671,-0.060917323,-0.027919155,-0.075352382
"880",2003,4,4,843143000,843143,84,2,608240,329477,0.541689136,3,386305,243938,0.631464775,85539,-0.089775639,0.149174682,-0.076525031
"881",2004,4,4,843143000,843143,84,2,671316,377837,0.562830321,3,468185,378606,0.808667514,-769,-0.245837193,-0.0010166,-0.179247233
"882",2005,4,4,843143000,843143,84,2,669254,296521,0.443061976,3,702658,666605,0.948690544,-370084,-0.505628567,-0.384252943,-0.363303504
"883",2006,4,4,843143000,843143,84,2,1333852,811893,0.608682972,3,593900,731783,1.232165348,80110,-0.623482375,0.051895605,-0.338692965
"884",2007,4,4,843143000,843143,84,2,2911848,1242754,0.426792195,3,751366,1173182,1.561398839,69572,-1.134606644,0.02879712,-0.57067285
"885",2001,4,4,844340000,844340,84,1,NA,NA,NA,3,552470,1315228,2.380632433,-1315228,-2.380632433,-1,-1
"886",2002,4,4,844340000,844340,84,1,NA,NA,NA,3,540904,1050413,1.941958277,-1050413,-1.941958277,-1,-1
"887",2003,4,4,844340000,844340,84,2,11304,44857,3.968241331,3,758058,1582458,2.087515731,-1537601,1.8807256,-0.944869924,0.310568205
"888",2004,4,4,844340000,844340,84,1,NA,NA,NA,3,378485,794316,2.098672338,-794316,-2.098672338,-1,-1
"889",2005,4,4,844340000,844340,84,1,NA,NA,NA,3,138508,250189,1.806314437,-250189,-1.806314437,-1,-1
"890",2006,4,4,844340000,844340,84,2,32700,31592,0.966116208,3,437440,989550,2.262138808,-957958,-1.2960226,-0.938124179,-0.401462274
"891",2001,4,4,844790000,844790,84,2,1841,2034,1.104834329,1,NA,NA,NA,2034,1.104834329,1,1
"892",2002,4,4,844790000,844790,84,2,23981,56952,2.374880113,1,NA,NA,NA,56952,2.374880113,1,1
"893",2003,4,4,844790000,844790,84,2,21110,39697,1.880483183,1,NA,NA,NA,39697,1.880483183,1,1
"894",2004,4,4,844790000,844790,84,2,16145,44033,2.727345928,1,NA,NA,NA,44033,2.727345928,1,1
"895",2005,4,4,844790000,844790,84,2,37071,75823,2.045345418,1,NA,NA,NA,75823,2.045345418,1,1
"896",2006,4,4,844790000,844790,84,2,15385,14111,0.91719207,1,NA,NA,NA,14111,0.91719207,1,1
"897",2007,4,4,844790000,844790,84,2,32981,25117,0.761559686,1,NA,NA,NA,25117,0.761559686,1,1
"898",2001,4,4,844790100,844790,84,1,NA,NA,NA,3,64735,48273,0.745701707,-48273,-0.745701707,-1,-1
"899",2002,4,4,844790100,844790,84,1,NA,NA,NA,3,56120,28109,0.500873129,-28109,-0.500873129,-1,-1
"900",2003,4,4,844790100,844790,84,1,NA,NA,NA,3,616337,558305,0.905843719,-558305,-0.905843719,-1,-1
"901",2004,4,4,844790100,844790,84,1,NA,NA,NA,3,733660,488857,0.666326364,-488857,-0.666326364,-1,-1
"902",2005,4,4,844790100,844790,84,1,NA,NA,NA,3,230179,401837,1.745758736,-401837,-1.745758736,-1,-1
"903",2006,4,4,844790100,844790,84,1,NA,NA,NA,3,168376,243880,1.448424954,-243880,-1.448424954,-1,-1
"904",2007,4,4,844790100,844790,84,1,NA,NA,NA,3,357600,809453,2.263571029,-809453,-2.263571029,-1,-1
"905",2001,4,4,844790200,844790,84,1,NA,NA,NA,3,54000,24137,0.446981481,-24137,-0.446981481,-1,-1
"906",2002,4,4,844790200,844790,84,1,NA,NA,NA,3,55546,5315,0.095686458,-5315,-0.095686458,-1,-1
"907",2003,4,4,844790200,844790,84,1,NA,NA,NA,3,21350,4499,0.210725995,-4499,-0.210725995,-1,-1
"908",2006,4,4,844790200,844790,84,1,NA,NA,NA,3,28940,34325,1.186074637,-34325,-1.186074637,-1,-1
"909",2007,4,4,844790200,844790,84,1,NA,NA,NA,3,23404,24742,1.057169715,-24742,-1.057169715,-1,-1
"910",2001,4,4,844790900,844790,84,1,NA,NA,NA,3,1051497,1600221,1.521850276,-1600221,-1.521850276,-1,-1
"911",2002,4,4,844790900,844790,84,1,NA,NA,NA,3,1128209,2574409,2.281854692,-2574409,-2.281854692,-1,-1
"912",2003,4,4,844790900,844790,84,1,NA,NA,NA,3,1346742,2848632,2.115202466,-2848632,-2.115202466,-1,-1
"913",2004,4,4,844790900,844790,84,1,NA,NA,NA,3,1853603,4445673,2.398395449,-4445673,-2.398395449,-1,-1
"914",2005,4,4,844790900,844790,84,1,NA,NA,NA,3,1227994,2943700,2.39716155,-2943700,-2.39716155,-1,-1
"915",2006,4,4,844790900,844790,84,1,NA,NA,NA,3,1169770,3728289,3.187198338,-3728289,-3.187198338,-1,-1
"916",2007,4,4,844790900,844790,84,1,NA,NA,NA,3,1164878,3455705,2.96658105,-3455705,-2.96658105,-1,-1
"917",2001,4,4,844811000,844811,84,2,353,489,1.385269122,1,NA,NA,NA,489,1.385269122,1,1
"918",2002,4,4,844811000,844811,84,2,22122,10169,0.459678148,1,NA,NA,NA,10169,0.459678148,1,1
"919",2003,4,4,844811000,844811,84,2,7700,3802,0.493766234,1,NA,NA,NA,3802,0.493766234,1,1
"920",2004,4,4,844811000,844811,84,2,14878,12857,0.86416185,1,NA,NA,NA,12857,0.86416185,1,1
"921",2005,4,4,844811000,844811,84,2,19228,16470,0.856563345,3,23253,18854,0.810820109,-2384,0.045743236,-0.067489526,0.027434143
"922",2006,4,4,844811000,844811,84,2,21933,23046,1.050745452,3,8714,40585,4.657447785,-17539,-3.606702333,-0.275636089,-0.631846573
"923",2007,4,4,844811000,844811,84,2,13099,8215,0.62714711,3,1320,13260,10.04545455,-5045,-9.418307435,-0.234924331,-0.882475308
"924",2001,4,4,844811100,844811,84,1,NA,NA,NA,3,151131,175105,1.158630592,-175105,-1.158630592,-1,-1
"925",2002,4,4,844811100,844811,84,1,NA,NA,NA,3,194697,187694,0.96403129,-187694,-0.96403129,-1,-1
"926",2003,4,4,844811100,844811,84,1,NA,NA,NA,3,12290,33125,2.695280716,-33125,-2.695280716,-1,-1
"927",2001,4,4,844811900,844811,84,1,NA,NA,NA,3,94829,17315,0.182591823,-17315,-0.182591823,-1,-1
"928",2002,4,4,844811900,844811,84,1,NA,NA,NA,3,96614,125010,1.293911855,-125010,-1.293911855,-1,-1
"929",2003,4,4,844811900,844811,84,1,NA,NA,NA,3,26796,66884,2.496044186,-66884,-2.496044186,-1,-1
"930",2004,4,4,844811900,844811,84,1,NA,NA,NA,3,299689,101568,0.338911338,-101568,-0.338911338,-1,-1
"931",2001,4,4,844819000,844819,84,2,1567,1087,0.693682195,3,138046,172133,1.246924938,-171046,-0.553242743,-0.987449486,-0.285087452
"932",2002,4,4,844819000,844819,84,2,8881,19352,2.179033893,3,32006,114510,3.577766669,-95158,-1.398732776,-0.710866415,-0.242970511
"933",2003,4,4,844819000,844819,84,2,10000,11677,1.1677,3,134361,208280,1.550152202,-196603,-0.382452202,-0.893824702,-0.140718543
"934",2004,4,4,844819000,844819,84,2,1784,8376,4.695067265,3,678617,1360295,2.004510644,-1351919,2.69055662,-0.987760389,0.401600915
"935",2005,4,4,844819000,844819,84,2,11846,18084,1.526591254,3,21992,61333,2.788877774,-43249,-1.262286519,-0.544581135,-0.292502741
"936",2006,4,4,844819000,844819,84,2,15970,24139,1.511521603,3,25403,74885,2.947880172,-50746,-1.436358569,-0.512461625,-0.322096694
"937",2007,4,4,844819000,844819,84,1,NA,NA,NA,3,13974,107604,7.700300558,-107604,-7.700300558,-1,-1
"938",2004,4,3,844839000,844839,84,2,2052717,583882,0.284443496,1,NA,NA,NA,583882,0.284443496,1,1
"939",2005,4,3,844839000,844839,84,2,1137968,487563,0.428450536,1,NA,NA,NA,487563,0.428450536,1,1
"940",2006,4,3,844839000,844839,84,2,1757718,1326540,0.754694439,1,NA,NA,NA,1326540,0.754694439,1,1
"941",2007,4,3,844839000,844839,84,2,3121549,3016393,0.966312879,1,NA,NA,NA,3016393,0.966312879,1,1
"942",2001,4,3,844839010,844839,84,2,12709,3070,0.241561098,1,NA,NA,NA,3070,0.241561098,1,1
"943",2002,4,3,844839010,844839,84,2,6972,9511,1.36417097,1,NA,NA,NA,9511,1.36417097,1,1
"944",2003,4,3,844839010,844839,84,2,5100,14590,2.860784314,1,NA,NA,NA,14590,2.860784314,1,1
"945",2001,4,3,844839090,844839,84,2,242319,81408,0.335953846,1,NA,NA,NA,81408,0.335953846,1,1
"946",2002,4,3,844839090,844839,84,2,431637,139677,0.323598301,1,NA,NA,NA,139677,0.323598301,1,1
"947",2003,4,3,844839090,844839,84,2,1556656,510166,0.32773201,1,NA,NA,NA,510166,0.32773201,1,1
"948",2001,4,3,844839100,844839,84,1,NA,NA,NA,3,254630,646531,2.53909987,-646531,-2.53909987,-1,-1
"949",2002,4,3,844839100,844839,84,1,NA,NA,NA,3,118258,356717,3.016430178,-356717,-3.016430178,-1,-1
"950",2003,4,3,844839100,844839,84,1,NA,NA,NA,3,88211,430047,4.875208307,-430047,-4.875208307,-1,-1
"951",2004,4,3,844839100,844839,84,1,NA,NA,NA,3,115233,379435,3.292763358,-379435,-3.292763358,-1,-1
"952",2005,4,3,844839100,844839,84,1,NA,NA,NA,3,155490,254496,1.636735481,-254496,-1.636735481,-1,-1
"953",2006,4,3,844839100,844839,84,1,NA,NA,NA,3,332976,916576,2.752678872,-916576,-2.752678872,-1,-1
"954",2007,4,3,844839100,844839,84,1,NA,NA,NA,3,119744,839345,7.009495257,-839345,-7.009495257,-1,-1
"955",2001,4,3,844839900,844839,84,1,NA,NA,NA,3,571684,1568273,2.743251517,-1568273,-2.743251517,-1,-1
"956",2002,4,3,844839900,844839,84,1,NA,NA,NA,3,553678,1434688,2.591195605,-1434688,-2.591195605,-1,-1
"957",2003,4,3,844839900,844839,84,1,NA,NA,NA,3,1406399,2581865,1.835798376,-2581865,-1.835798376,-1,-1
"958",2004,4,3,844839900,844839,84,1,NA,NA,NA,3,1387570,3078964,2.218961206,-3078964,-2.218961206,-1,-1
"959",2005,4,3,844839900,844839,84,1,NA,NA,NA,3,402800,1312481,3.258393744,-1312481,-3.258393744,-1,-1
"960",2006,4,3,844839900,844839,84,1,NA,NA,NA,3,1075144,3501757,3.257012084,-3501757,-3.257012084,-1,-1
"961",2007,4,3,844839900,844839,84,1,NA,NA,NA,3,1576430,5024585,3.187318815,-5024585,-3.187318815,-1,-1
"962",2001,4,4,845140000,845140,84,2,3769,9509,2.522950385,1,NA,NA,NA,9509,2.522950385,1,1
"963",2002,4,4,845140000,845140,84,2,50,447,8.94,1,NA,NA,NA,447,8.94,1,1
"964",2003,4,4,845140000,845140,84,2,8120,5264,0.648275862,1,NA,NA,NA,5264,0.648275862,1,1
"965",2004,4,4,845140000,845140,84,2,29700,20432,0.687946128,1,NA,NA,NA,20432,0.687946128,1,1
"966",2005,4,4,845140000,845140,84,2,2601,4146,1.594002307,1,NA,NA,NA,4146,1.594002307,1,1
"967",2006,4,4,845140000,845140,84,2,2148,3278,1.526070764,1,NA,NA,NA,3278,1.526070764,1,1
"968",2007,4,4,845140000,845140,84,2,78494,82541,1.051558081,1,NA,NA,NA,82541,1.051558081,1,1
"969",2001,4,4,845140200,845140,84,1,NA,NA,NA,3,701363,956748,1.364126708,-956748,-1.364126708,-1,-1
"970",2002,4,4,845140200,845140,84,1,NA,NA,NA,3,490052,950059,1.93869018,-950059,-1.93869018,-1,-1
"971",2003,4,4,845140200,845140,84,1,NA,NA,NA,3,645012,1253836,1.943895617,-1253836,-1.943895617,-1,-1
"972",2004,4,4,845140200,845140,84,1,NA,NA,NA,3,671160,1757840,2.619107217,-1757840,-2.619107217,-1,-1
"973",2005,4,4,845140200,845140,84,1,NA,NA,NA,3,396111,750711,1.895203617,-750711,-1.895203617,-1,-1
"974",2006,4,4,845140200,845140,84,1,NA,NA,NA,3,352896,1154289,3.270904176,-1154289,-3.270904176,-1,-1
"975",2007,4,4,845140200,845140,84,1,NA,NA,NA,3,384019,768536,2.001296811,-768536,-2.001296811,-1,-1
"976",2001,4,4,845140900,845140,84,1,NA,NA,NA,3,133597,201676,1.509584796,-201676,-1.509584796,-1,-1
"977",2002,4,4,845140900,845140,84,1,NA,NA,NA,3,99443,75079,0.754995324,-75079,-0.754995324,-1,-1
"978",2003,4,4,845140900,845140,84,1,NA,NA,NA,3,210404,240711,1.144041938,-240711,-1.144041938,-1,-1
"979",2004,4,4,845140900,845140,84,1,NA,NA,NA,3,305302,428003,1.401900413,-428003,-1.401900413,-1,-1
"980",2005,4,4,845140900,845140,84,1,NA,NA,NA,3,221388,331660,1.498093844,-331660,-1.498093844,-1,-1
"981",2006,4,4,845140900,845140,84,1,NA,NA,NA,3,56566,112190,1.983346887,-112190,-1.983346887,-1,-1
"982",2007,4,4,845140900,845140,84,1,NA,NA,NA,3,79692,359126,4.506424735,-359126,-4.506424735,-1,-1
"983",2005,7,4,845410000,845410,84,2,7000,792,0.113142857,3,6000,3500,0.583333333,-2708,-0.470190476,-0.630941286,-0.675099139
"984",2006,7,4,845410000,845410,84,2,4400,1970,0.447727273,1,NA,NA,NA,1970,0.447727273,1,1
"985",2007,7,4,845410000,845410,84,2,407073,160729,0.394840729,1,NA,NA,NA,160729,0.394840729,1,1
"986",2001,4,4,845430000,845430,84,2,4170,2297,0.550839329,3,1810235,1826322,1.008886692,-1824025,-0.458047363,-0.997487722,-0.293671681
"987",2002,4,4,845430000,845430,84,2,8357,13772,1.647959794,3,2507576,3067422,1.223261827,-3053650,0.424697967,-0.991060608,0.147915425
"988",2003,4,4,845430000,845430,84,2,20036,17086,0.852765023,3,3666604,4561009,1.243932805,-4543923,-0.391167782,-0.99253576,-0.186563737
"989",2004,4,4,845430000,845430,84,2,2200,4653,2.115,3,5104936,7413713,1.452263652,-7409060,0.662736348,-0.998745546,0.185782833
"990",2005,4,4,845430000,845430,84,2,80,1791,22.3875,3,5285985,9077597,1.717295263,-9075806,20.67020474,-0.99960548,0.857514221
"991",2006,4,4,845430000,845430,84,2,351649,281306,0.799962463,3,8252968,15089534,1.828376652,-14808228,-1.028414189,-0.963397446,-0.39127911
"992",2007,4,4,845430000,845430,84,2,521288,151733,0.291073265,3,5757061,9759096,1.69515244,-9607363,-1.404079175,-0.969380362,-0.706908169
"993",2001,4,4,845610000,845610,84,2,112,41120,367.1428571,3,339486,2219089,6.536614176,-2177969,360.606243,-0.963613984,0.965014861
"994",2002,4,4,845610000,845610,84,2,2699,17443,6.462763987,3,466009,2996873,6.430933737,-2979430,0.031830249,-0.988426562,0.002468667
"995",2003,4,4,845610000,845610,84,2,4861,28622,5.888088871,3,849156,4350550,5.123381334,-4321928,0.764707537,-0.986928122,0.069446452
"996",2004,4,4,845610000,845610,84,2,3870,34948,9.030490956,3,1788022,10576386,5.915131917,-10541438,3.115359039,-0.993413081,0.20844625
"997",2005,4,4,845610000,845610,84,2,8921,107529,12.05346934,3,1348064,7871784,5.839325136,-7764255,6.214144206,-0.973048056,0.347298697
"998",2006,4,4,845610000,845610,84,2,9252,81611,8.820903588,3,2141244,13123798,6.129053018,-13042187,2.691850571,-0.987639762,0.180057417
"999",2007,4,4,845610000,845610,84,2,14879,114027,7.663619867,3,2668250,14411816,5.401224023,-14297789,2.262395844,-0.984300119,0.173166696
"1000",2001,4,4,845620000,845620,84,1,NA,NA,NA,3,2891,56680,19.60567278,-56680,-19.60567278,-1,-1
"1001",2002,4,4,845620000,845620,84,2,60,1350,22.5,3,7649,103837,13.57523859,-102487,8.924761407,-0.974331429,0.247392997
"1002",2003,4,4,845620000,845620,84,2,2626,4861,1.851104341,3,1412,12348,8.745042493,-7487,-6.893938152,-0.435063048,-0.650608024
"1003",2004,4,4,845620000,845620,84,2,92,2915,31.68478261,3,9242,73830,7.988530621,-70915,23.69625199,-0.924034139,0.597284423
"1004",2005,4,4,845620000,845620,84,2,11161,68307,6.120150524,3,7581,50166,6.617332806,18141,-0.497182282,0.153123496,-0.039033007
"1005",2006,4,4,845620000,845620,84,1,NA,NA,NA,3,3038,53044,17.46017117,-53044,-17.46017117,-1,-1
